       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 912 1761] | [ 959 1759] | [ 919 1809] | [ 966 1807]
         1 | [ 859 1760] | [ 905 1759] | [ 864 1809] | [ 911 1808]
         2 | [ 806 1760] | [ 852 1760] | [ 808 1808] | [ 855 1810]
         3 | [ 751 1761] | [ 798 1760] | [ 755 1810] | [ 801 1810]
         4 | [ 698 1761] | [ 745 1761] | [ 699 1809] | [ 746 1811]
         5 | [ 643 1762] | [ 690 1761] | [ 646 1811] | [ 692 1811]
         6 | [ 589 1762] | [ 637 1762] | [ 591 1812] | [ 638 1811]
         7 | [ 536 1762] | [ 583 1763] | [ 535 1811] | [ 582 1812]
         8 | [ 482 1762] | [ 529 1763] | [ 480 1812] | [ 527 1812]
         9 | [ 426 1763] | [ 475 1764] | [ 425 1812] | [ 473 1812]
         0 | [ 373 1763] | [ 420 1763] | [ 370 1813] | [ 417 1813]
         - | [ 318 1763] | [ 365 1763] | [ 315 1814] | [ 361 1814]
         = | [ 263 1764] | [ 311 1764] | [ 259 1813] | [ 307 1814]
    DELETE | [ 179 1767] | [ 256 1764] | [ 176 1815] | [ 252 1814]
       TAB | [ 879 1706] | [ 951 1705] | [ 885 1753] | [ 958 1751]
         Q | [ 826 1707] | [ 872 1705] | [ 831 1753] | [ 877 1753]
         W | [ 773 1707] | [ 820 1706] | [ 778 1754] | [ 824 1753]
         E | [ 720 1707] | [ 766 1706] | [ 724 1754] | [ 770 1754]
         R | [ 669 1706] | [ 714 1707] | [ 670 1755] | [ 715 1755]
         T | [ 613 1709] | [ 661 1707] | [ 616 1755] | [ 663 1754]
         Y | [ 562 1707] | [ 609 1709] | [ 561 1754] | [ 608 1755]
         U | [ 509 1707] | [ 555 1708] | [ 508 1756] | [ 554 1756]
         I | [ 454 1708] | [ 502 1709] | [ 453 1755] | [ 500 1756]
         O | [ 401 1708] | [ 448 1708] | [ 400 1757] | [ 447 1756]
         P | [ 347 1709] | [ 395 1709] | [ 345 1757] | [ 392 1757]
         [ | [ 295 1708] | [ 341 1709] | [ 290 1756] | [ 338 1757]
         ] | [ 240 1709] | [ 287 1709] | [ 236 1757] | [ 284 1757]
         \ | [ 187 1709] | [ 234 1710] | [ 182 1758] | [ 228 1758]
 CAPS_LOCK | [ 860 1653] | [ 944 1652] | [ 865 1699] | [ 949 1699]
         A | [ 808 1654] | [ 853 1653] | [ 813 1700] | [ 858 1699]
         S | [ 755 1655] | [ 801 1653] | [ 760 1700] | [ 806 1698]
         G | [ 600 1654] | [ 646 1655] | [ 600 1700] | [ 646 1701]
         H | [ 548 1654] | [ 594 1656] | [ 547 1701] | [ 593 1701]
         J | [ 496 1654] | [ 541 1655] | [ 494 1701] | [ 541 1701]
         K | [ 443 1655] | [ 489 1656] | [ 441 1702] | [ 487 1702]
         ; | [ 337 1655] | [ 384 1656] | [ 334 1702] | [ 381 1702]
         ' | [ 285 1655] | [ 331 1656] | [ 281 1703] | [ 328 1702]
    RETURN | [ 190 1658] | [ 276 1655] | [ 188 1704] | [ 274 1703]
     SHFT1 | [ 828 1603] | [ 936 1601] | [ 835 1648] | [ 943 1646]
         B | [ 572 1603] | [ 617 1603] | [ 573 1649] | [ 619 1648]
         N | [ 521 1603] | [ 566 1603] | [ 520 1648] | [ 566 1649]
         M | [ 470 1603] | [ 515 1604] | [ 468 1649] | [ 514 1649]
     SHFT2 | [ 197 1615] | [ 299 1606] | [ 198 1647] | [ 302 1643]
        FN | [ 885 1547] | [ 930 1546] | [ 891 1596] | [ 936 1596]
      CMD2 | [ 420 1547] | [ 464 1548] | [ 427 1599] | [ 463 1598]
         Z | [ 777 1603] | [ 822 1602] | [ 782 1648] | [ 827 1647]
         F | [ 652 1654] | [ 696 1653] | [ 654 1701] | [ 700 1700]
     SPACE | [ 476 1550] | [ 715 1558] | [ 471 1590] | [ 714 1594]
         D | [ 704 1654] | [ 750 1654] | [ 708 1701] | [ 753 1699]
         V | [ 623 1603] | [ 668 1602] | [ 626 1649] | [ 671 1648]
      CTRL | [ 836 1546] | [ 881 1548] | [ 839 1595] | [ 884 1597]
         C | [ 674 1604] | [ 720 1602] | [ 677 1648] | [ 723 1647]
         X | [ 726 1603] | [ 770 1602] | [ 729 1648] | [ 775 1647]
         / | [ 314 1602] | [ 360 1603] | [ 310 1648] | [ 357 1649]
         L | [ 388 1653] | [ 436 1658] | [ 387 1699] | [ 433 1700]
         , | [ 416 1607] | [ 462 1601] | [ 417 1648] | [ 463 1646]
         . | [ 365 1602] | [ 411 1604] | [ 362 1646] | [ 409 1648]
    ARROWS | [ 258 1549] | [ 295 1551] | [ 252 1591] | [ 289 1594]
      ALT1 | [ 783 1551] | [ 827 1545] | [ 787 1595] | [ 832 1595]
      CMD1 | [ 722 1547] | [ 780 1546] | [ 727 1597] | [ 785 1595]
      ALT2 | [ 361 1546] | [ 407 1546] | [ 359 1597] | [ 404 1597]
