       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 948 1775] | [ 996 1774] | [ 955 1824] | [1002 1824]
         1 | [ 893 1775] | [ 940 1773] | [ 900 1824] | [ 947 1823]
         2 | [ 839 1775] | [ 887 1774] | [ 845 1824] | [ 892 1823]
         3 | [ 786 1773] | [ 833 1774] | [ 788 1823] | [ 836 1824]
         4 | [ 730 1774] | [ 777 1773] | [ 734 1824] | [ 781 1823]
         5 | [ 676 1773] | [ 724 1775] | [ 678 1824] | [ 725 1824]
         6 | [ 620 1774] | [ 669 1774] | [ 623 1824] | [ 671 1822]
         7 | [ 566 1773] | [ 614 1774] | [ 566 1823] | [ 614 1824]
         8 | [ 512 1773] | [ 559 1774] | [ 510 1823] | [ 558 1824]
         9 | [ 456 1773] | [ 504 1774] | [ 454 1823] | [ 503 1824]
         0 | [ 401 1773] | [ 449 1774] | [ 399 1824] | [ 447 1824]
         - | [ 346 1773] | [ 394 1774] | [ 342 1823] | [ 391 1824]
         = | [ 290 1773] | [ 338 1773] | [ 286 1824] | [ 336 1823]
    DELETE | [ 205 1775] | [ 282 1773] | [ 203 1825] | [ 280 1822]
       TAB | [ 914 1719] | [ 988 1719] | [ 921 1767] | [ 994 1766]
         Q | [ 860 1720] | [ 907 1718] | [ 866 1767] | [ 913 1766]
         W | [ 807 1719] | [ 853 1718] | [ 812 1767] | [ 858 1767]
         Y | [ 592 1718] | [ 640 1719] | [ 592 1765] | [ 639 1767]
         U | [ 538 1718] | [ 586 1719] | [ 537 1765] | [ 584 1767]
         I | [ 485 1717] | [ 532 1719] | [ 483 1766] | [ 531 1766]
         [ | [ 321 1717] | [ 369 1718] | [ 318 1766] | [ 366 1766]
         ] | [ 267 1717] | [ 314 1717] | [ 262 1765] | [ 311 1766]
         \ | [ 212 1717] | [ 260 1718] | [ 207 1765] | [ 255 1766]
 CAPS_LOCK | [ 895 1665] | [ 980 1665] | [ 900 1712] | [ 986 1712]
         T | [ 646 1718] | [ 694 1719] | [ 647 1766] | [ 694 1767]
         R | [ 700 1718] | [ 748 1720] | [ 702 1766] | [ 749 1767]
         H | [ 578 1664] | [ 625 1666] | [ 578 1711] | [ 624 1712]
         J | [ 525 1664] | [ 571 1665] | [ 524 1711] | [ 570 1712]
         N | [ 549 1614] | [ 596 1612] | [ 551 1658] | [ 597 1658]
         M | [ 497 1613] | [ 544 1612] | [ 498 1658] | [ 545 1657]
         A | [ 842 1665] | [ 888 1665] | [ 847 1712] | [ 893 1711]
         G | [ 631 1664] | [ 676 1664] | [ 633 1712] | [ 680 1710]
         B | [ 602 1613] | [ 648 1612] | [ 604 1658] | [ 650 1658]
         P | [ 376 1717] | [ 423 1718] | [ 373 1766] | [ 420 1767]
    RETURN | [ 216 1664] | [ 304 1663] | [ 214 1711] | [ 302 1709]
         K | [ 471 1664] | [ 518 1665] | [ 470 1711] | [ 516 1712]
         ' | [ 311 1663] | [ 358 1664] | [ 308 1711] | [ 355 1711]
         O | [ 431 1717] | [ 477 1718] | [ 428 1766] | [ 475 1767]
     SHFT2 | [ 220 1614] | [ 332 1610] | [ 218 1657] | [ 333 1654]
         ; | [ 365 1663] | [ 412 1665] | [ 362 1711] | [ 409 1711]
         L | [ 419 1663] | [ 465 1664] | [ 416 1711] | [ 463 1711]
         / | [ 340 1612] | [ 388 1613] | [ 338 1657] | [ 384 1658]
    ARROWS | [ 280 1553] | [ 325 1554] | [ 276 1606] | [ 321 1606]
         E | [ 753 1719] | [ 800 1718] | [ 758 1767] | [ 804 1766]
         S | [ 789 1666] | [ 835 1665] | [ 794 1712] | [ 839 1712]
     SHFT1 | [ 862 1614] | [ 972 1613] | [ 868 1659] | [ 979 1658]
         F | [ 683 1665] | [ 729 1664] | [ 687 1712] | [ 732 1712]
         D | [ 736 1665] | [ 783 1665] | [ 740 1712] | [ 786 1711]
        FN | [ 921 1556] | [ 965 1557] | [ 925 1606] | [ 971 1608]
         V | [ 654 1613] | [ 701 1613] | [ 658 1659] | [ 703 1658]
      ALT1 | [ 819 1556] | [ 864 1558] | [ 822 1606] | [ 867 1608]
      CTRL | [ 870 1556] | [ 914 1557] | [ 874 1607] | [ 919 1608]
         C | [ 706 1614] | [ 753 1613] | [ 709 1658] | [ 755 1659]
      CMD1 | [ 754 1557] | [ 812 1556] | [ 758 1607] | [ 817 1606]
         X | [ 759 1613] | [ 804 1613] | [ 763 1659] | [ 808 1658]
     SPACE | [ 496 1560] | [ 743 1554] | [ 500 1607] | [ 752 1606]
         Z | [ 811 1614] | [ 856 1613] | [ 815 1659] | [ 861 1658]
      CMD2 | [ 463 1555] | [ 494 1556] | [ 469 1608] | [ 493 1607]
         , | [ 460 1610] | [ 493 1612] | [ 459 1658] | [ 492 1657]
         . | [ 402 1610] | [ 447 1613] | [ 399 1657] | [ 445 1658]
      ALT2 | [ 396 1555] | [ 442 1555] | [ 394 1606] | [ 439 1606]
