       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 796 1815] | [ 837 1816] | [ 800 1856] | [ 841 1856]
         1 | [ 746 1813] | [ 787 1815] | [ 749 1855] | [ 790 1854]
         2 | [ 695 1812] | [ 735 1813] | [ 698 1854] | [ 738 1854]
         5 | [ 544 1808] | [ 585 1810] | [ 543 1850] | [ 584 1851]
         6 | [ 494 1807] | [ 535 1810] | [ 492 1849] | [ 532 1850]
         7 | [ 443 1806] | [ 484 1808] | [ 441 1848] | [ 482 1848]
       TAB | [ 766 1767] | [ 831 1767] | [ 770 1805] | [ 836 1805]
         8 | [ 392 1805] | [ 433 1806] | [ 389 1846] | [ 431 1847]
         U | [ 420 1757] | [ 461 1759] | [ 418 1797] | [ 458 1798]
         Y | [ 470 1758] | [ 510 1760] | [ 468 1797] | [ 508 1799]
         3 | [ 644 1811] | [ 684 1811] | [ 647 1853] | [ 687 1853]
         4 | [ 595 1809] | [ 636 1812] | [ 594 1850] | [ 635 1852]
         Q | [ 717 1764] | [ 757 1765] | [ 720 1804] | [ 760 1804]
         N | [ 437 1666] | [ 477 1667] | [ 436 1703] | [ 476 1702]
         B | [ 485 1668] | [ 524 1668] | [ 485 1704] | [ 524 1704]
         T | [ 520 1759] | [ 560 1760] | [ 518 1798] | [ 559 1800]
         R | [ 568 1759] | [ 609 1763] | [ 566 1797] | [ 607 1801]
         9 | [ 342 1809] | [ 383 1811] | [ 338 1851] | [ 381 1851]
    DELETE | [ 113 1809] | [ 179 1809] | [ 107 1851] | [ 175 1851]
         0 | [ 292 1809] | [ 333 1812] | [ 286 1850] | [ 326 1853]
         - | [ 241 1809] | [ 282 1810] | [ 235 1851] | [ 276 1852]
         = | [ 189 1810] | [ 231 1811] | [ 184 1851] | [ 226 1851]
         ] | [ 173 1760] | [ 213 1762] | [ 166 1799] | [ 208 1800]
         [ | [ 223 1760] | [ 264 1762] | [ 218 1800] | [ 258 1801]
         \ | [ 123 1760] | [ 163 1761] | [ 116 1800] | [ 157 1800]
         P | [ 273 1759] | [ 313 1763] | [ 266 1798] | [ 306 1801]
    RETURN | [ 129 1666] | [ 207 1666] | [ 124 1703] | [ 203 1703]
         H | [ 456 1666] | [ 496 1665] | [ 456 1703] | [ 496 1703]
         G | [ 503 1665] | [ 542 1665] | [ 502 1703] | [ 544 1703]
         V | [ 529 1666] | [ 568 1666] | [ 530 1703] | [ 571 1703]
         ' | [ 214 1665] | [ 254 1666] | [ 208 1703] | [ 249 1705]
         J | [ 414 1665] | [ 454 1666] | [ 412 1704] | [ 451 1705]
         I | [ 362 1757] | [ 402 1762] | [ 358 1800] | [ 399 1802]
         E | [ 621 1762] | [ 665 1761] | [ 623 1800] | [ 664 1801]
 CAPS_LOCK | [ 749 1666] | [ 825 1666] | [ 756 1704] | [ 830 1704]
         O | [ 320 1759] | [ 360 1761] | [ 315 1799] | [ 356 1801]
     SHFT2 | [ 134 1668] | [ 233 1666] | [ 131 1702] | [ 232 1703]
         ; | [ 264 1664] | [ 304 1667] | [ 258 1701] | [ 299 1704]
         W | [ 668 1759] | [ 708 1762] | [ 668 1799] | [ 708 1801]
         F | [ 556 1664] | [ 596 1666] | [ 555 1703] | [ 595 1705]
         K | [ 355 1665] | [ 395 1666] | [ 351 1703] | [ 392 1705]
         M | [ 383 1664] | [ 422 1667] | [ 378 1702] | [ 419 1703]
         / | [ 244 1665] | [ 283 1667] | [ 239 1703] | [ 279 1704]
         L | [ 309 1664] | [ 349 1666] | [ 305 1703] | [ 345 1704]
    ARROWS | [ 190 1579] | [ 228 1582] | [ 183 1622] | [ 223 1622]
         A | [ 703 1665] | [ 744 1666] | [ 707 1704] | [ 747 1703]
         D | [ 602 1666] | [ 644 1666] | [ 605 1704] | [ 645 1704]
         C | [ 577 1666] | [ 617 1666] | [ 579 1704] | [ 618 1704]
         , | [ 334 1665] | [ 372 1667] | [ 329 1702] | [ 369 1704]
         . | [ 290 1664] | [ 329 1667] | [ 285 1702] | [ 325 1703]
      CMD2 | [ 321 1581] | [ 373 1580] | [ 319 1621] | [ 371 1622]
      ALT2 | [ 285 1580] | [ 324 1581] | [ 280 1621] | [ 320 1623]
         S | [ 653 1665] | [ 693 1665] | [ 655 1703] | [ 696 1703]
     SHFT1 | [ 722 1666] | [ 819 1667] | [ 727 1703] | [ 825 1703]
         Z | [ 677 1666] | [ 718 1666] | [ 681 1703] | [ 720 1703]
         X | [ 634 1666] | [ 673 1666] | [ 637 1704] | [ 676 1703]
     SPACE | [ 390 1584] | [ 613 1579] | [ 392 1619] | [ 620 1623]
        FN | [ 777 1629] | [ 815 1630] | [ 782 1671] | [ 820 1671]
      CTRL | [ 732 1581] | [ 771 1581] | [ 737 1622] | [ 775 1622]
      ALT1 | [ 689 1580] | [ 729 1582] | [ 691 1621] | [ 730 1623]
      CMD1 | [ 626 1581] | [ 679 1581] | [ 630 1622] | [ 681 1622]
