       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 842 1759] | [ 883 1759] | [ 849 1799] | [ 889 1798]
         1 | [ 791 1759] | [ 831 1758] | [ 796 1798] | [ 838 1797]
         4 | [ 638 1760] | [ 679 1758] | [ 641 1798] | [ 683 1798]
         5 | [ 587 1760] | [ 628 1758] | [ 589 1798] | [ 631 1798]
         6 | [ 536 1760] | [ 577 1758] | [ 537 1798] | [ 580 1797]
         7 | [ 485 1759] | [ 526 1758] | [ 485 1798] | [ 528 1797]
         8 | [ 435 1758] | [ 476 1759] | [ 432 1797] | [ 474 1799]
         9 | [ 384 1757] | [ 425 1759] | [ 380 1797] | [ 423 1798]
         0 | [ 331 1758] | [ 373 1758] | [ 328 1798] | [ 369 1799]
         - | [ 280 1758] | [ 322 1759] | [ 275 1797] | [ 318 1798]
         = | [ 228 1757] | [ 270 1759] | [ 223 1798] | [ 265 1798]
    DELETE | [ 149 1758] | [ 218 1758] | [ 144 1798] | [ 214 1797]
       TAB | [ 810 1713] | [ 875 1712] | [ 816 1750] | [ 881 1750]
         T | [ 561 1712] | [ 601 1712] | [ 562 1750] | [ 604 1749]
         Y | [ 510 1713] | [ 552 1712] | [ 511 1750] | [ 553 1749]
         U | [ 462 1710] | [ 502 1713] | [ 459 1749] | [ 501 1750]
         \ | [ 156 1711] | [ 199 1711] | [ 151 1749] | [ 193 1749]
         G | [ 547 1668] | [ 586 1666] | [ 549 1704] | [ 589 1703]
         H | [ 497 1668] | [ 537 1666] | [ 499 1704] | [ 540 1702]
         ] | [ 208 1710] | [ 250 1712] | [ 202 1748] | [ 245 1749]
         [ | [ 260 1710] | [ 301 1707] | [ 254 1748] | [ 295 1750]
    RETURN | [ 161 1668] | [ 240 1664] | [ 158 1702] | [ 239 1700]
         J | [ 449 1666] | [ 488 1666] | [ 448 1703] | [ 489 1703]
         I | [ 409 1712] | [ 450 1711] | [ 408 1749] | [ 451 1748]
         2 | [ 740 1760] | [ 781 1758] | [ 744 1798] | [ 786 1798]
         3 | [ 689 1760] | [ 730 1758] | [ 694 1799] | [ 735 1797]
         B | [ 521 1625] | [ 561 1623] | [ 523 1659] | [ 563 1658]
         N | [ 473 1624] | [ 513 1623] | [ 474 1659] | [ 514 1658]
         Q | [ 760 1713] | [ 801 1712] | [ 765 1750] | [ 806 1749]
         V | [ 570 1625] | [ 610 1623] | [ 572 1659] | [ 613 1658]
         R | [ 611 1712] | [ 652 1712] | [ 613 1750] | [ 654 1750]
         E | [ 660 1713] | [ 701 1711] | [ 663 1750] | [ 705 1749]
         O | [ 358 1712] | [ 400 1711] | [ 358 1750] | [ 399 1749]
         K | [ 398 1667] | [ 438 1665] | [ 397 1703] | [ 439 1702]
         M | [ 422 1623] | [ 463 1623] | [ 422 1659] | [ 463 1658]
         F | [ 597 1668] | [ 638 1666] | [ 601 1704] | [ 641 1702]
         W | [ 707 1714] | [ 747 1711] | [ 714 1750] | [ 753 1748]
         P | [ 309 1711] | [ 350 1711] | [ 307 1750] | [ 349 1749]
 CAPS_LOCK | [ 791 1669] | [ 864 1665] | [ 799 1704] | [ 874 1701]
         D | [ 645 1667] | [ 684 1665] | [ 650 1703] | [ 689 1701]
         ' | [ 253 1665] | [ 294 1666] | [ 248 1702] | [ 289 1703]
         ; | [ 299 1667] | [ 341 1666] | [ 298 1703] | [ 339 1702]
         L | [ 349 1666] | [ 389 1665] | [ 348 1703] | [ 389 1702]
     SHFT2 | [ 167 1626] | [ 267 1621] | [ 166 1659] | [ 268 1656]
         A | [ 743 1666] | [ 782 1666] | [ 747 1703] | [ 787 1703]
         S | [ 697 1666] | [ 736 1665] | [ 700 1703] | [ 741 1702]
         , | [ 372 1624] | [ 413 1622] | [ 373 1659] | [ 413 1657]
         / | [ 281 1624] | [ 322 1622] | [ 279 1658] | [ 321 1656]
    ARROWS | [ 225 1571] | [ 265 1573] | [ 219 1612] | [ 260 1613]
         C | [ 618 1624] | [ 658 1622] | [ 621 1658] | [ 662 1658]
         . | [ 327 1623] | [ 366 1621] | [ 326 1658] | [ 366 1658]
     SHFT1 | [ 759 1624] | [ 856 1622] | [ 766 1659] | [ 865 1658]
      CMD2 | [ 360 1579] | [ 413 1577] | [ 361 1618] | [ 414 1617]
        FN | [ 813 1577] | [ 852 1577] | [ 820 1617] | [ 859 1616]
     SPACE | [ 425 1580] | [ 650 1574] | [ 428 1617] | [ 658 1615]
      ALT2 | [ 317 1576] | [ 358 1576] | [ 315 1616] | [ 355 1616]
         Z | [ 714 1624] | [ 754 1622] | [ 720 1659] | [ 759 1658]
         X | [ 666 1624] | [ 706 1622] | [ 671 1659] | [ 711 1657]
      CTRL | [ 761 1578] | [ 803 1575] | [ 772 1616] | [ 810 1615]
      CMD1 | [ 664 1576] | [ 716 1575] | [ 669 1616] | [ 721 1614]
      ALT1 | [ 719 1576] | [ 758 1575] | [ 725 1616] | [ 764 1614]
