       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 952 1783] | [ 999 1782] | [ 958 1832] | [1006 1833]
         1 | [ 898 1782] | [ 944 1781] | [ 904 1832] | [ 951 1832]
         2 | [ 843 1782] | [ 890 1781] | [ 849 1832] | [ 895 1832]
         3 | [ 790 1780] | [ 837 1782] | [ 791 1829] | [ 839 1832]
         4 | [ 733 1782] | [ 781 1780] | [ 737 1831] | [ 785 1831]
         5 | [ 679 1780] | [ 727 1780] | [ 681 1830] | [ 728 1831]
         6 | [ 625 1779] | [ 673 1781] | [ 625 1829] | [ 673 1830]
         7 | [ 570 1779] | [ 618 1780] | [ 569 1828] | [ 619 1829]
         8 | [ 516 1778] | [ 563 1779] | [ 514 1829] | [ 561 1830]
         9 | [ 460 1778] | [ 508 1779] | [ 458 1828] | [ 508 1828]
         0 | [ 405 1777] | [ 453 1779] | [ 402 1828] | [ 450 1829]
         - | [ 349 1777] | [ 397 1777] | [ 346 1827] | [ 395 1828]
         = | [ 295 1776] | [ 342 1777] | [ 290 1827] | [ 339 1828]
    DELETE | [ 209 1778] | [ 286 1776] | [ 206 1827] | [ 283 1827]
       TAB | [ 918 1727] | [ 991 1726] | [ 923 1774] | [ 998 1775]
         Q | [ 865 1726] | [ 912 1726] | [ 869 1774] | [ 917 1774]
         W | [ 812 1725] | [ 857 1725] | [ 816 1774] | [ 863 1773]
         Y | [ 597 1723] | [ 644 1725] | [ 597 1772] | [ 643 1773]
         U | [ 541 1724] | [ 588 1723] | [ 542 1772] | [ 590 1771]
         I | [ 489 1722] | [ 536 1724] | [ 486 1770] | [ 534 1772]
         [ | [ 326 1721] | [ 373 1722] | [ 321 1769] | [ 369 1771]
         ] | [ 270 1721] | [ 318 1721] | [ 266 1768] | [ 315 1770]
         \ | [ 216 1720] | [ 264 1721] | [ 211 1768] | [ 259 1770]
 CAPS_LOCK | [ 899 1673] | [ 984 1673] | [ 905 1720] | [ 990 1720]
         T | [ 650 1724] | [ 698 1725] | [ 651 1772] | [ 698 1773]
         R | [ 703 1726] | [ 750 1724] | [ 707 1773] | [ 754 1772]
         H | [ 581 1670] | [ 627 1669] | [ 583 1717] | [ 630 1716]
         J | [ 529 1669] | [ 576 1670] | [ 529 1717] | [ 575 1717]
         N | [ 555 1617] | [ 602 1619] | [ 554 1662] | [ 601 1664]
         M | [ 502 1617] | [ 549 1617] | [ 502 1663] | [ 547 1664]
         A | [ 846 1673] | [ 892 1672] | [ 851 1719] | [ 898 1718]
         G | [ 635 1670] | [ 681 1670] | [ 637 1718] | [ 684 1716]
         B | [ 606 1619] | [ 653 1618] | [ 609 1664] | [ 654 1664]
         P | [ 379 1722] | [ 428 1724] | [ 377 1770] | [ 424 1771]
    RETURN | [ 220 1668] | [ 309 1667] | [ 218 1714] | [ 306 1713]
         K | [ 476 1668] | [ 522 1669] | [ 474 1715] | [ 520 1717]
         ' | [ 315 1667] | [ 362 1667] | [ 312 1714] | [ 359 1715]
         O | [ 434 1722] | [ 482 1724] | [ 432 1771] | [ 479 1772]
     SHFT2 | [ 225 1615] | [ 338 1614] | [ 225 1661] | [ 337 1659]
         ; | [ 368 1668] | [ 416 1669] | [ 365 1713] | [ 412 1716]
         L | [ 422 1668] | [ 469 1669] | [ 420 1715] | [ 467 1716]
         / | [ 345 1615] | [ 392 1616] | [ 342 1661] | [ 388 1662]
    ARROWS | [ 285 1556] | [ 330 1557] | [ 280 1608] | [ 326 1609]
         E | [ 759 1724] | [ 805 1726] | [ 759 1771] | [ 807 1774]
         S | [ 793 1673] | [ 840 1672] | [ 798 1719] | [ 844 1718]
     SHFT1 | [ 867 1621] | [ 977 1621] | [ 872 1666] | [ 983 1667]
         F | [ 687 1672] | [ 733 1670] | [ 691 1718] | [ 737 1718]
         D | [ 740 1672] | [ 786 1671] | [ 744 1718] | [ 791 1717]
        FN | [ 925 1564] | [ 970 1565] | [ 930 1614] | [ 975 1616]
         V | [ 658 1620] | [ 704 1618] | [ 661 1664] | [ 708 1663]
      ALT1 | [ 823 1563] | [ 868 1564] | [ 827 1614] | [ 872 1615]
      CTRL | [ 874 1564] | [ 920 1566] | [ 878 1613] | [ 924 1615]
         C | [ 711 1619] | [ 758 1620] | [ 715 1665] | [ 760 1664]
      CMD1 | [ 758 1564] | [ 817 1563] | [ 762 1613] | [ 821 1614]
         X | [ 763 1620] | [ 808 1619] | [ 766 1665] | [ 813 1664]
     SPACE | [ 501 1564] | [ 747 1560] | [ 506 1612] | [ 757 1612]
         Z | [ 815 1618] | [ 860 1618] | [ 818 1663] | [ 865 1663]
      CMD2 | [ 467 1562] | [ 498 1563] | [ 473 1615] | [ 497 1614]
         , | [ 464 1616] | [ 497 1618] | [ 463 1664] | [ 496 1663]
         . | [ 406 1616] | [ 451 1619] | [ 403 1663] | [ 449 1664]
      ALT2 | [ 400 1562] | [ 446 1562] | [ 398 1613] | [ 443 1613]
