       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 805 1808] | [ 846 1808] | [ 810 1848] | [ 851 1847]
         1 | [ 755 1806] | [ 795 1806] | [ 759 1847] | [ 799 1847]
         2 | [ 704 1805] | [ 745 1805] | [ 708 1846] | [ 748 1846]
         5 | [ 553 1801] | [ 594 1801] | [ 554 1842] | [ 595 1842]
         6 | [ 504 1799] | [ 544 1800] | [ 502 1840] | [ 542 1842]
         7 | [ 453 1798] | [ 494 1800] | [ 450 1838] | [ 492 1840]
       TAB | [ 776 1758] | [ 841 1759] | [ 780 1797] | [ 845 1798]
         8 | [ 402 1797] | [ 443 1798] | [ 399 1837] | [ 441 1839]
         U | [ 430 1749] | [ 471 1751] | [ 428 1789] | [ 469 1789]
         Y | [ 479 1751] | [ 520 1751] | [ 479 1790] | [ 520 1789]
         3 | [ 653 1804] | [ 694 1803] | [ 656 1844] | [ 697 1845]
         Q | [ 726 1752] | [ 766 1753] | [ 730 1792] | [ 770 1792]
         4 | [ 606 1801] | [ 647 1803] | [ 605 1842] | [ 646 1844]
         B | [ 495 1659] | [ 534 1660] | [ 494 1696] | [ 534 1696]
         T | [ 532 1751] | [ 572 1755] | [ 528 1789] | [ 568 1793]
         N | [ 448 1657] | [ 487 1660] | [ 446 1695] | [ 485 1695]
         R | [ 580 1751] | [ 621 1755] | [ 578 1789] | [ 619 1793]
         9 | [ 352 1801] | [ 393 1803] | [ 348 1843] | [ 391 1843]
    DELETE | [ 123 1801] | [ 189 1801] | [ 117 1843] | [ 185 1843]
         0 | [ 302 1801] | [ 343 1804] | [ 296 1842] | [ 336 1845]
         - | [ 251 1801] | [ 292 1802] | [ 245 1843] | [ 286 1844]
         = | [ 199 1802] | [ 241 1803] | [ 194 1843] | [ 236 1843]
         ] | [ 183 1752] | [ 223 1754] | [ 176 1791] | [ 218 1792]
         [ | [ 233 1752] | [ 274 1754] | [ 228 1792] | [ 268 1793]
         \ | [ 133 1752] | [ 173 1753] | [ 126 1792] | [ 167 1792]
         P | [ 283 1751] | [ 323 1755] | [ 276 1790] | [ 316 1793]
    RETURN | [ 139 1658] | [ 217 1658] | [ 134 1695] | [ 213 1695]
         H | [ 466 1658] | [ 506 1657] | [ 466 1695] | [ 506 1695]
         G | [ 514 1657] | [ 553 1657] | [ 513 1695] | [ 555 1695]
         V | [ 540 1658] | [ 579 1658] | [ 541 1695] | [ 582 1695]
         ' | [ 224 1657] | [ 264 1658] | [ 218 1695] | [ 259 1697]
         J | [ 424 1657] | [ 464 1658] | [ 422 1696] | [ 461 1697]
         I | [ 372 1749] | [ 412 1754] | [ 368 1792] | [ 409 1794]
         E | [ 631 1754] | [ 675 1753] | [ 633 1792] | [ 674 1793]
 CAPS_LOCK | [ 759 1658] | [ 835 1658] | [ 766 1696] | [ 840 1696]
         O | [ 330 1751] | [ 370 1753] | [ 325 1791] | [ 366 1793]
     SHFT2 | [ 144 1660] | [ 243 1658] | [ 141 1694] | [ 242 1695]
         ; | [ 274 1656] | [ 314 1659] | [ 268 1693] | [ 309 1696]
         W | [ 677 1751] | [ 717 1754] | [ 677 1791] | [ 717 1793]
         F | [ 566 1656] | [ 606 1658] | [ 565 1695] | [ 605 1697]
         K | [ 365 1657] | [ 405 1658] | [ 361 1695] | [ 402 1697]
         M | [ 393 1656] | [ 432 1659] | [ 388 1694] | [ 429 1695]
         / | [ 254 1657] | [ 293 1659] | [ 249 1695] | [ 289 1696]
         L | [ 319 1656] | [ 359 1658] | [ 315 1695] | [ 355 1696]
    ARROWS | [ 200 1571] | [ 238 1574] | [ 193 1614] | [ 233 1614]
         A | [ 712 1657] | [ 753 1658] | [ 716 1696] | [ 756 1695]
         D | [ 614 1658] | [ 656 1658] | [ 617 1696] | [ 657 1696]
         C | [ 587 1658] | [ 627 1658] | [ 589 1696] | [ 628 1696]
         , | [ 344 1657] | [ 382 1659] | [ 339 1694] | [ 379 1696]
         . | [ 300 1656] | [ 339 1659] | [ 295 1694] | [ 335 1695]
      CMD2 | [ 331 1572] | [ 383 1571] | [ 329 1612] | [ 381 1613]
      ALT2 | [ 295 1571] | [ 334 1572] | [ 290 1612] | [ 330 1614]
         S | [ 662 1657] | [ 702 1657] | [ 664 1695] | [ 705 1695]
     SHFT1 | [ 732 1658] | [ 829 1659] | [ 737 1695] | [ 835 1695]
         Z | [ 686 1658] | [ 727 1658] | [ 690 1695] | [ 729 1695]
         X | [ 643 1658] | [ 682 1658] | [ 646 1696] | [ 685 1695]
     SPACE | [ 400 1575] | [ 623 1570] | [ 402 1610] | [ 630 1614]
        FN | [ 787 1621] | [ 825 1622] | [ 792 1663] | [ 830 1663]
      CTRL | [ 741 1572] | [ 780 1572] | [ 746 1613] | [ 784 1613]
      ALT1 | [ 698 1571] | [ 738 1573] | [ 700 1612] | [ 739 1614]
      CMD1 | [ 634 1572] | [ 687 1572] | [ 638 1613] | [ 689 1613]
