       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 864 1798] | [ 902 1797] | [ 870 1837] | [ 908 1835]
         1 | [ 815 1799] | [ 854 1797] | [ 820 1836] | [ 858 1837]
         2 | [ 767 1798] | [ 806 1797] | [ 771 1836] | [ 809 1836]
         3 | [ 719 1797] | [ 758 1797] | [ 721 1835] | [ 760 1836]
         4 | [ 671 1797] | [ 710 1797] | [ 673 1836] | [ 711 1836]
         5 | [ 624 1796] | [ 662 1798] | [ 623 1834] | [ 662 1836]
         6 | [ 574 1798] | [ 612 1796] | [ 576 1836] | [ 614 1835]
         7 | [ 528 1796] | [ 565 1796] | [ 526 1835] | [ 564 1836]
         8 | [ 479 1796] | [ 517 1796] | [ 477 1835] | [ 516 1835]
         9 | [ 431 1796] | [ 469 1796] | [ 428 1834] | [ 467 1835]
         0 | [ 382 1796] | [ 421 1796] | [ 380 1835] | [ 418 1835]
         - | [ 334 1796] | [ 373 1796] | [ 331 1834] | [ 369 1835]
         = | [ 287 1795] | [ 325 1796] | [ 282 1834] | [ 320 1835]
    DELETE | [ 213 1797] | [ 276 1795] | [ 210 1835] | [ 273 1834]
       TAB | [ 835 1751] | [ 896 1750] | [ 840 1788] | [ 902 1787]
         Q | [ 787 1752] | [ 825 1750] | [ 792 1788] | [ 829 1787]
         W | [ 740 1751] | [ 778 1750] | [ 744 1788] | [ 781 1788]
         Y | [ 550 1751] | [ 589 1750] | [ 551 1787] | [ 590 1786]
         U | [ 503 1750] | [ 542 1750] | [ 503 1787] | [ 541 1787]
         I | [ 457 1749] | [ 495 1751] | [ 454 1786] | [ 492 1787]
         P | [ 362 1749] | [ 400 1749] | [ 359 1786] | [ 396 1787]
         [ | [ 315 1749] | [ 353 1749] | [ 311 1786] | [ 350 1786]
         ] | [ 269 1748] | [ 306 1749] | [ 263 1785] | [ 302 1786]
         \ | [ 220 1749] | [ 259 1749] | [ 216 1786] | [ 254 1786]
 CAPS_LOCK | [ 819 1706] | [ 891 1705] | [ 823 1742] | [ 896 1741]
         A | [ 772 1706] | [ 809 1705] | [ 775 1741] | [ 813 1741]
         K | [ 447 1704] | [ 484 1705] | [ 445 1741] | [ 482 1741]
         ' | [ 309 1703] | [ 345 1704] | [ 304 1740] | [ 342 1740]
    RETURN | [ 225 1706] | [ 298 1703] | [ 223 1740] | [ 296 1739]
     SHFT2 | [ 230 1665] | [ 322 1659] | [ 230 1696] | [ 324 1693]
         O | [ 410 1749] | [ 448 1751] | [ 407 1787] | [ 445 1787]
         ; | [ 354 1704] | [ 391 1704] | [ 350 1739] | [ 389 1740]
         L | [ 401 1704] | [ 438 1705] | [ 398 1740] | [ 435 1741]
         R | [ 645 1751] | [ 683 1750] | [ 648 1788] | [ 685 1787]
         T | [ 598 1750] | [ 636 1750] | [ 600 1788] | [ 637 1787]
         F | [ 632 1706] | [ 670 1705] | [ 634 1741] | [ 671 1741]
         J | [ 494 1704] | [ 531 1706] | [ 491 1739] | [ 529 1741]
         / | [ 334 1661] | [ 372 1662] | [ 331 1695] | [ 368 1696]
         , | [ 425 1662] | [ 463 1661] | [ 424 1696] | [ 461 1696]
         H | [ 539 1705] | [ 577 1705] | [ 540 1741] | [ 577 1740]
         . | [ 380 1661] | [ 416 1660] | [ 378 1696] | [ 416 1694]
      CMD2 | [ 416 1615] | [ 464 1613] | [ 415 1653] | [ 463 1653]
         N | [ 516 1663] | [ 553 1661] | [ 516 1696] | [ 554 1696]
      ALT2 | [ 373 1613] | [ 409 1614] | [ 369 1652] | [ 405 1653]
    ARROWS | [ 284 1612] | [ 319 1613] | [ 279 1652] | [ 316 1652]
         E | [ 692 1752] | [ 730 1750] | [ 696 1788] | [ 733 1787]
     SHFT1 | [ 790 1666] | [ 883 1661] | [ 796 1697] | [ 890 1696]
         D | [ 679 1705] | [ 716 1705] | [ 681 1741] | [ 719 1740]
         S | [ 725 1706] | [ 762 1705] | [ 728 1741] | [ 766 1740]
        FN | [ 843 1615] | [ 880 1614] | [ 848 1653] | [ 884 1654]
         Z | [ 745 1663] | [ 782 1661] | [ 749 1697] | [ 786 1696]
      CTRL | [ 799 1614] | [ 836 1616] | [ 802 1653] | [ 838 1654]
         M | [ 470 1663] | [ 508 1661] | [ 470 1696] | [ 508 1695]
         X | [ 700 1662] | [ 736 1661] | [ 703 1697] | [ 739 1696]
         B | [ 562 1662] | [ 599 1661] | [ 564 1697] | [ 600 1696]
         G | [ 586 1705] | [ 623 1705] | [ 587 1741] | [ 624 1741]
      ALT1 | [ 753 1615] | [ 789 1614] | [ 757 1653] | [ 793 1653]
         C | [ 654 1662] | [ 690 1661] | [ 656 1697] | [ 693 1696]
      CMD1 | [ 697 1615] | [ 745 1614] | [ 699 1653] | [ 748 1653]
         V | [ 608 1662] | [ 644 1661] | [ 609 1696] | [ 646 1696]
     SPACE | [ 471 1618] | [ 684 1612] | [ 472 1653] | [ 691 1651]
