       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 782 1754] | [ 821 1754] | [ 786 1789] | [ 825 1789]
         1 | [ 736 1754] | [ 775 1754] | [ 740 1789] | [ 778 1789]
         5 | [ 554 1754] | [ 592 1754] | [ 554 1789] | [ 592 1789]
         6 | [ 508 1754] | [ 546 1754] | [ 508 1789] | [ 546 1789]
         7 | [ 462 1755] | [ 500 1754] | [ 461 1789] | [ 500 1788]
         9 | [ 372 1754] | [ 409 1754] | [ 368 1788] | [ 406 1789]
         0 | [ 326 1754] | [ 363 1754] | [ 322 1789] | [ 360 1789]
         - | [ 281 1754] | [ 318 1754] | [ 276 1789] | [ 314 1789]
         = | [ 235 1754] | [ 272 1754] | [ 230 1789] | [ 268 1789]
    DELETE | [ 166 1755] | [ 226 1754] | [ 160 1789] | [ 222 1789]
       TAB | [ 755 1713] | [ 814 1713] | [ 758 1747] | [ 819 1747]
         [ | [ 263 1714] | [ 300 1714] | [ 259 1748] | [ 295 1748]
         ] | [ 218 1714] | [ 255 1714] | [ 213 1747] | [ 251 1747]
         \ | [ 174 1714] | [ 211 1714] | [ 168 1747] | [ 206 1747]
    RETURN | [ 180 1677] | [ 250 1675] | [ 176 1708] | [ 246 1707]
         8 | [ 417 1754] | [ 454 1754] | [ 415 1789] | [ 453 1789]
         4 | [ 599 1754] | [ 637 1754] | [ 600 1789] | [ 639 1788]
         3 | [ 645 1754] | [ 682 1753] | [ 647 1789] | [ 685 1789]
         2 | [ 691 1754] | [ 728 1753] | [ 693 1789] | [ 732 1788]
         P | [ 307 1715] | [ 345 1714] | [ 305 1748] | [ 342 1747]
         I | [ 397 1714] | [ 434 1714] | [ 396 1748] | [ 433 1746]
         O | [ 352 1714] | [ 389 1714] | [ 350 1748] | [ 387 1747]
         Y | [ 486 1714] | [ 524 1714] | [ 485 1747] | [ 523 1747]
         U | [ 441 1715] | [ 479 1714] | [ 441 1748] | [ 478 1747]
         H | [ 476 1675] | [ 513 1675] | [ 475 1707] | [ 513 1707]
         G | [ 520 1675] | [ 557 1675] | [ 520 1707] | [ 557 1707]
         Q | [ 709 1714] | [ 748 1713] | [ 713 1747] | [ 751 1747]
         T | [ 531 1714] | [ 568 1713] | [ 531 1747] | [ 569 1746]
         W | [ 666 1714] | [ 704 1713] | [ 669 1748] | [ 707 1748]
         R | [ 576 1714] | [ 614 1713] | [ 577 1747] | [ 615 1747]
         E | [ 620 1715] | [ 657 1713] | [ 622 1748] | [ 660 1747]
         ' | [ 261 1677] | [ 294 1677] | [ 255 1704] | [ 286 1706]
         F | [ 564 1675] | [ 603 1675] | [ 564 1707] | [ 602 1707]
 CAPS_LOCK | [ 740 1673] | [ 809 1673] | [ 744 1707] | [ 814 1707]
         A | [ 695 1675] | [ 733 1674] | [ 698 1707] | [ 735 1707]
         S | [ 653 1675] | [ 691 1674] | [ 656 1707] | [ 693 1707]
         D | [ 603 1675] | [ 639 1673] | [ 603 1706] | [ 641 1707]
         J | [ 435 1674] | [ 472 1674] | [ 434 1707] | [ 471 1706]
         K | [ 388 1675] | [ 425 1674] | [ 386 1707] | [ 424 1706]
         ; | [ 303 1673] | [ 340 1675] | [ 298 1706] | [ 335 1707]
         C | [ 592 1637] | [ 628 1635] | [ 593 1667] | [ 631 1666]
         V | [ 544 1636] | [ 581 1635] | [ 544 1666] | [ 581 1666]
         B | [ 503 1636] | [ 540 1635] | [ 503 1666] | [ 540 1665]
         L | [ 347 1673] | [ 383 1674] | [ 343 1707] | [ 379 1707]
         N | [ 461 1635] | [ 497 1635] | [ 460 1667] | [ 497 1666]
     SHFT1 | [ 715 1638] | [ 800 1635] | [ 722 1665] | [ 807 1663]
         X | [ 629 1636] | [ 666 1634] | [ 631 1667] | [ 668 1666]
     SHFT2 | [ 191 1635] | [ 279 1636] | [ 182 1664] | [ 274 1667]
         Z | [ 675 1635] | [ 712 1635] | [ 678 1667] | [ 714 1666]
         M | [ 417 1636] | [ 454 1634] | [ 416 1666] | [ 453 1665]
         , | [ 372 1635] | [ 409 1634] | [ 370 1666] | [ 407 1666]
        FN | [ 764 1598] | [ 797 1596] | [ 771 1629] | [ 803 1628]
      CMD1 | [ 627 1595] | [ 674 1595] | [ 628 1630] | [ 674 1631]
         / | [ 283 1636] | [ 321 1635] | [ 280 1667] | [ 317 1666]
         . | [ 328 1635] | [ 365 1635] | [ 326 1667] | [ 362 1666]
      CTRL | [ 723 1595] | [ 759 1594] | [ 726 1630] | [ 763 1630]
      ALT1 | [ 685 1594] | [ 721 1595] | [ 687 1630] | [ 723 1630]
     SPACE | [ 421 1599] | [ 620 1595] | [ 422 1628] | [ 625 1626]
    ARROWS | [ 239 1594] | [ 274 1594] | [ 232 1630] | [ 268 1630]
      CMD2 | [ 366 1595] | [ 413 1595] | [ 363 1630] | [ 410 1630]
      ALT2 | [ 325 1594] | [ 361 1595] | [ 320 1630] | [ 356 1630]
