       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 795 1767] | [ 833 1766] | [ 800 1805] | [ 837 1804]
         1 | [ 748 1767] | [ 785 1766] | [ 751 1805] | [ 789 1805]
         2 | [ 702 1766] | [ 739 1768] | [ 703 1805] | [ 740 1806]
         3 | [ 653 1768] | [ 691 1767] | [ 656 1806] | [ 693 1806]
         4 | [ 606 1767] | [ 644 1768] | [ 606 1805] | [ 644 1806]
         5 | [ 557 1769] | [ 595 1767] | [ 559 1807] | [ 597 1806]
         6 | [ 510 1768] | [ 549 1769] | [ 510 1806] | [ 548 1807]
         7 | [ 463 1768] | [ 501 1768] | [ 462 1807] | [ 499 1808]
         8 | [ 414 1769] | [ 453 1768] | [ 413 1807] | [ 451 1808]
         9 | [ 366 1769] | [ 405 1769] | [ 364 1807] | [ 403 1808]
         0 | [ 319 1769] | [ 357 1769] | [ 316 1808] | [ 355 1808]
         - | [ 271 1769] | [ 309 1769] | [ 267 1808] | [ 306 1809]
         = | [ 223 1769] | [ 261 1770] | [ 218 1809] | [ 256 1810]
    DELETE | [ 150 1770] | [ 213 1770] | [ 145 1810] | [ 209 1809]
       TAB | [ 767 1720] | [ 827 1719] | [ 771 1757] | [ 832 1755]
         Q | [ 720 1721] | [ 758 1720] | [ 723 1757] | [ 761 1757]
         W | [ 674 1720] | [ 711 1720] | [ 677 1758] | [ 714 1757]
         Y | [ 487 1721] | [ 525 1722] | [ 486 1758] | [ 523 1759]
         U | [ 441 1720] | [ 478 1722] | [ 438 1758] | [ 476 1759]
         I | [ 393 1721] | [ 430 1721] | [ 390 1758] | [ 429 1759]
         O | [ 346 1721] | [ 383 1722] | [ 342 1758] | [ 380 1760]
         P | [ 298 1722] | [ 336 1722] | [ 295 1760] | [ 333 1760]
         [ | [ 251 1722] | [ 289 1723] | [ 247 1760] | [ 285 1760]
         ] | [ 202 1723] | [ 241 1722] | [ 199 1760] | [ 238 1760]
         \ | [ 155 1723] | [ 194 1723] | [ 151 1761] | [ 189 1761]
         ' | [ 243 1676] | [ 281 1675] | [ 239 1712] | [ 277 1713]
    RETURN | [ 159 1680] | [ 233 1676] | [ 157 1714] | [ 231 1712]
         H | [ 474 1677] | [ 512 1675] | [ 475 1712] | [ 513 1711]
         B | [ 499 1631] | [ 536 1632] | [ 498 1667] | [ 535 1667]
     SHFT2 | [ 167 1632] | [ 262 1632] | [ 162 1668] | [ 257 1668]
    ARROWS | [ 216 1584] | [ 249 1581] | [ 213 1624] | [ 252 1624]
         G | [ 520 1677] | [ 559 1674] | [ 522 1712] | [ 561 1711]
        FN | [ 791 1581] | [ 812 1582] | [ 785 1622] | [ 815 1622]
         T | [ 533 1721] | [ 570 1719] | [ 535 1759] | [ 572 1758]
 CAPS_LOCK | [ 750 1679] | [ 822 1674] | [ 756 1711] | [ 826 1710]
         R | [ 582 1721] | [ 620 1720] | [ 583 1758] | [ 621 1758]
         E | [ 626 1721] | [ 663 1720] | [ 629 1758] | [ 666 1757]
         J | [ 425 1675] | [ 464 1676] | [ 424 1711] | [ 461 1712]
         ; | [ 290 1676] | [ 328 1676] | [ 287 1711] | [ 324 1712]
         N | [ 459 1635] | [ 490 1636] | [ 462 1671] | [ 489 1670]
         A | [ 704 1677] | [ 742 1675] | [ 709 1711] | [ 745 1710]
         K | [ 381 1676] | [ 418 1676] | [ 379 1711] | [ 416 1712]
         S | [ 658 1676] | [ 696 1675] | [ 662 1711] | [ 698 1711]
         F | [ 565 1677] | [ 604 1676] | [ 568 1712] | [ 605 1711]
         L | [ 338 1675] | [ 375 1675] | [ 336 1711] | [ 373 1711]
         M | [ 407 1635] | [ 444 1634] | [ 407 1669] | [ 445 1668]
         / | [ 270 1633] | [ 307 1633] | [ 266 1667] | [ 303 1668]
         D | [ 614 1676] | [ 650 1676] | [ 616 1712] | [ 652 1711]
     SHFT1 | [ 726 1637] | [ 816 1632] | [ 732 1668] | [ 824 1666]
         , | [ 359 1633] | [ 395 1633] | [ 356 1667] | [ 393 1669]
         . | [ 314 1634] | [ 351 1633] | [ 313 1669] | [ 350 1667]
         V | [ 545 1633] | [ 582 1633] | [ 544 1668] | [ 580 1670]
      CMD2 | [ 351 1583] | [ 400 1582] | [ 351 1622] | [ 398 1621]
      ALT2 | [ 309 1582] | [ 345 1583] | [ 305 1622] | [ 342 1622]
         Z | [ 678 1633] | [ 714 1633] | [ 682 1668] | [ 717 1667]
         X | [ 632 1633] | [ 670 1634] | [ 635 1669] | [ 671 1668]
         C | [ 586 1633] | [ 622 1632] | [ 588 1668] | [ 624 1667]
      CTRL | [ 736 1582] | [ 770 1583] | [ 737 1620] | [ 773 1622]
      ALT1 | [ 694 1586] | [ 728 1585] | [ 693 1615] | [ 728 1618]
     SPACE | [ 410 1586] | [ 598 1579] | [ 413 1621] | [ 626 1620]
      CMD1 | [ 629 1582] | [ 675 1581] | [ 632 1622] | [ 679 1621]
