       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 847 1759] | [ 887 1759] | [ 852 1798] | [ 894 1798]
         1 | [ 796 1759] | [ 837 1759] | [ 800 1798] | [ 842 1798]
         2 | [ 744 1760] | [ 785 1758] | [ 750 1799] | [ 791 1798]
         3 | [ 694 1759] | [ 734 1758] | [ 698 1799] | [ 739 1798]
         4 | [ 642 1760] | [ 683 1758] | [ 645 1798] | [ 687 1798]
         5 | [ 591 1760] | [ 632 1758] | [ 594 1799] | [ 636 1797]
         6 | [ 540 1759] | [ 581 1758] | [ 541 1798] | [ 584 1797]
         7 | [ 488 1760] | [ 530 1758] | [ 490 1799] | [ 531 1798]
         8 | [ 437 1759] | [ 479 1758] | [ 438 1799] | [ 479 1798]
         9 | [ 385 1760] | [ 427 1758] | [ 385 1799] | [ 427 1798]
         0 | [ 333 1760] | [ 376 1758] | [ 333 1799] | [ 375 1797]
         - | [ 283 1758] | [ 325 1759] | [ 279 1798] | [ 322 1798]
         = | [ 232 1757] | [ 274 1759] | [ 226 1798] | [ 269 1798]
    DELETE | [ 152 1759] | [ 221 1758] | [ 148 1799] | [ 217 1797]
       TAB | [ 815 1712] | [ 879 1712] | [ 820 1750] | [ 886 1750]
         Q | [ 765 1712] | [ 805 1712] | [ 769 1750] | [ 810 1750]
         T | [ 564 1713] | [ 604 1711] | [ 566 1750] | [ 608 1749]
         Y | [ 514 1713] | [ 554 1711] | [ 515 1750] | [ 557 1749]
         U | [ 463 1713] | [ 504 1711] | [ 464 1750] | [ 505 1750]
         \ | [ 159 1712] | [ 201 1710] | [ 156 1750] | [ 198 1748]
         G | [ 551 1667] | [ 590 1666] | [ 553 1704] | [ 593 1703]
         H | [ 501 1668] | [ 541 1666] | [ 503 1704] | [ 543 1703]
         J | [ 451 1668] | [ 492 1666] | [ 452 1703] | [ 493 1703]
         ] | [ 212 1710] | [ 253 1712] | [ 206 1749] | [ 247 1750]
         [ | [ 263 1710] | [ 304 1712] | [ 257 1748] | [ 299 1750]
         V | [ 573 1625] | [ 613 1623] | [ 576 1659] | [ 616 1659]
         B | [ 526 1623] | [ 565 1623] | [ 527 1659] | [ 567 1658]
         N | [ 477 1623] | [ 517 1623] | [ 477 1659] | [ 517 1659]
    RETURN | [ 165 1667] | [ 244 1664] | [ 161 1702] | [ 242 1701]
         E | [ 664 1713] | [ 705 1711] | [ 667 1750] | [ 709 1749]
         R | [ 614 1713] | [ 654 1711] | [ 616 1750] | [ 658 1749]
         I | [ 412 1713] | [ 453 1711] | [ 412 1750] | [ 454 1749]
         O | [ 361 1712] | [ 403 1711] | [ 361 1750] | [ 402 1749]
         K | [ 402 1667] | [ 442 1665] | [ 401 1703] | [ 443 1702]
         M | [ 427 1624] | [ 468 1624] | [ 427 1660] | [ 468 1659]
         F | [ 599 1668] | [ 640 1666] | [ 603 1704] | [ 643 1702]
         W | [ 713 1714] | [ 753 1711] | [ 720 1750] | [ 759 1748]
         P | [ 312 1711] | [ 353 1711] | [ 310 1750] | [ 352 1749]
 CAPS_LOCK | [ 796 1669] | [ 869 1665] | [ 804 1704] | [ 879 1701]
         D | [ 650 1667] | [ 689 1665] | [ 655 1703] | [ 694 1701]
         ' | [ 256 1665] | [ 297 1666] | [ 251 1702] | [ 292 1703]
         ; | [ 302 1667] | [ 344 1666] | [ 301 1703] | [ 342 1702]
         L | [ 352 1666] | [ 392 1665] | [ 351 1703] | [ 392 1702]
     SHFT2 | [ 171 1626] | [ 271 1621] | [ 170 1659] | [ 272 1656]
         A | [ 748 1666] | [ 787 1666] | [ 752 1703] | [ 792 1703]
         S | [ 701 1666] | [ 740 1665] | [ 704 1703] | [ 745 1702]
         , | [ 375 1624] | [ 416 1622] | [ 376 1659] | [ 416 1657]
         / | [ 284 1624] | [ 325 1622] | [ 282 1658] | [ 324 1656]
    ARROWS | [ 229 1571] | [ 269 1573] | [ 223 1612] | [ 264 1613]
         C | [ 621 1624] | [ 661 1622] | [ 624 1658] | [ 665 1658]
         . | [ 330 1623] | [ 369 1621] | [ 329 1658] | [ 369 1658]
     SHFT1 | [ 764 1624] | [ 861 1622] | [ 771 1659] | [ 870 1658]
      CMD2 | [ 365 1579] | [ 418 1577] | [ 366 1618] | [ 419 1617]
        FN | [ 818 1577] | [ 857 1577] | [ 825 1617] | [ 864 1616]
     SPACE | [ 429 1579] | [ 654 1573] | [ 432 1616] | [ 662 1614]
      ALT2 | [ 320 1576] | [ 361 1576] | [ 318 1616] | [ 358 1616]
         Z | [ 718 1624] | [ 758 1622] | [ 724 1659] | [ 763 1658]
         X | [ 669 1624] | [ 709 1622] | [ 674 1659] | [ 714 1657]
      CTRL | [ 766 1578] | [ 808 1575] | [ 777 1616] | [ 815 1615]
      CMD1 | [ 667 1576] | [ 719 1575] | [ 672 1616] | [ 724 1614]
      ALT1 | [ 724 1576] | [ 763 1575] | [ 730 1616] | [ 769 1614]
