       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 802 1814] | [ 843 1814] | [ 807 1854] | [ 847 1855]
         1 | [ 753 1811] | [ 793 1813] | [ 755 1853] | [ 795 1854]
         2 | [ 703 1810] | [ 743 1812] | [ 703 1850] | [ 744 1853]
         5 | [ 551 1806] | [ 592 1808] | [ 550 1848] | [ 591 1849]
         6 | [ 501 1805] | [ 542 1808] | [ 499 1847] | [ 539 1848]
         7 | [ 450 1804] | [ 491 1806] | [ 447 1844] | [ 489 1846]
       TAB | [ 773 1764] | [ 838 1765] | [ 778 1804] | [ 842 1804]
         8 | [ 399 1803] | [ 440 1804] | [ 396 1844] | [ 438 1845]
         U | [ 427 1755] | [ 468 1757] | [ 425 1795] | [ 466 1795]
         Y | [ 476 1757] | [ 517 1757] | [ 476 1796] | [ 517 1795]
         3 | [ 651 1810] | [ 692 1810] | [ 654 1851] | [ 694 1851]
         4 | [ 600 1809] | [ 641 1808] | [ 603 1850] | [ 643 1850]
         B | [ 492 1665] | [ 531 1666] | [ 491 1702] | [ 532 1701]
         T | [ 528 1757] | [ 568 1760] | [ 525 1795] | [ 564 1799]
         Q | [ 723 1757] | [ 763 1758] | [ 727 1797] | [ 767 1797]
         N | [ 445 1663] | [ 484 1666] | [ 443 1701] | [ 482 1701]
         R | [ 574 1756] | [ 615 1760] | [ 572 1794] | [ 613 1798]
         9 | [ 349 1807] | [ 390 1809] | [ 345 1849] | [ 388 1849]
    DELETE | [ 120 1807] | [ 186 1807] | [ 114 1849] | [ 182 1849]
         0 | [ 299 1807] | [ 340 1810] | [ 293 1848] | [ 333 1851]
         - | [ 248 1807] | [ 289 1808] | [ 242 1849] | [ 283 1850]
         = | [ 196 1808] | [ 238 1809] | [ 191 1849] | [ 233 1849]
         ] | [ 180 1757] | [ 220 1759] | [ 173 1796] | [ 215 1797]
         [ | [ 230 1757] | [ 271 1759] | [ 225 1797] | [ 265 1798]
         \ | [ 130 1757] | [ 170 1758] | [ 123 1797] | [ 164 1797]
         P | [ 280 1756] | [ 320 1760] | [ 273 1795] | [ 313 1798]
    RETURN | [ 136 1664] | [ 214 1664] | [ 131 1701] | [ 210 1701]
         H | [ 463 1664] | [ 503 1663] | [ 463 1701] | [ 503 1701]
         G | [ 511 1663] | [ 550 1663] | [ 510 1701] | [ 552 1701]
         V | [ 537 1664] | [ 576 1664] | [ 538 1701] | [ 579 1701]
         ' | [ 221 1663] | [ 261 1664] | [ 215 1701] | [ 256 1703]
         J | [ 421 1663] | [ 461 1664] | [ 419 1702] | [ 458 1703]
         I | [ 369 1754] | [ 409 1759] | [ 365 1797] | [ 406 1799]
         E | [ 628 1759] | [ 672 1758] | [ 630 1797] | [ 671 1798]
 CAPS_LOCK | [ 756 1664] | [ 832 1664] | [ 763 1702] | [ 837 1702]
         O | [ 327 1756] | [ 367 1758] | [ 322 1796] | [ 363 1798]
     SHFT2 | [ 141 1666] | [ 240 1664] | [ 138 1700] | [ 239 1701]
         ; | [ 271 1662] | [ 311 1665] | [ 265 1699] | [ 306 1702]
         W | [ 674 1756] | [ 714 1759] | [ 674 1796] | [ 714 1798]
         F | [ 563 1662] | [ 603 1664] | [ 562 1701] | [ 602 1703]
         K | [ 362 1663] | [ 402 1664] | [ 358 1701] | [ 399 1703]
         M | [ 390 1662] | [ 429 1665] | [ 385 1700] | [ 426 1701]
         / | [ 251 1663] | [ 290 1665] | [ 246 1701] | [ 286 1702]
         L | [ 316 1662] | [ 356 1664] | [ 312 1701] | [ 352 1702]
    ARROWS | [ 197 1577] | [ 235 1580] | [ 190 1620] | [ 230 1620]
         A | [ 709 1663] | [ 750 1664] | [ 713 1702] | [ 753 1701]
         D | [ 610 1664] | [ 652 1664] | [ 613 1702] | [ 653 1702]
         C | [ 584 1664] | [ 624 1664] | [ 586 1702] | [ 625 1702]
         , | [ 341 1663] | [ 379 1665] | [ 336 1700] | [ 376 1702]
         . | [ 297 1662] | [ 336 1665] | [ 292 1700] | [ 332 1701]
      CMD2 | [ 328 1578] | [ 380 1577] | [ 326 1618] | [ 378 1619]
      ALT2 | [ 292 1577] | [ 331 1578] | [ 287 1618] | [ 327 1620]
         S | [ 659 1663] | [ 699 1663] | [ 661 1701] | [ 702 1701]
     SHFT1 | [ 729 1664] | [ 826 1665] | [ 734 1701] | [ 832 1701]
         Z | [ 683 1664] | [ 724 1664] | [ 687 1701] | [ 726 1701]
         X | [ 640 1664] | [ 679 1664] | [ 643 1702] | [ 682 1701]
     SPACE | [ 397 1581] | [ 620 1576] | [ 399 1616] | [ 627 1620]
        FN | [ 784 1627] | [ 822 1628] | [ 789 1669] | [ 827 1669]
      CTRL | [ 738 1578] | [ 777 1578] | [ 743 1619] | [ 781 1619]
      ALT1 | [ 695 1577] | [ 735 1579] | [ 697 1618] | [ 736 1620]
      CMD1 | [ 632 1578] | [ 685 1578] | [ 636 1619] | [ 687 1619]
