       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 848 1781] | [ 886 1781] | [ 852 1819] | [ 891 1818]
         1 | [ 800 1781] | [ 839 1781] | [ 803 1818] | [ 842 1818]
         2 | [ 753 1779] | [ 790 1780] | [ 755 1818] | [ 794 1817]
         3 | [ 704 1780] | [ 742 1779] | [ 706 1817] | [ 745 1817]
         4 | [ 656 1779] | [ 695 1779] | [ 659 1818] | [ 696 1817]
         5 | [ 609 1778] | [ 647 1778] | [ 609 1816] | [ 647 1817]
         6 | [ 562 1777] | [ 600 1779] | [ 560 1814] | [ 599 1816]
         7 | [ 513 1777] | [ 552 1778] | [ 512 1815] | [ 550 1816]
         8 | [ 466 1776] | [ 504 1777] | [ 463 1813] | [ 502 1815]
         9 | [ 418 1776] | [ 456 1776] | [ 415 1813] | [ 453 1815]
         0 | [ 371 1775] | [ 409 1776] | [ 367 1813] | [ 406 1814]
         - | [ 323 1775] | [ 361 1775] | [ 319 1813] | [ 358 1813]
         = | [ 276 1774] | [ 314 1775] | [ 271 1813] | [ 309 1813]
    DELETE | [ 203 1774] | [ 265 1774] | [ 199 1812] | [ 262 1811]
       TAB | [ 819 1735] | [ 881 1735] | [ 824 1772] | [ 885 1771]
         Q | [ 772 1735] | [ 810 1734] | [ 776 1771] | [ 813 1771]
         W | [ 725 1734] | [ 763 1734] | [ 728 1770] | [ 766 1769]
         Y | [ 539 1731] | [ 576 1732] | [ 537 1768] | [ 574 1769]
         U | [ 491 1731] | [ 528 1731] | [ 490 1768] | [ 529 1766]
         I | [ 445 1730] | [ 482 1731] | [ 442 1767] | [ 479 1768]
         P | [ 351 1729] | [ 389 1731] | [ 347 1765] | [ 385 1766]
         [ | [ 304 1729] | [ 341 1729] | [ 300 1765] | [ 337 1766]
         ] | [ 257 1728] | [ 295 1729] | [ 253 1765] | [ 291 1765]
         \ | [ 210 1728] | [ 248 1728] | [ 205 1764] | [ 244 1764]
 CAPS_LOCK | [ 803 1691] | [ 875 1690] | [ 808 1726] | [ 880 1725]
         A | [ 757 1691] | [ 795 1690] | [ 761 1725] | [ 798 1725]
         K | [ 435 1686] | [ 472 1686] | [ 433 1721] | [ 470 1722]
         ' | [ 298 1684] | [ 334 1685] | [ 293 1720] | [ 331 1720]
    RETURN | [ 215 1686] | [ 288 1684] | [ 212 1719] | [ 285 1718]
     SHFT2 | [ 220 1647] | [ 310 1640] | [ 220 1676] | [ 313 1674]
         O | [ 397 1730] | [ 435 1730] | [ 394 1766] | [ 432 1767]
         ; | [ 343 1685] | [ 380 1685] | [ 339 1720] | [ 377 1721]
         L | [ 390 1685] | [ 426 1686] | [ 386 1721] | [ 424 1721]
         R | [ 631 1733] | [ 670 1733] | [ 632 1769] | [ 671 1768]
         B | [ 550 1645] | [ 586 1644] | [ 550 1679] | [ 587 1679]
         T | [ 584 1733] | [ 622 1732] | [ 585 1769] | [ 623 1768]
         G | [ 574 1687] | [ 610 1688] | [ 572 1722] | [ 609 1724]
         F | [ 618 1689] | [ 656 1688] | [ 620 1724] | [ 657 1724]
         V | [ 595 1646] | [ 632 1645] | [ 596 1679] | [ 633 1679]
         J | [ 480 1687] | [ 518 1687] | [ 480 1722] | [ 517 1722]
         / | [ 325 1642] | [ 361 1643] | [ 320 1675] | [ 357 1677]
         , | [ 414 1643] | [ 451 1643] | [ 412 1677] | [ 450 1677]
         H | [ 528 1686] | [ 564 1687] | [ 526 1722] | [ 563 1723]
         . | [ 370 1642] | [ 406 1643] | [ 366 1676] | [ 403 1677]
      CMD2 | [ 406 1596] | [ 453 1596] | [ 404 1635] | [ 452 1634]
         N | [ 505 1644] | [ 541 1644] | [ 505 1679] | [ 541 1679]
      ALT2 | [ 363 1595] | [ 398 1596] | [ 359 1634] | [ 396 1634]
     SPACE | [ 460 1600] | [ 672 1597] | [ 462 1636] | [ 678 1636]
    ARROWS | [ 274 1594] | [ 309 1594] | [ 269 1633] | [ 304 1634]
         E | [ 678 1734] | [ 716 1733] | [ 681 1770] | [ 719 1768]
     SHFT1 | [ 776 1650] | [ 867 1646] | [ 780 1681] | [ 875 1681]
         D | [ 665 1689] | [ 702 1689] | [ 667 1724] | [ 704 1724]
         S | [ 711 1690] | [ 748 1689] | [ 714 1725] | [ 751 1724]
        FN | [ 829 1600] | [ 865 1600] | [ 834 1639] | [ 870 1639]
         Z | [ 731 1648] | [ 768 1646] | [ 735 1681] | [ 771 1680]
      CTRL | [ 786 1599] | [ 821 1600] | [ 787 1637] | [ 824 1639]
      ALT1 | [ 741 1599] | [ 777 1601] | [ 742 1637] | [ 779 1638]
         X | [ 686 1646] | [ 723 1646] | [ 688 1680] | [ 725 1680]
      CMD1 | [ 684 1599] | [ 731 1599] | [ 687 1638] | [ 734 1638]
         M | [ 460 1643] | [ 495 1643] | [ 458 1678] | [ 496 1677]
         C | [ 642 1645] | [ 678 1646] | [ 643 1680] | [ 679 1679]
