       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 830 1766] | [ 868 1765] | [ 835 1802] | [ 872 1803]
         1 | [ 783 1765] | [ 821 1764] | [ 787 1802] | [ 824 1802]
         2 | [ 737 1763] | [ 775 1765] | [ 738 1800] | [ 775 1802]
         3 | [ 689 1763] | [ 727 1763] | [ 692 1801] | [ 728 1801]
         4 | [ 642 1762] | [ 679 1762] | [ 644 1800] | [ 681 1799]
         5 | [ 596 1761] | [ 633 1762] | [ 595 1798] | [ 632 1800]
         6 | [ 549 1760] | [ 586 1761] | [ 547 1797] | [ 584 1799]
         7 | [ 501 1760] | [ 539 1761] | [ 499 1796] | [ 537 1798]
         8 | [ 453 1760] | [ 492 1760] | [ 452 1796] | [ 490 1797]
         9 | [ 406 1759] | [ 445 1760] | [ 404 1796] | [ 443 1796]
         0 | [ 360 1758] | [ 398 1759] | [ 356 1794] | [ 394 1796]
         - | [ 313 1757] | [ 351 1758] | [ 309 1794] | [ 347 1795]
         = | [ 267 1756] | [ 304 1757] | [ 262 1794] | [ 300 1794]
    DELETE | [ 195 1756] | [ 256 1756] | [ 191 1793] | [ 253 1792]
       TAB | [ 803 1720] | [ 864 1720] | [ 806 1755] | [ 867 1756]
         Q | [ 756 1720] | [ 794 1719] | [ 760 1755] | [ 796 1755]
         W | [ 710 1719] | [ 747 1718] | [ 712 1754] | [ 750 1754]
         E | [ 663 1719] | [ 701 1718] | [ 666 1754] | [ 703 1753]
         T | [ 572 1716] | [ 608 1716] | [ 572 1752] | [ 610 1751]
         Y | [ 526 1715] | [ 563 1717] | [ 524 1750] | [ 562 1752]
         U | [ 480 1714] | [ 517 1716] | [ 478 1751] | [ 515 1751]
         I | [ 433 1714] | [ 470 1714] | [ 431 1750] | [ 467 1751]
         P | [ 340 1713] | [ 378 1714] | [ 337 1748] | [ 374 1750]
         [ | [ 295 1712] | [ 332 1713] | [ 290 1747] | [ 327 1749]
         ] | [ 249 1711] | [ 285 1711] | [ 244 1747] | [ 281 1748]
         \ | [ 202 1711] | [ 239 1711] | [ 197 1746] | [ 234 1747]
 CAPS_LOCK | [ 788 1676] | [ 859 1676] | [ 792 1711] | [ 863 1710]
         A | [ 742 1676] | [ 779 1675] | [ 745 1710] | [ 782 1710]
         H | [ 514 1673] | [ 551 1672] | [ 515 1707] | [ 551 1707]
         J | [ 471 1670] | [ 506 1671] | [ 468 1706] | [ 505 1706]
         K | [ 425 1670] | [ 461 1671] | [ 422 1705] | [ 458 1706]
         ' | [ 287 1669] | [ 325 1669] | [ 284 1703] | [ 320 1704]
    RETURN | [ 207 1670] | [ 279 1668] | [ 204 1702] | [ 276 1702]
     SHFT2 | [ 213 1629] | [ 302 1625] | [ 212 1660] | [ 304 1659]
         O | [ 388 1713] | [ 424 1714] | [ 383 1748] | [ 421 1750]
         / | [ 315 1627] | [ 352 1628] | [ 311 1660] | [ 348 1661]
         ; | [ 334 1669] | [ 370 1670] | [ 330 1704] | [ 366 1705]
         L | [ 380 1669] | [ 416 1671] | [ 376 1705] | [ 413 1705]
    ARROWS | [ 265 1580] | [ 301 1580] | [ 260 1617] | [ 296 1619]
         S | [ 696 1675] | [ 734 1675] | [ 698 1709] | [ 736 1709]
         R | [ 617 1718] | [ 655 1717] | [ 619 1753] | [ 656 1753]
        FN | [ 813 1589] | [ 850 1588] | [ 817 1625] | [ 854 1625]
         X | [ 672 1633] | [ 708 1632] | [ 674 1666] | [ 710 1666]
         F | [ 605 1674] | [ 642 1673] | [ 607 1708] | [ 644 1707]
         Z | [ 717 1633] | [ 752 1632] | [ 720 1667] | [ 756 1666]
      ALT1 | [ 726 1586] | [ 762 1588] | [ 727 1623] | [ 764 1625]
         D | [ 651 1674] | [ 688 1674] | [ 653 1709] | [ 689 1709]
      CTRL | [ 770 1587] | [ 806 1588] | [ 772 1624] | [ 808 1626]
         C | [ 627 1632] | [ 663 1631] | [ 629 1665] | [ 665 1665]
     SHFT1 | [ 762 1634] | [ 854 1634] | [ 765 1667] | [ 858 1668]
      CMD1 | [ 670 1587] | [ 717 1586] | [ 673 1624] | [ 720 1623]
         V | [ 583 1631] | [ 619 1631] | [ 584 1665] | [ 620 1664]
         N | [ 494 1629] | [ 530 1630] | [ 494 1664] | [ 530 1662]
         M | [ 448 1630] | [ 485 1629] | [ 448 1663] | [ 484 1663]
         . | [ 359 1628] | [ 396 1628] | [ 356 1660] | [ 393 1662]
         G | [ 561 1672] | [ 596 1672] | [ 560 1707] | [ 598 1706]
         , | [ 405 1628] | [ 441 1629] | [ 402 1662] | [ 438 1663]
         B | [ 538 1630] | [ 574 1630] | [ 538 1664] | [ 575 1663]
      ALT2 | [ 354 1581] | [ 389 1583] | [ 349 1619] | [ 385 1620]
      CMD2 | [ 396 1583] | [ 443 1582] | [ 395 1621] | [ 442 1619]
     SPACE | [ 449 1590] | [ 659 1584] | [ 450 1621] | [ 664 1623]
