       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 808 1814] | [ 848 1815] | [ 813 1856] | [ 853 1855]
         1 | [ 757 1814] | [ 797 1813] | [ 761 1854] | [ 802 1854]
         2 | [ 708 1811] | [ 748 1813] | [ 709 1852] | [ 750 1854]
         5 | [ 556 1808] | [ 597 1809] | [ 555 1849] | [ 597 1850]
         6 | [ 506 1807] | [ 547 1809] | [ 504 1848] | [ 544 1850]
         7 | [ 456 1805] | [ 496 1807] | [ 453 1847] | [ 494 1848]
       TAB | [ 778 1766] | [ 843 1766] | [ 782 1804] | [ 848 1804]
         8 | [ 404 1805] | [ 446 1807] | [ 401 1845] | [ 443 1847]
         U | [ 433 1756] | [ 473 1759] | [ 430 1796] | [ 471 1797]
         3 | [ 657 1810] | [ 698 1812] | [ 657 1850] | [ 698 1853]
         Q | [ 729 1763] | [ 769 1764] | [ 732 1803] | [ 772 1804]
         Y | [ 482 1758] | [ 522 1759] | [ 480 1797] | [ 521 1798]
         B | [ 496 1668] | [ 535 1667] | [ 496 1704] | [ 536 1703]
         T | [ 533 1758] | [ 574 1762] | [ 530 1797] | [ 570 1800]
         4 | [ 607 1808] | [ 648 1810] | [ 606 1849] | [ 647 1851]
         N | [ 450 1665] | [ 489 1668] | [ 447 1702] | [ 486 1704]
         9 | [ 354 1808] | [ 395 1810] | [ 350 1850] | [ 393 1850]
    DELETE | [ 125 1808] | [ 191 1808] | [ 119 1850] | [ 187 1850]
         0 | [ 304 1808] | [ 345 1811] | [ 298 1849] | [ 338 1852]
         - | [ 253 1808] | [ 294 1809] | [ 247 1850] | [ 288 1851]
         = | [ 201 1809] | [ 243 1810] | [ 196 1850] | [ 238 1850]
         ] | [ 185 1760] | [ 225 1762] | [ 178 1799] | [ 220 1800]
         [ | [ 235 1760] | [ 276 1762] | [ 230 1800] | [ 270 1801]
         \ | [ 134 1760] | [ 174 1761] | [ 127 1800] | [ 168 1800]
         P | [ 285 1759] | [ 325 1763] | [ 278 1798] | [ 318 1801]
         R | [ 579 1762] | [ 621 1761] | [ 580 1800] | [ 623 1799]
    RETURN | [ 141 1666] | [ 219 1666] | [ 136 1703] | [ 215 1703]
         H | [ 468 1666] | [ 508 1665] | [ 468 1703] | [ 508 1703]
         G | [ 516 1665] | [ 555 1665] | [ 515 1703] | [ 557 1703]
         V | [ 542 1666] | [ 581 1666] | [ 543 1703] | [ 584 1703]
         ' | [ 227 1665] | [ 267 1666] | [ 221 1703] | [ 262 1705]
         J | [ 425 1665] | [ 465 1666] | [ 423 1704] | [ 462 1705]
         I | [ 374 1757] | [ 414 1762] | [ 370 1800] | [ 411 1802]
         E | [ 633 1762] | [ 677 1761] | [ 635 1800] | [ 676 1801]
 CAPS_LOCK | [ 761 1666] | [ 837 1666] | [ 768 1704] | [ 842 1704]
         O | [ 332 1759] | [ 372 1761] | [ 327 1799] | [ 368 1801]
     SHFT2 | [ 146 1668] | [ 245 1666] | [ 143 1702] | [ 244 1703]
         ; | [ 277 1664] | [ 317 1667] | [ 271 1701] | [ 312 1704]
         W | [ 681 1759] | [ 721 1762] | [ 681 1799] | [ 721 1801]
         F | [ 568 1664] | [ 608 1666] | [ 567 1703] | [ 607 1705]
         K | [ 368 1665] | [ 408 1666] | [ 364 1703] | [ 405 1705]
         M | [ 396 1664] | [ 435 1667] | [ 391 1702] | [ 432 1703]
         / | [ 257 1665] | [ 296 1667] | [ 252 1703] | [ 292 1704]
         L | [ 322 1664] | [ 362 1666] | [ 318 1703] | [ 358 1704]
    ARROWS | [ 203 1583] | [ 241 1586] | [ 196 1626] | [ 236 1626]
         A | [ 715 1665] | [ 756 1666] | [ 719 1704] | [ 759 1703]
         D | [ 614 1666] | [ 656 1666] | [ 617 1704] | [ 657 1704]
         C | [ 589 1666] | [ 629 1666] | [ 591 1704] | [ 630 1704]
         , | [ 348 1665] | [ 386 1667] | [ 343 1702] | [ 383 1704]
         . | [ 303 1664] | [ 342 1667] | [ 298 1702] | [ 338 1703]
      CMD2 | [ 332 1584] | [ 384 1583] | [ 330 1624] | [ 382 1625]
      ALT2 | [ 296 1583] | [ 335 1584] | [ 291 1624] | [ 331 1626]
         S | [ 666 1665] | [ 706 1665] | [ 668 1703] | [ 709 1703]
     SHFT1 | [ 734 1666] | [ 831 1667] | [ 739 1703] | [ 837 1703]
         Z | [ 689 1666] | [ 730 1666] | [ 693 1703] | [ 732 1703]
         X | [ 643 1666] | [ 682 1666] | [ 646 1704] | [ 685 1703]
     SPACE | [ 401 1587] | [ 624 1582] | [ 403 1622] | [ 631 1626]
        FN | [ 789 1628] | [ 827 1629] | [ 794 1670] | [ 832 1670]
      CTRL | [ 744 1584] | [ 783 1584] | [ 749 1625] | [ 787 1625]
      ALT1 | [ 701 1583] | [ 741 1585] | [ 703 1624] | [ 742 1626]
      CMD1 | [ 637 1584] | [ 690 1584] | [ 641 1625] | [ 692 1625]
