       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 806 1761] | [ 840 1760] | [ 810 1793] | [ 844 1791]
         1 | [ 764 1762] | [ 798 1761] | [ 768 1794] | [ 801 1793]
         5 | [ 597 1766] | [ 631 1765] | [ 599 1798] | [ 632 1797]
         6 | [ 556 1767] | [ 591 1767] | [ 556 1798] | [ 590 1798]
         7 | [ 516 1767] | [ 549 1767] | [ 514 1799] | [ 548 1799]
         8 | [ 473 1769] | [ 507 1768] | [ 473 1801] | [ 508 1798]
         - | [ 350 1771] | [ 384 1771] | [ 347 1803] | [ 381 1803]
         = | [ 309 1772] | [ 343 1772] | [ 306 1805] | [ 339 1804]
    DELETE | [ 249 1773] | [ 302 1773] | [ 243 1805] | [ 296 1806]
         U | [ 494 1731] | [ 528 1729] | [ 496 1762] | [ 529 1760]
         \ | [ 253 1736] | [ 286 1735] | [ 249 1767] | [ 281 1767]
         Y | [ 535 1730] | [ 568 1728] | [ 535 1760] | [ 570 1758]
         4 | [ 639 1765] | [ 673 1764] | [ 641 1797] | [ 675 1795]
         T | [ 576 1729] | [ 609 1727] | [ 578 1760] | [ 611 1758]
         G | [ 565 1693] | [ 599 1691] | [ 566 1722] | [ 600 1721]
         9 | [ 433 1769] | [ 467 1769] | [ 430 1800] | [ 465 1801]
         0 | [ 392 1770] | [ 426 1771] | [ 389 1803] | [ 423 1802]
         H | [ 527 1692] | [ 560 1693] | [ 525 1722] | [ 559 1722]
         I | [ 454 1732] | [ 488 1730] | [ 455 1763] | [ 488 1760]
         J | [ 485 1695] | [ 519 1693] | [ 486 1724] | [ 519 1723]
         O | [ 413 1733] | [ 447 1731] | [ 412 1763] | [ 447 1761]
         ] | [ 294 1729] | [ 327 1730] | [ 289 1761] | [ 322 1761]
         2 | [ 721 1767] | [ 754 1767] | [ 726 1801] | [ 759 1799]
         3 | [ 679 1769] | [ 713 1767] | [ 683 1801] | [ 716 1798]
         [ | [ 334 1730] | [ 367 1731] | [ 329 1760] | [ 361 1762]
         P | [ 373 1732] | [ 409 1729] | [ 373 1762] | [ 407 1759]
       TAB | [ 784 1731] | [ 835 1730] | [ 783 1761] | [ 838 1760]
         Q | [ 739 1731] | [ 772 1730] | [ 741 1762] | [ 776 1760]
         W | [ 700 1729] | [ 733 1730] | [ 700 1760] | [ 733 1761]
         R | [ 617 1731] | [ 651 1729] | [ 620 1762] | [ 653 1760]
         E | [ 658 1730] | [ 692 1729] | [ 661 1762] | [ 693 1761]
         F | [ 603 1697] | [ 637 1693] | [ 607 1725] | [ 640 1722]
         K | [ 449 1692] | [ 483 1692] | [ 448 1723] | [ 482 1721]
 CAPS_LOCK | [ 769 1693] | [ 833 1693] | [ 770 1721] | [ 833 1723]
         D | [ 647 1693] | [ 680 1691] | [ 649 1723] | [ 682 1722]
         B | [ 545 1656] | [ 578 1657] | [ 543 1685] | [ 577 1685]
         N | [ 508 1660] | [ 541 1661] | [ 507 1690] | [ 539 1690]
         V | [ 585 1655] | [ 619 1656] | [ 585 1685] | [ 617 1686]
         A | [ 724 1693] | [ 757 1691] | [ 727 1723] | [ 761 1721]
         S | [ 686 1692] | [ 719 1693] | [ 687 1723] | [ 720 1722]
         L | [ 410 1694] | [ 445 1692] | [ 410 1724] | [ 444 1721]
         ' | [ 326 1692] | [ 359 1691] | [ 323 1723] | [ 355 1723]
         C | [ 625 1656] | [ 656 1655] | [ 625 1686] | [ 657 1686]
         M | [ 472 1659] | [ 504 1655] | [ 474 1687] | [ 506 1683]
         ; | [ 369 1693] | [ 403 1692] | [ 368 1724] | [ 401 1722]
         X | [ 661 1657] | [ 695 1658] | [ 661 1686] | [ 695 1686]
         , | [ 429 1659] | [ 463 1656] | [ 429 1687] | [ 463 1684]
     SPACE | [ 476 1617] | [ 657 1618] | [ 465 1648] | [ 657 1648]
     SHFT1 | [ 745 1657] | [ 827 1656] | [ 745 1686] | [ 829 1685]
      CMD1 | [ 658 1612] | [ 701 1610] | [ 661 1645] | [ 704 1643]
         Z | [ 701 1659] | [ 733 1656] | [ 704 1687] | [ 737 1685]
      CTRL | [ 709 1616] | [ 823 1609] | [ 714 1647] | [ 826 1641]
      ALT1 | [ 707 1610] | [ 740 1607] | [ 712 1642] | [ 744 1640]
      CMD2 | [ 423 1611] | [ 466 1610] | [ 422 1644] | [ 465 1643]
        FN | [ 789 1612] | [ 822 1610] | [ 793 1644] | [ 826 1643]
      ALT2 | [ 390 1611] | [ 422 1611] | [ 387 1644] | [ 419 1644]
    ARROWS | [ 304 1624] | [ 338 1624] | [ 301 1657] | [ 333 1657]
         . | [ 393 1658] | [ 426 1656] | [ 393 1687] | [ 425 1685]
    RETURN | [ 265 1693] | [ 320 1693] | [ 251 1719] | [ 315 1723]
     SHFT2 | [ 262 1657] | [ 343 1656] | [ 263 1686] | [ 339 1686]
         / | [ 348 1658] | [ 381 1656] | [ 347 1687] | [ 380 1684]
