       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 780 1755] | [ 817 1755] | [ 784 1791] | [ 823 1790]
         1 | [ 734 1756] | [ 773 1756] | [ 738 1791] | [ 776 1791]
         5 | [ 551 1756] | [ 589 1756] | [ 551 1791] | [ 589 1791]
         6 | [ 505 1756] | [ 543 1756] | [ 505 1791] | [ 543 1791]
         7 | [ 459 1757] | [ 497 1756] | [ 458 1791] | [ 497 1790]
         9 | [ 369 1756] | [ 406 1756] | [ 365 1790] | [ 403 1791]
         0 | [ 323 1756] | [ 360 1756] | [ 319 1791] | [ 357 1791]
         - | [ 276 1757] | [ 314 1756] | [ 273 1791] | [ 311 1791]
         = | [ 232 1756] | [ 269 1756] | [ 226 1791] | [ 264 1791]
    DELETE | [ 162 1758] | [ 223 1756] | [ 157 1791] | [ 218 1791]
       TAB | [ 753 1715] | [ 813 1715] | [ 756 1749] | [ 817 1749]
         T | [ 528 1716] | [ 565 1715] | [ 528 1749] | [ 566 1749]
         [ | [ 259 1717] | [ 297 1716] | [ 256 1749] | [ 293 1749]
         ] | [ 215 1716] | [ 252 1716] | [ 210 1749] | [ 247 1749]
         \ | [ 170 1716] | [ 207 1716] | [ 165 1749] | [ 202 1749]
    RETURN | [ 177 1678] | [ 245 1676] | [ 172 1709] | [ 243 1708]
         8 | [ 413 1757] | [ 452 1756] | [ 412 1791] | [ 450 1791]
         Y | [ 482 1717] | [ 520 1715] | [ 483 1749] | [ 521 1748]
         4 | [ 597 1756] | [ 634 1755] | [ 598 1791] | [ 636 1791]
         3 | [ 642 1757] | [ 680 1755] | [ 644 1791] | [ 683 1790]
         2 | [ 688 1756] | [ 726 1755] | [ 691 1791] | [ 729 1791]
         R | [ 573 1716] | [ 610 1715] | [ 574 1749] | [ 612 1749]
         Q | [ 708 1715] | [ 746 1715] | [ 711 1749] | [ 749 1748]
         E | [ 618 1715] | [ 655 1714] | [ 619 1749] | [ 657 1749]
         W | [ 663 1715] | [ 701 1715] | [ 665 1749] | [ 703 1748]
         G | [ 517 1677] | [ 555 1677] | [ 517 1709] | [ 555 1708]
         I | [ 393 1716] | [ 431 1715] | [ 392 1749] | [ 430 1748]
         P | [ 304 1716] | [ 342 1715] | [ 301 1749] | [ 339 1748]
         O | [ 348 1717] | [ 387 1715] | [ 346 1749] | [ 384 1749]
         H | [ 473 1676] | [ 511 1677] | [ 476 1710] | [ 510 1709]
         U | [ 438 1715] | [ 476 1714] | [ 437 1748] | [ 475 1747]
         ' | [ 258 1679] | [ 291 1679] | [ 252 1706] | [ 283 1708]
         F | [ 562 1677] | [ 601 1677] | [ 562 1709] | [ 600 1709]
 CAPS_LOCK | [ 738 1675] | [ 807 1675] | [ 742 1709] | [ 812 1709]
         A | [ 693 1677] | [ 731 1676] | [ 696 1709] | [ 733 1709]
         S | [ 649 1677] | [ 687 1676] | [ 652 1709] | [ 689 1709]
         D | [ 601 1677] | [ 637 1675] | [ 601 1708] | [ 639 1709]
         J | [ 431 1676] | [ 468 1676] | [ 430 1709] | [ 467 1708]
         K | [ 385 1677] | [ 422 1676] | [ 383 1709] | [ 421 1708]
         ; | [ 300 1675] | [ 337 1677] | [ 295 1708] | [ 332 1709]
         C | [ 590 1638] | [ 626 1636] | [ 591 1668] | [ 629 1667]
         V | [ 540 1638] | [ 577 1637] | [ 540 1668] | [ 577 1668]
         B | [ 499 1638] | [ 536 1637] | [ 499 1668] | [ 536 1667]
         L | [ 344 1675] | [ 380 1676] | [ 340 1709] | [ 376 1709]
         N | [ 458 1637] | [ 494 1637] | [ 457 1669] | [ 494 1668]
     SHFT1 | [ 713 1640] | [ 798 1637] | [ 720 1667] | [ 805 1665]
         X | [ 624 1638] | [ 661 1636] | [ 626 1669] | [ 663 1668]
     SHFT2 | [ 187 1637] | [ 275 1638] | [ 178 1666] | [ 270 1669]
         Z | [ 672 1637] | [ 709 1637] | [ 675 1669] | [ 711 1668]
         M | [ 414 1638] | [ 451 1636] | [ 413 1668] | [ 450 1667]
         , | [ 368 1637] | [ 405 1636] | [ 366 1668] | [ 403 1668]
        FN | [ 762 1600] | [ 795 1598] | [ 769 1631] | [ 801 1630]
      CMD1 | [ 624 1597] | [ 671 1597] | [ 625 1632] | [ 671 1633]
         / | [ 280 1638] | [ 318 1637] | [ 277 1669] | [ 314 1668]
         . | [ 325 1637] | [ 362 1637] | [ 323 1669] | [ 359 1668]
      CTRL | [ 721 1597] | [ 757 1596] | [ 724 1632] | [ 761 1632]
      ALT1 | [ 682 1596] | [ 718 1597] | [ 684 1632] | [ 720 1632]
     SPACE | [ 417 1601] | [ 616 1597] | [ 418 1630] | [ 621 1628]
    ARROWS | [ 235 1596] | [ 270 1596] | [ 228 1632] | [ 264 1632]
      CMD2 | [ 361 1597] | [ 408 1597] | [ 358 1632] | [ 405 1632]
      ALT2 | [ 322 1596] | [ 358 1597] | [ 317 1632] | [ 353 1632]
