       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 912 1761] | [ 958 1761] | [ 918 1811] | [ 965 1809]
         1 | [ 858 1762] | [ 905 1762] | [ 863 1811] | [ 910 1810]
         2 | [ 805 1762] | [ 851 1762] | [ 809 1812] | [ 856 1810]
         3 | [ 750 1764] | [ 797 1763] | [ 755 1813] | [ 801 1811]
         4 | [ 697 1763] | [ 744 1764] | [ 699 1813] | [ 746 1813]
         5 | [ 642 1764] | [ 690 1764] | [ 644 1813] | [ 690 1814]
         6 | [ 589 1764] | [ 636 1765] | [ 589 1813] | [ 636 1814]
         7 | [ 534 1765] | [ 582 1765] | [ 534 1814] | [ 582 1814]
         8 | [ 480 1765] | [ 527 1765] | [ 479 1815] | [ 526 1815]
         9 | [ 425 1766] | [ 473 1766] | [ 424 1816] | [ 472 1815]
         0 | [ 371 1766] | [ 419 1767] | [ 368 1815] | [ 417 1816]
         - | [ 316 1767] | [ 364 1767] | [ 313 1816] | [ 361 1817]
         = | [ 262 1767] | [ 309 1767] | [ 258 1817] | [ 306 1817]
    DELETE | [ 178 1769] | [ 254 1767] | [ 175 1819] | [ 251 1817]
       TAB | [ 878 1708] | [ 951 1707] | [ 884 1755] | [ 957 1754]
         Q | [ 825 1709] | [ 871 1707] | [ 831 1756] | [ 877 1754]
         W | [ 772 1709] | [ 818 1708] | [ 777 1756] | [ 823 1755]
         E | [ 719 1710] | [ 765 1708] | [ 722 1756] | [ 769 1756]
         R | [ 667 1709] | [ 713 1709] | [ 669 1757] | [ 716 1755]
         T | [ 613 1710] | [ 659 1709] | [ 616 1758] | [ 662 1756]
         Y | [ 560 1710] | [ 607 1710] | [ 560 1757] | [ 607 1758]
         U | [ 506 1711] | [ 553 1710] | [ 508 1759] | [ 554 1758]
         I | [ 453 1711] | [ 501 1712] | [ 452 1758] | [ 499 1759]
         O | [ 400 1711] | [ 447 1712] | [ 398 1759] | [ 446 1759]
         P | [ 347 1711] | [ 393 1711] | [ 343 1759] | [ 390 1760]
         [ | [ 293 1712] | [ 340 1713] | [ 289 1760] | [ 337 1760]
         ] | [ 239 1712] | [ 286 1713] | [ 235 1761] | [ 282 1761]
         \ | [ 184 1713] | [ 232 1713] | [ 180 1761] | [ 227 1761]
 CAPS_LOCK | [ 858 1657] | [ 943 1654] | [ 864 1701] | [ 950 1699]
         A | [ 807 1656] | [ 852 1655] | [ 812 1702] | [ 857 1701]
         S | [ 755 1656] | [ 801 1656] | [ 759 1702] | [ 804 1702]
         D | [ 703 1656] | [ 749 1656] | [ 705 1702] | [ 752 1701]
         F | [ 650 1657] | [ 696 1656] | [ 653 1703] | [ 699 1702]
         G | [ 598 1657] | [ 643 1656] | [ 599 1703] | [ 646 1702]
         H | [ 546 1657] | [ 592 1657] | [ 546 1703] | [ 592 1704]
         J | [ 494 1657] | [ 540 1658] | [ 493 1704] | [ 539 1704]
         K | [ 441 1658] | [ 487 1658] | [ 439 1704] | [ 486 1705]
         L | [ 388 1658] | [ 435 1658] | [ 386 1704] | [ 433 1705]
         ; | [ 336 1658] | [ 382 1659] | [ 332 1704] | [ 379 1706]
         ' | [ 282 1659] | [ 329 1659] | [ 279 1706] | [ 326 1706]
    RETURN | [ 188 1662] | [ 276 1659] | [ 186 1707] | [ 273 1706]
     SHFT1 | [ 827 1605] | [ 935 1603] | [ 834 1650] | [ 942 1648]
         B | [ 570 1607] | [ 617 1606] | [ 572 1651] | [ 618 1650]
         N | [ 519 1606] | [ 565 1606] | [ 520 1652] | [ 566 1650]
         M | [ 468 1606] | [ 513 1606] | [ 466 1651] | [ 512 1652]
     SHFT2 | [ 196 1607] | [ 307 1609] | [ 190 1652] | [ 303 1653]
        FN | [ 884 1548] | [ 929 1548] | [ 890 1598] | [ 935 1597]
     SPACE | [ 473 1548] | [ 730 1548] | [ 465 1595] | [ 713 1600]
         Z | [ 776 1605] | [ 822 1605] | [ 781 1650] | [ 826 1649]
         / | [ 312 1606] | [ 359 1607] | [ 309 1651] | [ 355 1652]
      CTRL | [ 834 1548] | [ 879 1548] | [ 839 1598] | [ 884 1598]
         V | [ 622 1606] | [ 668 1604] | [ 625 1650] | [ 671 1649]
         , | [ 414 1609] | [ 460 1603] | [ 415 1650] | [ 461 1648]
         . | [ 363 1604] | [ 409 1606] | [ 360 1648] | [ 407 1650]
    ARROWS | [ 256 1553] | [ 293 1555] | [ 250 1595] | [ 287 1598]
         C | [ 673 1605] | [ 719 1605] | [ 675 1650] | [ 722 1649]
         X | [ 725 1606] | [ 771 1605] | [ 729 1650] | [ 775 1649]
      ALT1 | [ 784 1552] | [ 828 1546] | [ 788 1596] | [ 833 1596]
      CMD1 | [ 721 1548] | [ 779 1547] | [ 726 1598] | [ 784 1596]
      CMD2 | [ 404 1552] | [ 463 1546] | [ 403 1597] | [ 460 1597]
      ALT2 | [ 352 1547] | [ 398 1547] | [ 350 1598] | [ 395 1598]
