       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 804 1813] | [ 844 1814] | [ 809 1855] | [ 849 1855]
         1 | [ 753 1813] | [ 794 1813] | [ 757 1853] | [ 798 1853]
         2 | [ 704 1810] | [ 744 1812] | [ 705 1852] | [ 746 1853]
         5 | [ 552 1807] | [ 594 1810] | [ 551 1848] | [ 593 1849]
         6 | [ 502 1806] | [ 543 1808] | [ 500 1847] | [ 542 1848]
         7 | [ 451 1805] | [ 492 1806] | [ 449 1846] | [ 490 1847]
       TAB | [ 775 1764] | [ 839 1765] | [ 779 1804] | [ 844 1804]
         3 | [ 652 1809] | [ 693 1810] | [ 654 1851] | [ 696 1851]
         Q | [ 725 1763] | [ 766 1764] | [ 729 1803] | [ 769 1802]
         Y | [ 478 1757] | [ 519 1759] | [ 476 1796] | [ 518 1797]
         T | [ 528 1758] | [ 569 1759] | [ 527 1798] | [ 567 1799]
         4 | [ 603 1808] | [ 645 1810] | [ 603 1850] | [ 644 1851]
         8 | [ 402 1803] | [ 442 1806] | [ 398 1846] | [ 439 1846]
         U | [ 429 1756] | [ 469 1757] | [ 426 1795] | [ 466 1797]
         B | [ 493 1666] | [ 532 1666] | [ 492 1703] | [ 532 1703]
         N | [ 446 1664] | [ 485 1666] | [ 443 1700] | [ 483 1702]
         R | [ 578 1758] | [ 619 1762] | [ 576 1796] | [ 617 1800]
         9 | [ 350 1808] | [ 391 1810] | [ 346 1850] | [ 389 1850]
    DELETE | [ 121 1808] | [ 187 1808] | [ 115 1850] | [ 183 1850]
         0 | [ 300 1808] | [ 341 1811] | [ 294 1849] | [ 334 1852]
         - | [ 249 1808] | [ 290 1809] | [ 243 1850] | [ 284 1851]
         = | [ 197 1809] | [ 239 1810] | [ 192 1850] | [ 234 1850]
         ] | [ 181 1759] | [ 221 1761] | [ 174 1798] | [ 216 1799]
         [ | [ 231 1759] | [ 272 1761] | [ 226 1799] | [ 266 1800]
         \ | [ 131 1759] | [ 171 1760] | [ 124 1799] | [ 165 1799]
         P | [ 281 1758] | [ 321 1762] | [ 274 1797] | [ 314 1800]
    RETURN | [ 137 1665] | [ 215 1665] | [ 132 1702] | [ 211 1702]
         H | [ 464 1665] | [ 504 1664] | [ 464 1702] | [ 504 1702]
         G | [ 513 1664] | [ 552 1664] | [ 512 1702] | [ 554 1702]
         V | [ 539 1665] | [ 578 1665] | [ 540 1702] | [ 581 1702]
         ' | [ 222 1664] | [ 262 1665] | [ 216 1702] | [ 257 1704]
         J | [ 422 1664] | [ 462 1665] | [ 420 1703] | [ 459 1704]
         I | [ 370 1756] | [ 410 1761] | [ 366 1799] | [ 407 1801]
         E | [ 629 1761] | [ 673 1760] | [ 631 1799] | [ 672 1800]
 CAPS_LOCK | [ 758 1665] | [ 834 1665] | [ 765 1703] | [ 839 1703]
         O | [ 328 1758] | [ 368 1760] | [ 323 1798] | [ 364 1800]
     SHFT2 | [ 142 1667] | [ 241 1665] | [ 139 1701] | [ 240 1702]
         ; | [ 272 1663] | [ 312 1666] | [ 266 1700] | [ 307 1703]
         W | [ 678 1758] | [ 718 1761] | [ 678 1798] | [ 718 1800]
         F | [ 565 1663] | [ 605 1665] | [ 564 1702] | [ 604 1704]
         K | [ 363 1664] | [ 403 1665] | [ 359 1702] | [ 400 1704]
         M | [ 391 1663] | [ 430 1666] | [ 386 1701] | [ 427 1702]
         / | [ 252 1664] | [ 291 1666] | [ 247 1702] | [ 287 1703]
         L | [ 317 1663] | [ 357 1665] | [ 313 1702] | [ 353 1703]
    ARROWS | [ 198 1578] | [ 236 1581] | [ 191 1621] | [ 231 1621]
         A | [ 712 1664] | [ 753 1665] | [ 716 1703] | [ 756 1702]
         D | [ 613 1665] | [ 655 1665] | [ 616 1703] | [ 656 1703]
         C | [ 586 1665] | [ 626 1665] | [ 588 1703] | [ 627 1703]
         , | [ 342 1664] | [ 380 1666] | [ 337 1701] | [ 377 1703]
         . | [ 298 1663] | [ 337 1666] | [ 293 1701] | [ 333 1702]
      CMD2 | [ 329 1580] | [ 381 1579] | [ 327 1620] | [ 379 1621]
      ALT2 | [ 293 1579] | [ 332 1580] | [ 288 1620] | [ 328 1622]
         S | [ 663 1664] | [ 703 1664] | [ 665 1702] | [ 706 1702]
     SHFT1 | [ 731 1665] | [ 828 1666] | [ 736 1702] | [ 834 1702]
         Z | [ 686 1665] | [ 727 1665] | [ 690 1702] | [ 729 1702]
         X | [ 641 1665] | [ 680 1665] | [ 644 1703] | [ 683 1702]
     SPACE | [ 398 1583] | [ 621 1578] | [ 400 1618] | [ 628 1622]
        FN | [ 786 1627] | [ 824 1628] | [ 791 1669] | [ 829 1669]
      CTRL | [ 741 1580] | [ 780 1580] | [ 746 1621] | [ 784 1621]
      ALT1 | [ 698 1579] | [ 738 1581] | [ 700 1620] | [ 739 1622]
      CMD1 | [ 634 1580] | [ 687 1580] | [ 638 1621] | [ 689 1621]
