       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 952 1785] | [ 999 1784] | [ 958 1834] | [1006 1834]
         1 | [ 898 1783] | [ 944 1783] | [ 904 1834] | [ 951 1833]
         2 | [ 843 1783] | [ 890 1783] | [ 848 1833] | [ 896 1832]
         3 | [ 788 1784] | [ 835 1782] | [ 793 1833] | [ 840 1833]
         4 | [ 734 1782] | [ 782 1783] | [ 736 1831] | [ 784 1833]
         5 | [ 680 1781] | [ 727 1782] | [ 681 1832] | [ 729 1832]
         6 | [ 625 1781] | [ 673 1782] | [ 625 1831] | [ 673 1832]
         7 | [ 570 1780] | [ 618 1781] | [ 570 1831] | [ 618 1831]
         8 | [ 516 1779] | [ 563 1781] | [ 513 1829] | [ 562 1831]
         9 | [ 460 1779] | [ 508 1780] | [ 458 1830] | [ 507 1830]
         0 | [ 404 1779] | [ 452 1779] | [ 402 1829] | [ 451 1830]
         - | [ 350 1778] | [ 397 1779] | [ 346 1829] | [ 394 1830]
         = | [ 294 1778] | [ 342 1779] | [ 290 1829] | [ 339 1829]
    DELETE | [ 209 1779] | [ 286 1778] | [ 206 1829] | [ 283 1828]
       TAB | [ 918 1729] | [ 991 1728] | [ 923 1776] | [ 998 1776]
         Q | [ 864 1729] | [ 912 1728] | [ 870 1776] | [ 917 1776]
         W | [ 811 1728] | [ 859 1728] | [ 816 1776] | [ 862 1776]
         Y | [ 596 1725] | [ 644 1727] | [ 596 1773] | [ 642 1775]
         U | [ 543 1724] | [ 590 1726] | [ 541 1772] | [ 589 1774]
         I | [ 488 1724] | [ 536 1726] | [ 487 1773] | [ 534 1774]
         [ | [ 324 1723] | [ 373 1724] | [ 321 1770] | [ 369 1772]
         ] | [ 270 1722] | [ 318 1722] | [ 266 1770] | [ 315 1771]
         \ | [ 216 1721] | [ 264 1722] | [ 211 1770] | [ 259 1771]
 CAPS_LOCK | [ 898 1677] | [ 983 1674] | [ 904 1721] | [ 991 1720]
         T | [ 651 1725] | [ 698 1727] | [ 651 1773] | [ 698 1775]
         R | [ 703 1727] | [ 750 1726] | [ 707 1775] | [ 753 1775]
         H | [ 582 1671] | [ 629 1672] | [ 582 1718] | [ 628 1719]
         J | [ 528 1671] | [ 575 1671] | [ 529 1718] | [ 576 1717]
         N | [ 554 1619] | [ 601 1619] | [ 555 1665] | [ 602 1665]
         M | [ 504 1617] | [ 549 1619] | [ 501 1663] | [ 549 1664]
         A | [ 846 1674] | [ 892 1674] | [ 850 1720] | [ 897 1720]
         G | [ 636 1671] | [ 682 1673] | [ 636 1719] | [ 682 1720]
         B | [ 606 1621] | [ 652 1619] | [ 609 1666] | [ 654 1666]
         P | [ 379 1723] | [ 427 1724] | [ 377 1772] | [ 425 1772]
    RETURN | [ 220 1669] | [ 308 1668] | [ 217 1715] | [ 306 1715]
         K | [ 477 1669] | [ 522 1670] | [ 474 1717] | [ 521 1718]
         ' | [ 314 1669] | [ 362 1669] | [ 311 1715] | [ 358 1717]
         O | [ 434 1723] | [ 481 1724] | [ 431 1771] | [ 480 1773]
     SHFT2 | [ 225 1617] | [ 337 1615] | [ 224 1662] | [ 337 1660]
         ; | [ 368 1669] | [ 416 1670] | [ 365 1715] | [ 413 1717]
         L | [ 422 1669] | [ 469 1670] | [ 420 1716] | [ 466 1718]
         / | [ 345 1616] | [ 392 1617] | [ 342 1662] | [ 388 1663]
    ARROWS | [ 284 1558] | [ 330 1558] | [ 280 1610] | [ 325 1611]
         E | [ 759 1726] | [ 805 1727] | [ 760 1774] | [ 806 1776]
         S | [ 793 1674] | [ 839 1673] | [ 798 1721] | [ 843 1721]
     SHFT1 | [ 867 1623] | [ 975 1622] | [ 872 1668] | [ 983 1668]
         F | [ 688 1672] | [ 733 1672] | [ 691 1720] | [ 737 1719]
         Z | [ 815 1622] | [ 861 1622] | [ 820 1668] | [ 865 1667]
         D | [ 742 1672] | [ 787 1673] | [ 743 1719] | [ 789 1721]
        FN | [ 926 1565] | [ 970 1567] | [ 930 1616] | [ 976 1617]
         V | [ 659 1620] | [ 705 1620] | [ 661 1666] | [ 707 1666]
      ALT1 | [ 824 1564] | [ 869 1566] | [ 826 1614] | [ 872 1617]
      CTRL | [ 875 1565] | [ 920 1567] | [ 878 1615] | [ 924 1617]
         C | [ 711 1621] | [ 757 1621] | [ 715 1667] | [ 760 1666]
      CMD1 | [ 759 1564] | [ 816 1564] | [ 764 1616] | [ 821 1615]
         X | [ 763 1622] | [ 808 1621] | [ 767 1667] | [ 813 1666]
     SPACE | [ 504 1568] | [ 745 1566] | [ 509 1609] | [ 753 1609]
      CMD2 | [ 467 1563] | [ 498 1564] | [ 473 1616] | [ 497 1615]
         , | [ 464 1618] | [ 497 1620] | [ 463 1666] | [ 496 1665]
         . | [ 406 1618] | [ 451 1621] | [ 403 1665] | [ 449 1666]
      ALT2 | [ 400 1563] | [ 446 1563] | [ 398 1614] | [ 443 1614]
