       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 784 1757] | [ 822 1757] | [ 789 1793] | [ 826 1793]
         1 | [ 738 1757] | [ 776 1757] | [ 741 1792] | [ 780 1792]
         5 | [ 556 1757] | [ 593 1757] | [ 556 1792] | [ 594 1792]
         6 | [ 510 1758] | [ 548 1757] | [ 509 1792] | [ 548 1792]
         7 | [ 465 1757] | [ 502 1757] | [ 463 1792] | [ 502 1791]
         9 | [ 373 1758] | [ 411 1757] | [ 371 1792] | [ 409 1792]
         0 | [ 327 1759] | [ 365 1757] | [ 325 1792] | [ 363 1792]
         - | [ 283 1757] | [ 320 1757] | [ 278 1792] | [ 316 1792]
         = | [ 237 1757] | [ 275 1758] | [ 232 1792] | [ 270 1792]
    DELETE | [ 168 1759] | [ 229 1757] | [ 163 1792] | [ 224 1792]
       TAB | [ 756 1717] | [ 817 1717] | [ 761 1751] | [ 821 1750]
         [ | [ 265 1718] | [ 302 1717] | [ 262 1751] | [ 299 1750]
         ] | [ 220 1718] | [ 258 1717] | [ 217 1751] | [ 254 1750]
         \ | [ 177 1717] | [ 213 1717] | [ 171 1750] | [ 207 1751]
    RETURN | [ 183 1679] | [ 253 1678] | [ 179 1711] | [ 249 1709]
         8 | [ 419 1758] | [ 456 1757] | [ 417 1792] | [ 456 1791]
         4 | [ 601 1757] | [ 639 1757] | [ 602 1792] | [ 641 1792]
         3 | [ 647 1757] | [ 685 1757] | [ 648 1792] | [ 687 1792]
         2 | [ 692 1758] | [ 730 1757] | [ 695 1792] | [ 733 1792]
         P | [ 310 1717] | [ 347 1717] | [ 307 1751] | [ 344 1750]
         Y | [ 488 1717] | [ 526 1717] | [ 488 1751] | [ 526 1749]
         Q | [ 711 1717] | [ 749 1716] | [ 714 1750] | [ 753 1750]
         T | [ 533 1717] | [ 571 1717] | [ 534 1751] | [ 571 1750]
         I | [ 399 1717] | [ 436 1717] | [ 398 1751] | [ 435 1750]
         O | [ 355 1717] | [ 392 1717] | [ 353 1751] | [ 390 1749]
         U | [ 444 1717] | [ 481 1717] | [ 443 1751] | [ 480 1750]
         H | [ 479 1678] | [ 515 1678] | [ 478 1711] | [ 515 1710]
         J | [ 434 1679] | [ 471 1678] | [ 434 1711] | [ 471 1709]
         G | [ 522 1679] | [ 559 1678] | [ 523 1711] | [ 559 1710]
         W | [ 665 1717] | [ 702 1716] | [ 668 1751] | [ 706 1751]
         R | [ 579 1717] | [ 616 1717] | [ 580 1751] | [ 618 1750]
         E | [ 624 1720] | [ 656 1718] | [ 626 1749] | [ 659 1748]
         ' | [ 264 1681] | [ 295 1679] | [ 258 1709] | [ 290 1710]
         F | [ 567 1679] | [ 604 1678] | [ 567 1711] | [ 605 1710]
 CAPS_LOCK | [ 742 1677] | [ 811 1677] | [ 746 1711] | [ 816 1711]
         A | [ 696 1679] | [ 734 1678] | [ 699 1711] | [ 736 1711]
         S | [ 653 1679] | [ 691 1678] | [ 656 1711] | [ 693 1711]
         D | [ 604 1679] | [ 640 1677] | [ 604 1710] | [ 642 1711]
         K | [ 390 1679] | [ 427 1678] | [ 388 1711] | [ 426 1710]
         ; | [ 305 1677] | [ 342 1679] | [ 300 1710] | [ 337 1711]
         C | [ 593 1641] | [ 629 1639] | [ 594 1671] | [ 632 1670]
         V | [ 544 1641] | [ 581 1640] | [ 544 1671] | [ 581 1671]
         B | [ 506 1641] | [ 543 1640] | [ 506 1671] | [ 543 1670]
         L | [ 350 1677] | [ 386 1678] | [ 346 1711] | [ 382 1711]
         N | [ 463 1640] | [ 499 1640] | [ 462 1672] | [ 499 1671]
     SHFT1 | [ 717 1643] | [ 802 1640] | [ 724 1670] | [ 809 1668]
         X | [ 627 1641] | [ 664 1639] | [ 629 1672] | [ 666 1671]
     SHFT2 | [ 193 1640] | [ 281 1641] | [ 184 1669] | [ 276 1672]
         Z | [ 674 1640] | [ 711 1640] | [ 677 1672] | [ 713 1671]
         M | [ 418 1641] | [ 455 1639] | [ 417 1671] | [ 454 1670]
         , | [ 371 1640] | [ 408 1639] | [ 369 1671] | [ 406 1671]
        FN | [ 766 1601] | [ 799 1599] | [ 773 1632] | [ 805 1631]
      CMD1 | [ 626 1598] | [ 673 1598] | [ 627 1633] | [ 673 1634]
         / | [ 285 1641] | [ 323 1640] | [ 282 1672] | [ 319 1671]
         . | [ 330 1640] | [ 367 1640] | [ 328 1672] | [ 364 1671]
      CTRL | [ 724 1598] | [ 760 1597] | [ 727 1633] | [ 764 1633]
      ALT1 | [ 684 1597] | [ 720 1598] | [ 686 1633] | [ 722 1633]
     SPACE | [ 424 1602] | [ 623 1598] | [ 425 1631] | [ 628 1629]
    ARROWS | [ 241 1597] | [ 276 1597] | [ 234 1633] | [ 270 1633]
      CMD2 | [ 365 1598] | [ 412 1598] | [ 362 1633] | [ 409 1633]
      ALT2 | [ 326 1597] | [ 362 1598] | [ 321 1633] | [ 357 1633]
