       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 785 1757] | [ 822 1756] | [ 789 1792] | [ 827 1792]
         1 | [ 739 1757] | [ 776 1756] | [ 743 1792] | [ 781 1792]
         2 | [ 694 1756] | [ 732 1757] | [ 697 1792] | [ 734 1792]
         3 | [ 648 1757] | [ 685 1756] | [ 649 1791] | [ 688 1791]
         4 | [ 602 1757] | [ 639 1756] | [ 604 1792] | [ 641 1791]
         5 | [ 556 1757] | [ 594 1756] | [ 558 1792] | [ 595 1791]
         6 | [ 511 1757] | [ 548 1756] | [ 510 1791] | [ 549 1791]
         7 | [ 466 1756] | [ 502 1756] | [ 464 1791] | [ 503 1790]
         8 | [ 420 1757] | [ 457 1756] | [ 419 1792] | [ 456 1791]
         9 | [ 374 1757] | [ 411 1756] | [ 373 1792] | [ 410 1791]
         0 | [ 330 1756] | [ 366 1756] | [ 325 1790] | [ 363 1791]
         - | [ 284 1756] | [ 321 1756] | [ 279 1791] | [ 317 1791]
         = | [ 239 1756] | [ 276 1757] | [ 233 1791] | [ 271 1791]
    DELETE | [ 169 1758] | [ 230 1756] | [ 164 1791] | [ 226 1790]
       TAB | [ 758 1716] | [ 817 1716] | [ 761 1750] | [ 822 1750]
         Q | [ 713 1716] | [ 750 1716] | [ 716 1750] | [ 753 1750]
         W | [ 668 1716] | [ 706 1716] | [ 671 1750] | [ 708 1750]
         E | [ 624 1716] | [ 661 1716] | [ 625 1750] | [ 663 1749]
         R | [ 579 1716] | [ 616 1716] | [ 580 1750] | [ 617 1749]
         T | [ 534 1716] | [ 571 1716] | [ 535 1750] | [ 572 1749]
         Y | [ 489 1717] | [ 526 1716] | [ 489 1750] | [ 526 1750]
         U | [ 445 1716] | [ 482 1716] | [ 444 1750] | [ 481 1749]
         I | [ 400 1716] | [ 437 1716] | [ 399 1750] | [ 436 1748]
         O | [ 356 1716] | [ 393 1717] | [ 353 1750] | [ 389 1750]
         P | [ 311 1716] | [ 348 1716] | [ 307 1749] | [ 344 1750]
         [ | [ 266 1716] | [ 303 1716] | [ 262 1749] | [ 300 1749]
         ] | [ 222 1716] | [ 259 1716] | [ 217 1749] | [ 253 1750]
         \ | [ 178 1716] | [ 214 1716] | [ 172 1749] | [ 209 1749]
 CAPS_LOCK | [ 743 1677] | [ 812 1677] | [ 746 1710] | [ 816 1710]
         A | [ 699 1677] | [ 735 1677] | [ 702 1710] | [ 739 1709]
         S | [ 655 1677] | [ 692 1677] | [ 656 1709] | [ 694 1709]
         D | [ 611 1677] | [ 648 1677] | [ 613 1710] | [ 649 1709]
         F | [ 567 1677] | [ 604 1677] | [ 568 1710] | [ 605 1709]
         G | [ 523 1678] | [ 560 1677] | [ 524 1710] | [ 560 1709]
         H | [ 480 1677] | [ 516 1677] | [ 480 1710] | [ 516 1709]
         J | [ 436 1677] | [ 472 1677] | [ 435 1710] | [ 471 1709]
         K | [ 392 1678] | [ 428 1677] | [ 391 1710] | [ 427 1709]
         L | [ 349 1677] | [ 384 1677] | [ 346 1710] | [ 383 1708]
         ; | [ 305 1677] | [ 341 1677] | [ 301 1709] | [ 337 1710]
         ' | [ 261 1677] | [ 297 1677] | [ 258 1710] | [ 294 1709]
    RETURN | [ 184 1678] | [ 254 1677] | [ 179 1709] | [ 250 1708]
     SHFT1 | [ 717 1641] | [ 803 1638] | [ 722 1672] | [ 812 1671]
         Z | [ 674 1641] | [ 711 1640] | [ 676 1671] | [ 713 1671]
         X | [ 631 1641] | [ 668 1640] | [ 633 1671] | [ 669 1671]
         C | [ 588 1641] | [ 625 1640] | [ 589 1671] | [ 626 1671]
         V | [ 545 1640] | [ 582 1640] | [ 545 1671] | [ 582 1671]
         B | [ 502 1641] | [ 538 1640] | [ 502 1671] | [ 539 1670]
         N | [ 459 1641] | [ 495 1640] | [ 458 1671] | [ 495 1671]
         M | [ 416 1641] | [ 452 1640] | [ 415 1671] | [ 451 1671]
         , | [ 373 1641] | [ 409 1640] | [ 371 1671] | [ 408 1670]
         . | [ 330 1641] | [ 366 1640] | [ 328 1671] | [ 364 1671]
         / | [ 288 1640] | [ 324 1640] | [ 284 1671] | [ 321 1670]
     SHFT2 | [ 195 1639] | [ 281 1640] | [ 187 1671] | [ 277 1671]
        FN | [ 767 1599] | [ 802 1599] | [ 770 1634] | [ 807 1634]
      CTRL | [ 724 1600] | [ 760 1599] | [ 727 1634] | [ 764 1634]
      ALT1 | [ 682 1600] | [ 717 1599] | [ 685 1634] | [ 721 1634]
      CMD1 | [ 630 1599] | [ 675 1599] | [ 631 1634] | [ 678 1634]
     SPACE | [ 418 1603] | [ 620 1598] | [ 417 1634] | [ 625 1633]
      CMD2 | [ 367 1600] | [ 412 1599] | [ 364 1634] | [ 411 1633]
      ALT2 | [ 326 1599] | [ 360 1600] | [ 321 1634] | [ 357 1634]
    ARROWS | [ 241 1599] | [ 276 1599] | [ 236 1634] | [ 271 1634]
