       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 804 1769] | [ 841 1769] | [ 807 1808] | [ 845 1808]
         1 | [ 756 1770] | [ 793 1769] | [ 759 1808] | [ 798 1807]
         2 | [ 709 1770] | [ 745 1769] | [ 712 1809] | [ 749 1809]
         3 | [ 661 1771] | [ 699 1770] | [ 664 1809] | [ 701 1809]
         4 | [ 613 1772] | [ 651 1770] | [ 616 1810] | [ 654 1808]
         5 | [ 566 1771] | [ 603 1770] | [ 568 1810] | [ 606 1808]
         6 | [ 520 1770] | [ 557 1771] | [ 519 1810] | [ 556 1810]
         7 | [ 471 1771] | [ 510 1772] | [ 470 1809] | [ 508 1810]
         8 | [ 424 1771] | [ 462 1772] | [ 422 1810] | [ 460 1810]
         9 | [ 376 1771] | [ 414 1771] | [ 373 1810] | [ 411 1811]
         0 | [ 328 1771] | [ 366 1772] | [ 325 1811] | [ 363 1811]
         - | [ 279 1772] | [ 318 1772] | [ 276 1811] | [ 314 1811]
         = | [ 231 1772] | [ 270 1772] | [ 227 1811] | [ 265 1812]
    DELETE | [ 159 1772] | [ 222 1773] | [ 153 1811] | [ 217 1812]
       TAB | [ 775 1724] | [ 836 1723] | [ 780 1761] | [ 840 1760]
         Q | [ 728 1724] | [ 766 1723] | [ 732 1761] | [ 770 1759]
         W | [ 682 1724] | [ 719 1723] | [ 685 1761] | [ 722 1760]
         Y | [ 495 1724] | [ 533 1724] | [ 495 1762] | [ 533 1761]
         U | [ 448 1724] | [ 486 1724] | [ 447 1762] | [ 484 1762]
         I | [ 401 1724] | [ 439 1724] | [ 399 1761] | [ 437 1762]
         O | [ 354 1724] | [ 392 1725] | [ 351 1761] | [ 389 1762]
         P | [ 307 1724] | [ 345 1725] | [ 303 1762] | [ 342 1762]
         [ | [ 260 1724] | [ 297 1725] | [ 256 1763] | [ 293 1763]
         ] | [ 213 1724] | [ 250 1725] | [ 207 1762] | [ 246 1763]
         \ | [ 165 1725] | [ 203 1725] | [ 160 1763] | [ 198 1763]
         ' | [ 251 1679] | [ 290 1679] | [ 248 1715] | [ 285 1716]
    RETURN | [ 168 1682] | [ 241 1678] | [ 167 1717] | [ 240 1714]
         H | [ 484 1678] | [ 521 1679] | [ 483 1715] | [ 520 1715]
         T | [ 541 1725] | [ 578 1723] | [ 543 1762] | [ 580 1761]
         B | [ 506 1635] | [ 543 1634] | [ 507 1670] | [ 544 1669]
     SHFT2 | [ 177 1634] | [ 271 1635] | [ 171 1671] | [ 265 1671]
        FN | [ 794 1585] | [ 820 1586] | [ 787 1624] | [ 824 1625]
 CAPS_LOCK | [ 758 1680] | [ 829 1677] | [ 763 1714] | [ 835 1711]
         G | [ 529 1679] | [ 567 1678] | [ 530 1715] | [ 567 1715]
         R | [ 588 1725] | [ 627 1724] | [ 591 1762] | [ 628 1760]
         E | [ 635 1724] | [ 672 1723] | [ 637 1761] | [ 675 1760]
    ARROWS | [ 226 1585] | [ 257 1584] | [ 221 1625] | [ 261 1627]
         N | [ 469 1634] | [ 498 1634] | [ 472 1671] | [ 498 1670]
         J | [ 433 1678] | [ 472 1679] | [ 432 1714] | [ 469 1715]
         ; | [ 298 1679] | [ 336 1679] | [ 295 1714] | [ 332 1715]
         A | [ 712 1680] | [ 750 1678] | [ 717 1714] | [ 753 1713]
         K | [ 390 1679] | [ 427 1679] | [ 388 1714] | [ 425 1715]
         S | [ 667 1679] | [ 705 1678] | [ 671 1714] | [ 707 1714]
         F | [ 573 1680] | [ 612 1679] | [ 576 1715] | [ 613 1714]
         L | [ 347 1678] | [ 384 1678] | [ 345 1714] | [ 382 1714]
         M | [ 414 1633] | [ 451 1632] | [ 414 1667] | [ 452 1666]
         / | [ 278 1633] | [ 315 1633] | [ 274 1667] | [ 311 1668]
         D | [ 619 1679] | [ 655 1679] | [ 621 1715] | [ 657 1714]
     SHFT1 | [ 733 1637] | [ 823 1632] | [ 739 1668] | [ 831 1666]
         , | [ 368 1633] | [ 404 1633] | [ 365 1667] | [ 402 1669]
         . | [ 322 1634] | [ 359 1633] | [ 321 1669] | [ 358 1667]
         V | [ 554 1633] | [ 591 1633] | [ 553 1668] | [ 589 1670]
      CMD2 | [ 363 1584] | [ 412 1583] | [ 363 1623] | [ 410 1622]
      ALT2 | [ 318 1587] | [ 354 1588] | [ 314 1627] | [ 351 1627]
         Z | [ 687 1633] | [ 723 1633] | [ 691 1668] | [ 726 1667]
         X | [ 640 1633] | [ 678 1634] | [ 643 1669] | [ 679 1668]
         C | [ 594 1633] | [ 630 1632] | [ 596 1668] | [ 632 1667]
      CTRL | [ 741 1586] | [ 775 1587] | [ 742 1624] | [ 778 1626]
      ALT1 | [ 699 1590] | [ 733 1589] | [ 698 1619] | [ 733 1622]
     SPACE | [ 419 1590] | [ 607 1583] | [ 422 1625] | [ 635 1624]
      CMD1 | [ 637 1586] | [ 683 1585] | [ 640 1626] | [ 687 1625]
