       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 787 1756] | [ 825 1756] | [ 792 1792] | [ 829 1792]
         1 | [ 741 1756] | [ 779 1756] | [ 744 1791] | [ 783 1791]
         6 | [ 512 1757] | [ 550 1756] | [ 512 1791] | [ 550 1791]
         7 | [ 466 1757] | [ 504 1756] | [ 465 1791] | [ 504 1790]
         9 | [ 376 1756] | [ 413 1756] | [ 372 1791] | [ 410 1791]
         0 | [ 330 1756] | [ 367 1757] | [ 326 1791] | [ 363 1791]
         - | [ 285 1756] | [ 321 1756] | [ 280 1791] | [ 317 1791]
         = | [ 239 1756] | [ 275 1756] | [ 234 1791] | [ 271 1791]
    DELETE | [ 170 1757] | [ 230 1756] | [ 165 1791] | [ 225 1791]
       TAB | [ 759 1716] | [ 820 1716] | [ 764 1750] | [ 824 1749]
         [ | [ 267 1716] | [ 303 1716] | [ 263 1749] | [ 299 1749]
         ] | [ 222 1716] | [ 259 1716] | [ 217 1749] | [ 254 1749]
         \ | [ 178 1716] | [ 214 1716] | [ 172 1749] | [ 209 1749]
    RETURN | [ 184 1679] | [ 254 1677] | [ 181 1710] | [ 250 1708]
         8 | [ 421 1757] | [ 458 1756] | [ 419 1791] | [ 457 1791]
         3 | [ 649 1756] | [ 687 1756] | [ 651 1791] | [ 690 1791]
         2 | [ 695 1756] | [ 733 1756] | [ 698 1791] | [ 736 1791]
         P | [ 311 1716] | [ 348 1716] | [ 308 1749] | [ 345 1749]
         Y | [ 490 1717] | [ 528 1716] | [ 491 1750] | [ 527 1749]
         T | [ 535 1716] | [ 573 1716] | [ 535 1749] | [ 573 1749]
         I | [ 401 1716] | [ 438 1716] | [ 400 1750] | [ 436 1749]
         O | [ 356 1716] | [ 393 1716] | [ 353 1749] | [ 391 1749]
         U | [ 446 1716] | [ 483 1716] | [ 444 1749] | [ 482 1749]
         H | [ 481 1677] | [ 517 1677] | [ 480 1709] | [ 517 1709]
         G | [ 524 1678] | [ 561 1677] | [ 524 1709] | [ 561 1709]
         4 | [ 603 1757] | [ 642 1756] | [ 604 1791] | [ 643 1791]
         5 | [ 558 1756] | [ 596 1756] | [ 558 1791] | [ 597 1790]
         Q | [ 714 1716] | [ 752 1715] | [ 717 1749] | [ 755 1749]
         W | [ 670 1715] | [ 707 1715] | [ 672 1749] | [ 710 1749]
         R | [ 580 1716] | [ 617 1715] | [ 580 1749] | [ 618 1749]
         E | [ 625 1715] | [ 662 1715] | [ 626 1749] | [ 664 1749]
 CAPS_LOCK | [ 744 1676] | [ 812 1676] | [ 747 1709] | [ 818 1709]
         J | [ 436 1676] | [ 473 1676] | [ 436 1709] | [ 472 1708]
         ' | [ 265 1679] | [ 296 1677] | [ 259 1707] | [ 291 1708]
         F | [ 569 1677] | [ 606 1676] | [ 569 1709] | [ 607 1708]
         A | [ 699 1677] | [ 737 1676] | [ 702 1709] | [ 739 1709]
         S | [ 658 1677] | [ 696 1676] | [ 661 1709] | [ 698 1709]
         D | [ 606 1677] | [ 642 1675] | [ 606 1708] | [ 644 1709]
         K | [ 392 1677] | [ 429 1676] | [ 390 1709] | [ 428 1708]
         ; | [ 307 1675] | [ 344 1677] | [ 302 1708] | [ 339 1709]
         C | [ 595 1640] | [ 631 1638] | [ 596 1670] | [ 634 1669]
         V | [ 546 1640] | [ 583 1639] | [ 546 1670] | [ 583 1670]
         B | [ 508 1640] | [ 545 1639] | [ 508 1670] | [ 545 1669]
         L | [ 351 1675] | [ 387 1676] | [ 347 1709] | [ 383 1709]
         N | [ 465 1639] | [ 501 1639] | [ 464 1671] | [ 501 1670]
     SHFT1 | [ 719 1642] | [ 804 1639] | [ 726 1669] | [ 811 1667]
         X | [ 630 1640] | [ 667 1638] | [ 632 1671] | [ 669 1670]
     SHFT2 | [ 195 1639] | [ 283 1640] | [ 186 1668] | [ 278 1671]
         Z | [ 679 1639] | [ 716 1639] | [ 682 1671] | [ 718 1670]
         M | [ 420 1640] | [ 457 1638] | [ 419 1670] | [ 456 1669]
         , | [ 372 1639] | [ 409 1638] | [ 370 1670] | [ 407 1670]
        FN | [ 768 1599] | [ 801 1597] | [ 775 1630] | [ 807 1629]
      CMD1 | [ 629 1596] | [ 676 1596] | [ 630 1631] | [ 676 1632]
         / | [ 286 1640] | [ 324 1639] | [ 283 1671] | [ 320 1670]
         . | [ 332 1639] | [ 369 1639] | [ 330 1671] | [ 366 1670]
      CTRL | [ 726 1596] | [ 762 1595] | [ 729 1631] | [ 766 1631]
      ALT1 | [ 688 1595] | [ 724 1596] | [ 690 1631] | [ 726 1631]
     SPACE | [ 426 1600] | [ 625 1596] | [ 427 1629] | [ 630 1627]
    ARROWS | [ 243 1595] | [ 278 1595] | [ 236 1631] | [ 272 1631]
      CMD2 | [ 366 1596] | [ 413 1596] | [ 363 1631] | [ 410 1631]
      ALT2 | [ 328 1595] | [ 364 1596] | [ 323 1631] | [ 359 1631]
