       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 931 1781] | [ 978 1779] | [ 937 1829] | [ 984 1830]
         1 | [ 877 1780] | [ 925 1780] | [ 883 1830] | [ 930 1829]
         2 | [ 824 1779] | [ 871 1781] | [ 826 1828] | [ 874 1830]
         3 | [ 769 1780] | [ 816 1780] | [ 774 1831] | [ 820 1829]
         4 | [ 715 1780] | [ 762 1780] | [ 717 1830] | [ 763 1831]
         5 | [ 661 1780] | [ 708 1781] | [ 661 1829] | [ 709 1831]
         6 | [ 605 1781] | [ 653 1781] | [ 606 1830] | [ 654 1831]
         7 | [ 550 1781] | [ 598 1781] | [ 550 1830] | [ 599 1831]
         8 | [ 496 1781] | [ 544 1782] | [ 495 1831] | [ 542 1832]
         9 | [ 441 1781] | [ 489 1782] | [ 439 1831] | [ 487 1832]
         0 | [ 386 1781] | [ 434 1782] | [ 383 1831] | [ 432 1832]
         - | [ 331 1781] | [ 378 1781] | [ 327 1832] | [ 375 1833]
         = | [ 276 1781] | [ 324 1783] | [ 271 1832] | [ 319 1833]
    DELETE | [ 190 1784] | [ 266 1781] | [ 188 1834] | [ 264 1833]
       TAB | [ 898 1724] | [ 972 1726] | [ 901 1770] | [ 976 1773]
         Q | [ 844 1725] | [ 890 1724] | [ 848 1772] | [ 896 1772]
         W | [ 791 1725] | [ 838 1725] | [ 795 1773] | [ 842 1773]
         Y | [ 576 1726] | [ 623 1725] | [ 578 1774] | [ 625 1774]
         U | [ 523 1725] | [ 571 1727] | [ 522 1773] | [ 570 1774]
         I | [ 469 1725] | [ 517 1727] | [ 467 1773] | [ 514 1775]
         [ | [ 306 1726] | [ 354 1726] | [ 303 1775] | [ 351 1775]
         ] | [ 253 1725] | [ 300 1727] | [ 248 1775] | [ 296 1775]
         \ | [ 197 1726] | [ 245 1726] | [ 193 1776] | [ 241 1775]
 CAPS_LOCK | [ 877 1673] | [ 961 1670] | [ 885 1719] | [ 969 1717]
         T | [ 631 1725] | [ 678 1726] | [ 632 1774] | [ 678 1774]
         R | [ 684 1725] | [ 731 1725] | [ 686 1773] | [ 732 1774]
         H | [ 561 1673] | [ 608 1671] | [ 563 1719] | [ 611 1717]
         J | [ 508 1673] | [ 556 1672] | [ 509 1719] | [ 556 1719]
         N | [ 536 1619] | [ 582 1621] | [ 535 1665] | [ 581 1666]
         M | [ 482 1620] | [ 528 1619] | [ 483 1666] | [ 529 1666]
         A | [ 825 1672] | [ 871 1671] | [ 830 1718] | [ 877 1717]
         E | [ 737 1726] | [ 783 1724] | [ 742 1774] | [ 787 1773]
         G | [ 614 1673] | [ 662 1672] | [ 617 1719] | [ 663 1719]
         B | [ 586 1621] | [ 632 1619] | [ 589 1666] | [ 635 1665]
         P | [ 360 1726] | [ 408 1726] | [ 358 1774] | [ 405 1775]
    RETURN | [ 200 1676] | [ 288 1671] | [ 199 1720] | [ 287 1718]
         K | [ 456 1672] | [ 503 1672] | [ 455 1719] | [ 502 1719]
         ' | [ 296 1672] | [ 343 1672] | [ 292 1718] | [ 339 1720]
         O | [ 414 1726] | [ 463 1727] | [ 412 1773] | [ 460 1775]
     SHFT2 | [ 206 1622] | [ 318 1619] | [ 203 1666] | [ 318 1664]
         ; | [ 349 1672] | [ 397 1673] | [ 347 1719] | [ 393 1720]
         L | [ 404 1671] | [ 450 1673] | [ 401 1719] | [ 448 1719]
         / | [ 326 1620] | [ 372 1620] | [ 323 1666] | [ 369 1666]
    ARROWS | [ 265 1562] | [ 310 1562] | [ 260 1613] | [ 307 1614]
         F | [ 671 1677] | [ 711 1675] | [ 676 1715] | [ 713 1713]
     SHFT1 | [ 845 1628] | [ 954 1617] | [ 852 1664] | [ 962 1662]
         S | [ 775 1671] | [ 818 1670] | [ 776 1717] | [ 823 1717]
         Z | [ 798 1619] | [ 841 1620] | [ 799 1665] | [ 845 1665]
         V | [ 639 1620] | [ 685 1619] | [ 642 1666] | [ 688 1665]
     SPACE | [ 492 1565] | [ 732 1577] | [ 485 1606] | [ 731 1611]
        FN | [ 911 1565] | [ 947 1572] | [ 914 1610] | [ 950 1613]
         C | [ 690 1621] | [ 736 1619] | [ 694 1666] | [ 740 1666]
         D | [ 720 1674] | [ 771 1668] | [ 725 1720] | [ 771 1718]
      CMD2 | [ 447 1562] | [ 478 1563] | [ 453 1615] | [ 477 1614]
      ALT1 | [ 825 1558] | [ 846 1559] | [ 806 1610] | [ 851 1609]
      CTRL | [ 856 1562] | [ 902 1563] | [ 861 1612] | [ 906 1613]
         X | [ 744 1621] | [ 791 1620] | [ 748 1665] | [ 794 1665]
      CMD1 | [ 770 1558] | [ 796 1559] | [ 741 1609] | [ 800 1610]
         , | [ 444 1618] | [ 477 1620] | [ 443 1666] | [ 476 1665]
         . | [ 387 1618] | [ 432 1621] | [ 384 1665] | [ 430 1666]
      ALT2 | [ 381 1562] | [ 427 1562] | [ 379 1613] | [ 424 1613]
