       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 911 1762] | [ 957 1761] | [ 918 1811] | [ 964 1810]
         1 | [ 857 1762] | [ 905 1762] | [ 863 1811] | [ 909 1811]
         2 | [ 803 1763] | [ 849 1761] | [ 809 1812] | [ 855 1811]
         3 | [ 749 1764] | [ 796 1762] | [ 754 1812] | [ 800 1812]
         4 | [ 696 1763] | [ 743 1763] | [ 698 1812] | [ 744 1813]
         5 | [ 642 1763] | [ 689 1764] | [ 643 1812] | [ 690 1813]
         6 | [ 588 1764] | [ 635 1764] | [ 588 1812] | [ 636 1813]
         7 | [ 533 1765] | [ 580 1764] | [ 534 1814] | [ 581 1814]
         8 | [ 479 1765] | [ 527 1766] | [ 478 1814] | [ 526 1814]
         9 | [ 425 1765] | [ 472 1765] | [ 423 1815] | [ 471 1815]
         0 | [ 370 1766] | [ 418 1766] | [ 367 1814] | [ 416 1815]
         - | [ 316 1766] | [ 363 1766] | [ 312 1815] | [ 360 1816]
         = | [ 260 1767] | [ 309 1767] | [ 257 1816] | [ 306 1816]
    DELETE | [ 177 1769] | [ 254 1767] | [ 174 1818] | [ 251 1815]
       TAB | [ 878 1707] | [ 950 1707] | [ 884 1755] | [ 956 1754]
         Q | [ 825 1708] | [ 871 1707] | [ 830 1755] | [ 876 1755]
         W | [ 771 1709] | [ 817 1707] | [ 775 1755] | [ 822 1755]
         E | [ 718 1710] | [ 765 1708] | [ 722 1756] | [ 768 1756]
         R | [ 666 1709] | [ 711 1708] | [ 669 1757] | [ 715 1755]
         T | [ 613 1709] | [ 659 1709] | [ 614 1757] | [ 662 1755]
         Y | [ 559 1710] | [ 605 1709] | [ 561 1758] | [ 607 1757]
         U | [ 506 1710] | [ 553 1710] | [ 506 1758] | [ 552 1758]
         I | [ 453 1710] | [ 500 1711] | [ 451 1758] | [ 499 1758]
         O | [ 399 1711] | [ 446 1711] | [ 397 1758] | [ 444 1759]
         P | [ 345 1711] | [ 393 1712] | [ 342 1758] | [ 390 1759]
         [ | [ 292 1711] | [ 339 1712] | [ 288 1759] | [ 335 1760]
         ] | [ 239 1711] | [ 285 1712] | [ 234 1760] | [ 281 1760]
         \ | [ 184 1712] | [ 231 1712] | [ 179 1760] | [ 226 1761]
 CAPS_LOCK | [ 858 1656] | [ 943 1654] | [ 864 1701] | [ 949 1699]
         A | [ 806 1656] | [ 852 1655] | [ 811 1701] | [ 856 1701]
         S | [ 754 1656] | [ 799 1655] | [ 758 1702] | [ 804 1700]
         D | [ 702 1656] | [ 747 1655] | [ 704 1701] | [ 751 1702]
         F | [ 650 1656] | [ 696 1656] | [ 653 1703] | [ 698 1702]
         G | [ 597 1657] | [ 643 1656] | [ 599 1703] | [ 646 1701]
         H | [ 546 1656] | [ 592 1658] | [ 546 1704] | [ 592 1703]
         J | [ 493 1657] | [ 539 1657] | [ 492 1703] | [ 538 1704]
         K | [ 439 1659] | [ 486 1657] | [ 440 1705] | [ 487 1702]
         L | [ 387 1658] | [ 434 1658] | [ 386 1705] | [ 433 1704]
         ; | [ 335 1658] | [ 382 1659] | [ 332 1705] | [ 379 1705]
         ' | [ 282 1658] | [ 328 1658] | [ 278 1704] | [ 325 1705]
    RETURN | [ 187 1661] | [ 275 1658] | [ 185 1706] | [ 273 1704]
     SHFT1 | [ 827 1604] | [ 935 1603] | [ 832 1649] | [ 942 1647]
         X | [ 724 1605] | [ 769 1604] | [ 727 1649] | [ 773 1649]
         V | [ 621 1606] | [ 667 1605] | [ 625 1651] | [ 670 1649]
         B | [ 569 1607] | [ 615 1605] | [ 572 1651] | [ 617 1650]
         N | [ 518 1606] | [ 563 1605] | [ 519 1651] | [ 565 1650]
         M | [ 467 1606] | [ 513 1606] | [ 465 1650] | [ 511 1652]
         , | [ 416 1606] | [ 461 1607] | [ 413 1651] | [ 459 1652]
         . | [ 364 1606] | [ 410 1608] | [ 361 1652] | [ 407 1652]
         / | [ 311 1607] | [ 357 1607] | [ 308 1652] | [ 355 1652]
     SHFT2 | [ 192 1610] | [ 303 1606] | [ 190 1653] | [ 303 1651]
        FN | [ 885 1547] | [ 930 1550] | [ 889 1597] | [ 934 1598]
      CTRL | [ 835 1547] | [ 879 1549] | [ 838 1597] | [ 883 1598]
      ALT1 | [ 783 1548] | [ 828 1548] | [ 787 1598] | [ 831 1599]
      CMD1 | [ 719 1550] | [ 777 1548] | [ 723 1598] | [ 781 1599]
     SPACE | [ 465 1555] | [ 711 1547] | [ 468 1601] | [ 718 1598]
      CMD2 | [ 403 1550] | [ 461 1549] | [ 403 1601] | [ 460 1601]
      ALT2 | [ 354 1549] | [ 398 1550] | [ 350 1600] | [ 397 1600]
    ARROWS | [ 251 1550] | [ 296 1550] | [ 246 1600] | [ 291 1602]
         C | [ 672 1606] | [ 718 1604] | [ 676 1650] | [ 721 1649]
         Z | [ 775 1606] | [ 821 1604] | [ 779 1649] | [ 825 1649]
