       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 769 1761] | [ 808 1761] | [ 774 1797] | [ 812 1797]
         1 | [ 723 1761] | [ 761 1761] | [ 727 1797] | [ 765 1797]
         2 | [ 677 1762] | [ 715 1761] | [ 680 1797] | [ 718 1797]
         3 | [ 631 1762] | [ 669 1761] | [ 633 1797] | [ 672 1797]
         4 | [ 585 1763] | [ 624 1762] | [ 586 1797] | [ 625 1797]
         5 | [ 539 1763] | [ 577 1762] | [ 540 1797] | [ 579 1796]
         6 | [ 493 1763] | [ 531 1762] | [ 494 1798] | [ 532 1797]
         7 | [ 447 1763] | [ 485 1762] | [ 447 1798] | [ 485 1797]
         8 | [ 401 1764] | [ 440 1763] | [ 400 1798] | [ 438 1798]
         9 | [ 356 1763] | [ 394 1763] | [ 353 1798] | [ 392 1797]
         0 | [ 310 1763] | [ 348 1763] | [ 306 1798] | [ 345 1798]
         - | [ 265 1763] | [ 302 1763] | [ 260 1798] | [ 298 1798]
         = | [ 219 1763] | [ 256 1763] | [ 213 1798] | [ 252 1798]
    DELETE | [ 149 1764] | [ 210 1763] | [ 144 1799] | [ 206 1797]
       TAB | [ 742 1720] | [ 803 1721] | [ 746 1755] | [ 807 1754]
         Q | [ 696 1721] | [ 734 1720] | [ 700 1755] | [ 738 1754]
         R | [ 562 1722] | [ 599 1721] | [ 562 1755] | [ 601 1754]
         T | [ 517 1722] | [ 554 1721] | [ 517 1755] | [ 555 1755]
         Y | [ 472 1722] | [ 508 1721] | [ 472 1756] | [ 509 1755]
         U | [ 427 1722] | [ 464 1722] | [ 426 1756] | [ 463 1755]
         I | [ 381 1723] | [ 419 1722] | [ 380 1756] | [ 418 1755]
         O | [ 337 1722] | [ 375 1722] | [ 334 1756] | [ 372 1756]
         P | [ 291 1724] | [ 329 1722] | [ 288 1756] | [ 326 1756]
         [ | [ 248 1722] | [ 284 1722] | [ 242 1755] | [ 280 1756]
         ] | [ 203 1722] | [ 239 1722] | [ 197 1756] | [ 235 1756]
         \ | [ 157 1723] | [ 194 1722] | [ 151 1756] | [ 189 1756]
         H | [ 462 1683] | [ 498 1682] | [ 461 1715] | [ 499 1714]
         G | [ 506 1683] | [ 544 1683] | [ 506 1715] | [ 543 1715]
    RETURN | [ 163 1685] | [ 232 1681] | [ 159 1715] | [ 230 1714]
         W | [ 651 1721] | [ 689 1721] | [ 654 1756] | [ 691 1755]
         ' | [ 244 1685] | [ 278 1684] | [ 238 1712] | [ 271 1713]
         E | [ 611 1721] | [ 649 1722] | [ 611 1755] | [ 648 1756]
         F | [ 551 1683] | [ 590 1683] | [ 551 1715] | [ 589 1715]
 CAPS_LOCK | [ 728 1681] | [ 797 1681] | [ 732 1715] | [ 802 1715]
         A | [ 683 1683] | [ 721 1682] | [ 686 1715] | [ 723 1715]
         S | [ 639 1683] | [ 677 1682] | [ 642 1715] | [ 679 1715]
         D | [ 595 1683] | [ 631 1681] | [ 595 1714] | [ 633 1715]
         J | [ 418 1682] | [ 455 1682] | [ 417 1715] | [ 454 1714]
         K | [ 374 1683] | [ 411 1682] | [ 372 1715] | [ 410 1714]
         ; | [ 287 1681] | [ 324 1683] | [ 282 1714] | [ 319 1715]
         C | [ 574 1644] | [ 610 1642] | [ 575 1674] | [ 613 1673]
         V | [ 529 1644] | [ 566 1643] | [ 529 1674] | [ 566 1674]
         B | [ 485 1644] | [ 522 1643] | [ 485 1674] | [ 522 1673]
         L | [ 332 1681] | [ 368 1682] | [ 328 1715] | [ 364 1715]
         N | [ 443 1643] | [ 479 1643] | [ 442 1675] | [ 479 1674]
     SHFT1 | [ 703 1646] | [ 788 1643] | [ 710 1673] | [ 795 1671]
         X | [ 616 1644] | [ 653 1642] | [ 618 1675] | [ 655 1674]
     SHFT2 | [ 174 1643] | [ 262 1644] | [ 165 1672] | [ 257 1675]
         Z | [ 660 1643] | [ 697 1643] | [ 663 1675] | [ 699 1674]
         M | [ 400 1644] | [ 437 1642] | [ 399 1674] | [ 436 1673]
         , | [ 355 1643] | [ 392 1642] | [ 353 1674] | [ 390 1674]
        FN | [ 752 1605] | [ 785 1603] | [ 759 1636] | [ 791 1635]
      CMD1 | [ 616 1602] | [ 663 1602] | [ 617 1637] | [ 663 1638]
         / | [ 266 1644] | [ 304 1643] | [ 263 1675] | [ 300 1674]
         . | [ 312 1643] | [ 349 1643] | [ 310 1675] | [ 346 1674]
      CTRL | [ 708 1602] | [ 744 1601] | [ 711 1637] | [ 748 1637]
      ALT1 | [ 668 1601] | [ 704 1602] | [ 670 1637] | [ 706 1637]
     SPACE | [ 403 1606] | [ 602 1602] | [ 404 1635] | [ 607 1633]
    ARROWS | [ 223 1601] | [ 258 1601] | [ 216 1637] | [ 252 1637]
      CMD2 | [ 349 1602] | [ 396 1602] | [ 346 1637] | [ 393 1637]
      ALT2 | [ 307 1601] | [ 343 1602] | [ 302 1637] | [ 338 1637]
