       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 769 1752] | [ 806 1752] | [ 772 1788] | [ 811 1788]
         1 | [ 723 1753] | [ 760 1752] | [ 726 1788] | [ 765 1788]
         2 | [ 677 1753] | [ 714 1752] | [ 679 1788] | [ 718 1788]
         3 | [ 632 1753] | [ 670 1754] | [ 633 1788] | [ 671 1788]
         4 | [ 586 1753] | [ 623 1753] | [ 586 1788] | [ 625 1788]
         5 | [ 540 1754] | [ 578 1753] | [ 541 1789] | [ 579 1788]
         6 | [ 494 1754] | [ 531 1753] | [ 494 1789] | [ 532 1788]
         7 | [ 448 1754] | [ 487 1754] | [ 447 1789] | [ 486 1788]
         9 | [ 357 1754] | [ 395 1754] | [ 354 1789] | [ 393 1788]
         0 | [ 312 1754] | [ 349 1754] | [ 308 1789] | [ 346 1789]
         - | [ 266 1754] | [ 303 1754] | [ 261 1789] | [ 299 1789]
         = | [ 220 1754] | [ 258 1754] | [ 215 1789] | [ 253 1789]
    DELETE | [ 151 1755] | [ 212 1754] | [ 145 1789] | [ 207 1789]
       TAB | [ 741 1713] | [ 801 1712] | [ 745 1746] | [ 806 1746]
         Q | [ 697 1712] | [ 734 1712] | [ 699 1746] | [ 738 1745]
         R | [ 562 1713] | [ 600 1713] | [ 563 1747] | [ 601 1746]
         T | [ 517 1714] | [ 555 1713] | [ 517 1747] | [ 555 1747]
         Y | [ 472 1714] | [ 510 1713] | [ 472 1747] | [ 510 1746]
         [ | [ 248 1714] | [ 286 1714] | [ 244 1747] | [ 282 1747]
         ] | [ 204 1714] | [ 241 1714] | [ 199 1747] | [ 236 1747]
         \ | [ 160 1714] | [ 196 1714] | [ 153 1747] | [ 191 1747]
    RETURN | [ 165 1678] | [ 234 1674] | [ 161 1707] | [ 232 1706]
         W | [ 651 1713] | [ 689 1712] | [ 654 1746] | [ 692 1746]
         G | [ 507 1674] | [ 543 1674] | [ 507 1707] | [ 544 1706]
         E | [ 607 1713] | [ 645 1712] | [ 608 1746] | [ 646 1746]
         8 | [ 404 1756] | [ 437 1755] | [ 403 1786] | [ 437 1784]
         ' | [ 244 1674] | [ 281 1674] | [ 239 1707] | [ 275 1707]
         U | [ 428 1713] | [ 465 1712] | [ 426 1746] | [ 465 1745]
         H | [ 462 1675] | [ 499 1674] | [ 462 1707] | [ 499 1707]
         P | [ 295 1712] | [ 331 1712] | [ 290 1746] | [ 328 1746]
         O | [ 337 1713] | [ 375 1713] | [ 334 1747] | [ 371 1747]
         I | [ 384 1713] | [ 422 1712] | [ 383 1746] | [ 421 1745]
         F | [ 551 1675] | [ 590 1675] | [ 551 1707] | [ 589 1707]
 CAPS_LOCK | [ 727 1673] | [ 796 1673] | [ 731 1707] | [ 801 1707]
         A | [ 682 1675] | [ 720 1674] | [ 685 1707] | [ 722 1707]
         S | [ 640 1675] | [ 678 1674] | [ 643 1707] | [ 680 1707]
         D | [ 590 1675] | [ 626 1673] | [ 590 1706] | [ 628 1707]
         J | [ 420 1674] | [ 457 1674] | [ 419 1707] | [ 456 1706]
         K | [ 376 1675] | [ 413 1674] | [ 374 1707] | [ 412 1706]
         ; | [ 289 1673] | [ 326 1675] | [ 284 1706] | [ 321 1707]
         C | [ 577 1635] | [ 613 1633] | [ 578 1665] | [ 616 1664]
         V | [ 530 1635] | [ 567 1634] | [ 530 1665] | [ 567 1665]
         B | [ 486 1635] | [ 523 1634] | [ 486 1665] | [ 523 1664]
         L | [ 332 1673] | [ 368 1674] | [ 328 1707] | [ 364 1707]
         N | [ 443 1634] | [ 479 1634] | [ 442 1666] | [ 479 1665]
     SHFT1 | [ 702 1637] | [ 787 1634] | [ 709 1664] | [ 794 1662]
         X | [ 612 1635] | [ 649 1633] | [ 614 1666] | [ 651 1665]
     SHFT2 | [ 176 1634] | [ 264 1635] | [ 167 1663] | [ 259 1666]
         Z | [ 661 1634] | [ 698 1634] | [ 664 1666] | [ 700 1665]
         M | [ 401 1635] | [ 438 1633] | [ 400 1665] | [ 437 1664]
         , | [ 356 1634] | [ 393 1633] | [ 354 1665] | [ 391 1665]
        FN | [ 751 1597] | [ 784 1595] | [ 758 1628] | [ 790 1627]
      CMD1 | [ 612 1594] | [ 659 1594] | [ 613 1629] | [ 659 1630]
         / | [ 268 1635] | [ 306 1634] | [ 265 1666] | [ 302 1665]
         . | [ 313 1634] | [ 350 1634] | [ 311 1666] | [ 347 1665]
      CTRL | [ 707 1594] | [ 743 1593] | [ 710 1629] | [ 747 1629]
      ALT1 | [ 669 1593] | [ 705 1594] | [ 671 1629] | [ 707 1629]
     SPACE | [ 404 1598] | [ 603 1594] | [ 405 1627] | [ 608 1625]
    ARROWS | [ 225 1593] | [ 260 1593] | [ 218 1629] | [ 254 1629]
      CMD2 | [ 350 1594] | [ 397 1594] | [ 347 1629] | [ 394 1629]
      ALT2 | [ 309 1593] | [ 345 1594] | [ 304 1629] | [ 340 1629]
