       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 804 1811] | [ 845 1812] | [ 808 1852] | [ 849 1852]
         1 | [ 753 1811] | [ 795 1811] | [ 757 1851] | [ 798 1851]
         2 | [ 704 1808] | [ 744 1809] | [ 705 1849] | [ 745 1851]
         5 | [ 552 1805] | [ 594 1807] | [ 551 1845] | [ 593 1847]
         6 | [ 501 1804] | [ 543 1806] | [ 500 1845] | [ 541 1846]
         7 | [ 452 1802] | [ 492 1804] | [ 449 1844] | [ 490 1845]
       TAB | [ 775 1762] | [ 840 1763] | [ 778 1801] | [ 844 1801]
         Q | [ 725 1760] | [ 765 1761] | [ 728 1800] | [ 769 1800]
         8 | [ 401 1801] | [ 442 1804] | [ 397 1842] | [ 438 1844]
         U | [ 429 1753] | [ 469 1755] | [ 426 1793] | [ 466 1794]
         3 | [ 653 1807] | [ 695 1810] | [ 653 1847] | [ 694 1850]
         N | [ 446 1662] | [ 485 1664] | [ 444 1699] | [ 483 1700]
         Y | [ 478 1759] | [ 519 1760] | [ 476 1797] | [ 518 1799]
         B | [ 493 1663] | [ 533 1663] | [ 492 1699] | [ 533 1699]
         4 | [ 601 1806] | [ 643 1805] | [ 603 1847] | [ 644 1847]
         T | [ 529 1758] | [ 570 1759] | [ 528 1798] | [ 568 1799]
         R | [ 578 1757] | [ 619 1761] | [ 576 1795] | [ 617 1799]
         9 | [ 350 1805] | [ 391 1807] | [ 346 1847] | [ 389 1847]
    DELETE | [ 121 1805] | [ 187 1805] | [ 115 1847] | [ 183 1847]
         0 | [ 300 1805] | [ 341 1808] | [ 294 1846] | [ 334 1849]
         - | [ 249 1805] | [ 290 1806] | [ 243 1847] | [ 284 1848]
         = | [ 197 1806] | [ 239 1807] | [ 192 1847] | [ 234 1847]
         ] | [ 181 1758] | [ 221 1760] | [ 174 1797] | [ 216 1798]
         [ | [ 231 1758] | [ 272 1760] | [ 226 1798] | [ 266 1799]
         \ | [ 131 1758] | [ 171 1759] | [ 124 1798] | [ 165 1798]
         P | [ 281 1757] | [ 321 1761] | [ 274 1796] | [ 314 1799]
    RETURN | [ 137 1663] | [ 215 1663] | [ 132 1700] | [ 211 1700]
         H | [ 464 1663] | [ 504 1662] | [ 464 1700] | [ 504 1700]
         G | [ 513 1662] | [ 552 1662] | [ 512 1700] | [ 554 1700]
         V | [ 539 1663] | [ 578 1663] | [ 540 1700] | [ 581 1700]
         ' | [ 222 1662] | [ 262 1663] | [ 216 1700] | [ 257 1702]
         J | [ 422 1662] | [ 462 1663] | [ 420 1701] | [ 459 1702]
         I | [ 370 1755] | [ 410 1760] | [ 366 1798] | [ 407 1800]
         E | [ 629 1760] | [ 673 1759] | [ 631 1798] | [ 672 1799]
 CAPS_LOCK | [ 758 1663] | [ 834 1663] | [ 765 1701] | [ 839 1701]
         O | [ 328 1757] | [ 368 1759] | [ 323 1797] | [ 364 1799]
     SHFT2 | [ 142 1665] | [ 241 1663] | [ 139 1699] | [ 240 1700]
         ; | [ 272 1661] | [ 312 1664] | [ 266 1698] | [ 307 1701]
         W | [ 677 1757] | [ 717 1760] | [ 677 1797] | [ 717 1799]
         F | [ 565 1661] | [ 605 1663] | [ 564 1700] | [ 604 1702]
         K | [ 363 1662] | [ 403 1663] | [ 359 1700] | [ 400 1702]
         M | [ 391 1661] | [ 430 1664] | [ 386 1699] | [ 427 1700]
         / | [ 252 1662] | [ 291 1664] | [ 247 1700] | [ 287 1701]
         L | [ 317 1661] | [ 357 1663] | [ 313 1700] | [ 353 1701]
    ARROWS | [ 198 1576] | [ 236 1579] | [ 191 1619] | [ 231 1619]
         A | [ 711 1662] | [ 752 1663] | [ 715 1701] | [ 755 1700]
         D | [ 612 1663] | [ 654 1663] | [ 615 1701] | [ 655 1701]
         C | [ 586 1663] | [ 626 1663] | [ 588 1701] | [ 627 1701]
         , | [ 342 1662] | [ 380 1664] | [ 337 1699] | [ 377 1701]
         . | [ 298 1661] | [ 337 1664] | [ 293 1699] | [ 333 1700]
      CMD2 | [ 329 1578] | [ 381 1577] | [ 327 1618] | [ 379 1619]
      ALT2 | [ 293 1577] | [ 332 1578] | [ 288 1618] | [ 328 1620]
         S | [ 662 1662] | [ 702 1662] | [ 664 1700] | [ 705 1700]
     SHFT1 | [ 731 1663] | [ 828 1664] | [ 736 1700] | [ 834 1700]
         Z | [ 685 1663] | [ 726 1663] | [ 689 1700] | [ 728 1700]
         X | [ 640 1663] | [ 679 1663] | [ 643 1701] | [ 682 1700]
     SPACE | [ 398 1581] | [ 621 1576] | [ 400 1616] | [ 628 1620]
        FN | [ 786 1624] | [ 824 1625] | [ 791 1666] | [ 829 1666]
      CTRL | [ 740 1578] | [ 779 1578] | [ 745 1619] | [ 783 1619]
      ALT1 | [ 697 1577] | [ 737 1579] | [ 699 1618] | [ 738 1620]
      CMD1 | [ 632 1578] | [ 685 1578] | [ 636 1619] | [ 687 1619]
