       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 868 1803] | [ 908 1803] | [ 874 1842] | [ 911 1842]
         1 | [ 819 1803] | [ 858 1802] | [ 824 1841] | [ 862 1841]
         2 | [ 770 1803] | [ 810 1802] | [ 775 1841] | [ 814 1839]
         3 | [ 722 1802] | [ 761 1801] | [ 726 1841] | [ 765 1839]
         4 | [ 673 1803] | [ 712 1801] | [ 676 1840] | [ 715 1840]
         5 | [ 626 1801] | [ 666 1803] | [ 627 1840] | [ 664 1841]
         6 | [ 577 1801] | [ 617 1801] | [ 579 1840] | [ 617 1839]
         7 | [ 530 1800] | [ 568 1800] | [ 528 1839] | [ 567 1840]
         8 | [ 481 1800] | [ 520 1800] | [ 479 1838] | [ 519 1839]
         9 | [ 434 1799] | [ 472 1801] | [ 430 1838] | [ 470 1839]
         0 | [ 385 1799] | [ 424 1800] | [ 381 1837] | [ 421 1839]
         - | [ 337 1799] | [ 375 1799] | [ 333 1838] | [ 371 1839]
         = | [ 288 1799] | [ 327 1799] | [ 284 1837] | [ 322 1839]
    DELETE | [ 215 1800] | [ 278 1798] | [ 211 1838] | [ 276 1836]
       TAB | [ 839 1755] | [ 901 1755] | [ 844 1793] | [ 906 1792]
         Q | [ 791 1755] | [ 829 1755] | [ 794 1792] | [ 833 1792]
         W | [ 743 1755] | [ 781 1754] | [ 746 1792] | [ 785 1791]
         Y | [ 555 1753] | [ 592 1754] | [ 553 1790] | [ 591 1792]
         U | [ 507 1753] | [ 545 1754] | [ 505 1791] | [ 543 1791]
         I | [ 459 1753] | [ 497 1753] | [ 457 1790] | [ 495 1791]
         P | [ 365 1752] | [ 403 1754] | [ 361 1790] | [ 399 1791]
         [ | [ 317 1752] | [ 355 1753] | [ 313 1789] | [ 350 1791]
         ] | [ 270 1752] | [ 308 1752] | [ 265 1789] | [ 304 1790]
         \ | [ 222 1752] | [ 261 1753] | [ 218 1790] | [ 255 1790]
 CAPS_LOCK | [ 822 1710] | [ 893 1709] | [ 827 1746] | [ 900 1745]
         A | [ 775 1710] | [ 813 1709] | [ 780 1746] | [ 817 1745]
         K | [ 450 1707] | [ 487 1708] | [ 447 1744] | [ 484 1745]
         ' | [ 310 1707] | [ 348 1708] | [ 306 1743] | [ 343 1744]
    RETURN | [ 228 1707] | [ 300 1706] | [ 224 1743] | [ 297 1743]
     SHFT2 | [ 232 1667] | [ 325 1661] | [ 232 1699] | [ 326 1696]
         O | [ 411 1753] | [ 450 1753] | [ 409 1790] | [ 447 1791]
         ; | [ 356 1707] | [ 395 1708] | [ 353 1743] | [ 391 1744]
         R | [ 648 1755] | [ 686 1754] | [ 651 1792] | [ 688 1792]
         T | [ 600 1755] | [ 639 1754] | [ 601 1791] | [ 640 1791]
         F | [ 635 1710] | [ 673 1709] | [ 637 1745] | [ 675 1744]
         J | [ 495 1709] | [ 533 1708] | [ 496 1745] | [ 533 1744]
         / | [ 335 1665] | [ 374 1663] | [ 334 1699] | [ 372 1699]
         H | [ 543 1708] | [ 580 1709] | [ 541 1743] | [ 579 1745]
         N | [ 519 1665] | [ 556 1664] | [ 520 1700] | [ 557 1699]
         E | [ 696 1755] | [ 734 1754] | [ 699 1792] | [ 737 1791]
     SHFT1 | [ 795 1666] | [ 890 1666] | [ 799 1701] | [ 894 1701]
         D | [ 682 1710] | [ 719 1709] | [ 684 1745] | [ 722 1744]
         S | [ 729 1710] | [ 766 1709] | [ 731 1745] | [ 769 1745]
        FN | [ 848 1618] | [ 884 1618] | [ 851 1656] | [ 887 1658]
         Z | [ 749 1666] | [ 785 1665] | [ 752 1701] | [ 789 1700]
      CTRL | [ 802 1618] | [ 838 1618] | [ 807 1658] | [ 843 1656]
         M | [ 474 1664] | [ 511 1665] | [ 472 1698] | [ 509 1700]
         X | [ 703 1666] | [ 739 1665] | [ 706 1701] | [ 742 1701]
         B | [ 565 1666] | [ 601 1664] | [ 566 1700] | [ 603 1700]
         G | [ 588 1710] | [ 627 1709] | [ 590 1745] | [ 627 1745]
      ALT1 | [ 756 1619] | [ 793 1618] | [ 760 1657] | [ 797 1657]
         C | [ 657 1666] | [ 695 1666] | [ 659 1700] | [ 696 1700]
      CMD1 | [ 700 1618] | [ 747 1617] | [ 703 1657] | [ 751 1657]
         V | [ 611 1665] | [ 648 1665] | [ 612 1700] | [ 650 1699]
     SPACE | [ 473 1624] | [ 688 1616] | [ 476 1657] | [ 694 1657]
      CMD2 | [ 433 1616] | [ 467 1616] | [ 436 1656] | [ 465 1656]
         , | [ 432 1664] | [ 466 1665] | [ 435 1700] | [ 463 1700]
         L | [ 401 1711] | [ 440 1708] | [ 400 1743] | [ 437 1744]
    ARROWS | [ 284 1615] | [ 322 1631] | [ 281 1650] | [ 319 1651]
         . | [ 382 1664] | [ 419 1665] | [ 379 1698] | [ 416 1700]
      ALT2 | [ 382 1616] | [ 418 1616] | [ 379 1656] | [ 414 1657]
