       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 845 1792] | [ 885 1792] | [ 851 1832] | [ 892 1832]
         1 | [ 794 1792] | [ 835 1792] | [ 798 1831] | [ 841 1831]
         4 | [ 641 1792] | [ 682 1791] | [ 645 1832] | [ 686 1830]
         5 | [ 590 1791] | [ 631 1791] | [ 591 1831] | [ 634 1830]
         6 | [ 538 1792] | [ 579 1790] | [ 540 1831] | [ 582 1831]
         7 | [ 487 1792] | [ 528 1790] | [ 488 1831] | [ 530 1830]
         8 | [ 437 1790] | [ 479 1792] | [ 434 1829] | [ 477 1831]
         9 | [ 385 1790] | [ 427 1791] | [ 382 1829] | [ 424 1831]
         0 | [ 334 1790] | [ 376 1791] | [ 330 1830] | [ 372 1831]
         - | [ 283 1789] | [ 324 1791] | [ 277 1829] | [ 319 1831]
         = | [ 231 1789] | [ 273 1791] | [ 225 1830] | [ 268 1830]
    DELETE | [ 150 1792] | [ 219 1789] | [ 147 1831] | [ 216 1829]
       TAB | [ 813 1745] | [ 879 1746] | [ 818 1783] | [ 884 1783]
         T | [ 563 1744] | [ 604 1744] | [ 564 1782] | [ 606 1782]
         Y | [ 512 1745] | [ 553 1743] | [ 514 1782] | [ 555 1781]
         U | [ 462 1744] | [ 503 1743] | [ 463 1782] | [ 504 1781]
         \ | [ 159 1742] | [ 201 1742] | [ 153 1780] | [ 195 1781]
         ] | [ 210 1742] | [ 252 1743] | [ 205 1780] | [ 247 1781]
    RETURN | [ 164 1700] | [ 242 1695] | [ 162 1734] | [ 242 1731]
         2 | [ 743 1792] | [ 783 1791] | [ 748 1832] | [ 789 1831]
         3 | [ 692 1792] | [ 733 1791] | [ 695 1831] | [ 737 1831]
         Q | [ 763 1745] | [ 804 1745] | [ 768 1783] | [ 808 1783]
         [ | [ 260 1743] | [ 303 1743] | [ 257 1781] | [ 299 1781]
         P | [ 312 1742] | [ 353 1743] | [ 308 1780] | [ 350 1781]
         H | [ 500 1699] | [ 539 1697] | [ 500 1735] | [ 542 1734]
 CAPS_LOCK | [ 794 1700] | [ 869 1699] | [ 801 1737] | [ 877 1735]
         W | [ 713 1745] | [ 753 1744] | [ 717 1783] | [ 758 1783]
         R | [ 613 1745] | [ 653 1743] | [ 615 1782] | [ 657 1782]
         J | [ 450 1699] | [ 491 1698] | [ 451 1735] | [ 492 1734]
         I | [ 411 1745] | [ 453 1743] | [ 412 1782] | [ 453 1781]
         B | [ 524 1655] | [ 563 1654] | [ 526 1691] | [ 566 1690]
         O | [ 364 1742] | [ 404 1744] | [ 359 1779] | [ 400 1782]
         G | [ 550 1700] | [ 591 1699] | [ 552 1735] | [ 593 1733]
         A | [ 745 1700] | [ 786 1698] | [ 750 1735] | [ 790 1735]
         ' | [ 253 1697] | [ 294 1698] | [ 249 1735] | [ 289 1736]
         N | [ 473 1656] | [ 512 1653] | [ 475 1690] | [ 515 1688]
         K | [ 405 1694] | [ 443 1701] | [ 400 1735] | [ 441 1737]
         V | [ 568 1653] | [ 608 1653] | [ 569 1689] | [ 610 1689]
         E | [ 669 1744] | [ 709 1743] | [ 672 1782] | [ 714 1781]
         M | [ 420 1652] | [ 461 1652] | [ 420 1688] | [ 461 1687]
         F | [ 595 1700] | [ 636 1698] | [ 599 1736] | [ 639 1734]
         D | [ 647 1699] | [ 686 1697] | [ 652 1735] | [ 691 1733]
         ; | [ 301 1699] | [ 343 1698] | [ 300 1735] | [ 341 1734]
         L | [ 351 1698] | [ 391 1697] | [ 350 1735] | [ 391 1734]
     SHFT2 | [ 170 1656] | [ 270 1651] | [ 169 1689] | [ 271 1686]
         S | [ 704 1698] | [ 743 1697] | [ 707 1735] | [ 748 1734]
         , | [ 375 1654] | [ 416 1652] | [ 376 1689] | [ 416 1687]
         / | [ 280 1654] | [ 321 1652] | [ 278 1688] | [ 320 1686]
    ARROWS | [ 225 1600] | [ 265 1602] | [ 219 1641] | [ 260 1642]
         C | [ 616 1654] | [ 656 1652] | [ 619 1688] | [ 660 1688]
         . | [ 326 1653] | [ 365 1651] | [ 325 1688] | [ 365 1688]
     SHFT1 | [ 762 1654] | [ 859 1652] | [ 769 1689] | [ 868 1688]
      CMD2 | [ 361 1617] | [ 414 1615] | [ 362 1656] | [ 415 1655]
        FN | [ 816 1621] | [ 855 1621] | [ 823 1661] | [ 862 1660]
     SPACE | [ 425 1611] | [ 650 1605] | [ 428 1648] | [ 658 1646]
      ALT2 | [ 317 1609] | [ 358 1609] | [ 315 1649] | [ 355 1649]
         Z | [ 721 1654] | [ 761 1652] | [ 727 1689] | [ 766 1688]
         X | [ 673 1654] | [ 713 1652] | [ 678 1689] | [ 718 1687]
      CTRL | [ 764 1610] | [ 806 1607] | [ 775 1648] | [ 813 1647]
      CMD1 | [ 668 1608] | [ 720 1607] | [ 673 1648] | [ 725 1646]
      ALT1 | [ 726 1608] | [ 765 1607] | [ 732 1648] | [ 771 1646]
