       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 805 1816] | [ 845 1816] | [ 810 1857] | [ 850 1857]
         1 | [ 754 1815] | [ 795 1815] | [ 759 1856] | [ 799 1855]
         2 | [ 705 1812] | [ 746 1815] | [ 706 1853] | [ 746 1855]
         5 | [ 554 1808] | [ 594 1811] | [ 552 1849] | [ 593 1851]
         6 | [ 503 1807] | [ 544 1810] | [ 501 1848] | [ 541 1850]
         7 | [ 453 1805] | [ 493 1807] | [ 449 1846] | [ 491 1848]
       TAB | [ 776 1766] | [ 840 1767] | [ 779 1805] | [ 845 1806]
         8 | [ 402 1804] | [ 443 1807] | [ 398 1845] | [ 439 1847]
         U | [ 430 1756] | [ 469 1757] | [ 427 1796] | [ 468 1797]
         Y | [ 479 1758] | [ 519 1759] | [ 477 1797] | [ 518 1798]
         3 | [ 654 1811] | [ 695 1813] | [ 654 1851] | [ 695 1854]
         4 | [ 605 1809] | [ 644 1811] | [ 603 1850] | [ 645 1852]
         Q | [ 727 1764] | [ 767 1766] | [ 729 1804] | [ 769 1805]
         T | [ 529 1759] | [ 569 1761] | [ 528 1799] | [ 568 1800]
         R | [ 579 1760] | [ 619 1763] | [ 578 1800] | [ 618 1801]
         W | [ 678 1763] | [ 716 1764] | [ 679 1803] | [ 720 1802]
         N | [ 448 1664] | [ 486 1667] | [ 445 1702] | [ 483 1703]
         B | [ 495 1666] | [ 533 1667] | [ 493 1702] | [ 532 1704]
         V | [ 542 1668] | [ 581 1668] | [ 543 1705] | [ 582 1704]
         9 | [ 351 1809] | [ 392 1811] | [ 347 1851] | [ 390 1851]
    DELETE | [ 122 1809] | [ 188 1809] | [ 116 1851] | [ 184 1851]
         0 | [ 301 1809] | [ 342 1812] | [ 295 1850] | [ 335 1853]
         - | [ 250 1809] | [ 291 1810] | [ 244 1851] | [ 285 1852]
         = | [ 198 1810] | [ 240 1811] | [ 193 1851] | [ 235 1851]
         ] | [ 182 1760] | [ 222 1762] | [ 175 1799] | [ 217 1800]
         [ | [ 232 1760] | [ 273 1762] | [ 227 1800] | [ 267 1801]
         \ | [ 132 1760] | [ 172 1761] | [ 125 1800] | [ 166 1800]
         P | [ 282 1759] | [ 322 1763] | [ 275 1798] | [ 315 1801]
    RETURN | [ 138 1666] | [ 216 1666] | [ 133 1703] | [ 212 1703]
         H | [ 465 1666] | [ 505 1665] | [ 465 1703] | [ 505 1703]
         G | [ 512 1665] | [ 551 1665] | [ 511 1703] | [ 553 1703]
         ' | [ 223 1665] | [ 263 1666] | [ 217 1703] | [ 258 1705]
         J | [ 423 1665] | [ 463 1666] | [ 421 1704] | [ 460 1705]
         I | [ 371 1757] | [ 411 1762] | [ 367 1800] | [ 408 1802]
         E | [ 635 1762] | [ 679 1761] | [ 637 1800] | [ 678 1801]
 CAPS_LOCK | [ 759 1666] | [ 835 1666] | [ 766 1704] | [ 840 1704]
         O | [ 329 1759] | [ 369 1761] | [ 324 1799] | [ 365 1801]
     SHFT2 | [ 143 1668] | [ 242 1666] | [ 140 1702] | [ 241 1703]
         ; | [ 273 1664] | [ 313 1667] | [ 267 1701] | [ 308 1704]
         F | [ 567 1664] | [ 607 1666] | [ 566 1703] | [ 606 1705]
         K | [ 364 1665] | [ 404 1666] | [ 360 1703] | [ 401 1705]
         M | [ 392 1664] | [ 431 1667] | [ 387 1702] | [ 428 1703]
         / | [ 253 1665] | [ 292 1667] | [ 248 1703] | [ 288 1704]
         L | [ 318 1664] | [ 358 1666] | [ 314 1703] | [ 354 1704]
    ARROWS | [ 199 1578] | [ 237 1581] | [ 192 1621] | [ 232 1621]
         A | [ 712 1665] | [ 753 1666] | [ 716 1704] | [ 756 1703]
         D | [ 617 1666] | [ 659 1666] | [ 620 1704] | [ 660 1704]
         C | [ 588 1666] | [ 628 1666] | [ 590 1704] | [ 629 1704]
         , | [ 343 1665] | [ 381 1667] | [ 338 1702] | [ 378 1704]
         . | [ 299 1664] | [ 338 1667] | [ 294 1702] | [ 334 1703]
      CMD2 | [ 330 1580] | [ 382 1579] | [ 328 1620] | [ 380 1621]
      ALT2 | [ 294 1579] | [ 333 1580] | [ 289 1620] | [ 329 1622]
         S | [ 664 1665] | [ 704 1665] | [ 666 1703] | [ 707 1703]
     SHFT1 | [ 732 1666] | [ 829 1667] | [ 737 1703] | [ 835 1703]
         Z | [ 688 1666] | [ 729 1666] | [ 692 1703] | [ 731 1703]
         X | [ 649 1666] | [ 688 1666] | [ 652 1704] | [ 691 1703]
     SPACE | [ 399 1583] | [ 622 1578] | [ 401 1618] | [ 629 1622]
        FN | [ 787 1629] | [ 825 1630] | [ 792 1671] | [ 830 1671]
      CTRL | [ 741 1580] | [ 780 1580] | [ 746 1621] | [ 784 1621]
      ALT1 | [ 703 1579] | [ 743 1581] | [ 705 1620] | [ 744 1622]
      CMD1 | [ 639 1580] | [ 692 1580] | [ 643 1621] | [ 694 1621]
