       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 781 1756] | [ 819 1756] | [ 785 1791] | [ 823 1791]
         1 | [ 735 1756] | [ 774 1756] | [ 739 1791] | [ 777 1791]
         5 | [ 552 1757] | [ 590 1756] | [ 553 1791] | [ 591 1791]
         6 | [ 507 1756] | [ 545 1756] | [ 506 1791] | [ 545 1790]
         7 | [ 461 1757] | [ 499 1756] | [ 460 1791] | [ 498 1791]
         9 | [ 370 1756] | [ 408 1756] | [ 367 1791] | [ 406 1790]
         0 | [ 325 1756] | [ 362 1756] | [ 321 1791] | [ 359 1791]
         - | [ 279 1756] | [ 317 1756] | [ 275 1791] | [ 312 1791]
         = | [ 234 1756] | [ 271 1756] | [ 228 1790] | [ 266 1791]
    DELETE | [ 165 1757] | [ 225 1756] | [ 159 1791] | [ 221 1790]
       TAB | [ 754 1715] | [ 813 1715] | [ 757 1749] | [ 818 1749]
         [ | [ 262 1716] | [ 299 1716] | [ 258 1749] | [ 296 1748]
         ] | [ 217 1716] | [ 254 1716] | [ 212 1749] | [ 250 1749]
         \ | [ 173 1716] | [ 210 1716] | [ 167 1749] | [ 205 1749]
    RETURN | [ 179 1679] | [ 247 1676] | [ 176 1710] | [ 246 1707]
         8 | [ 415 1757] | [ 453 1756] | [ 414 1791] | [ 452 1791]
         4 | [ 598 1756] | [ 636 1756] | [ 599 1791] | [ 638 1790]
         3 | [ 644 1756] | [ 682 1756] | [ 646 1791] | [ 684 1791]
         2 | [ 689 1757] | [ 728 1756] | [ 692 1791] | [ 731 1790]
         P | [ 306 1716] | [ 344 1715] | [ 304 1750] | [ 341 1748]
         Y | [ 485 1716] | [ 523 1716] | [ 484 1749] | [ 522 1749]
         Q | [ 709 1715] | [ 746 1715] | [ 712 1749] | [ 750 1749]
         W | [ 664 1715] | [ 702 1715] | [ 666 1749] | [ 704 1749]
         E | [ 619 1716] | [ 657 1715] | [ 621 1749] | [ 659 1748]
         R | [ 575 1715] | [ 612 1715] | [ 575 1749] | [ 613 1749]
         T | [ 530 1716] | [ 566 1715] | [ 530 1749] | [ 568 1748]
         G | [ 519 1677] | [ 556 1677] | [ 519 1709] | [ 556 1709]
         I | [ 395 1716] | [ 433 1715] | [ 393 1749] | [ 431 1749]
         O | [ 354 1717] | [ 387 1718] | [ 350 1746] | [ 382 1748]
         F | [ 563 1677] | [ 599 1676] | [ 564 1709] | [ 601 1708]
         H | [ 474 1678] | [ 511 1676] | [ 474 1709] | [ 512 1708]
         U | [ 440 1716] | [ 477 1714] | [ 439 1748] | [ 477 1748]
         ' | [ 260 1679] | [ 293 1679] | [ 254 1706] | [ 285 1708]
 CAPS_LOCK | [ 739 1675] | [ 808 1675] | [ 743 1709] | [ 813 1709]
         A | [ 694 1677] | [ 732 1676] | [ 697 1709] | [ 734 1709]
         S | [ 651 1677] | [ 689 1676] | [ 654 1709] | [ 691 1709]
         D | [ 601 1677] | [ 637 1675] | [ 601 1708] | [ 639 1709]
         J | [ 434 1676] | [ 471 1676] | [ 433 1709] | [ 470 1708]
         K | [ 387 1677] | [ 424 1676] | [ 385 1709] | [ 423 1708]
         ; | [ 302 1675] | [ 339 1677] | [ 297 1708] | [ 334 1709]
         C | [ 589 1640] | [ 625 1638] | [ 590 1670] | [ 628 1669]
         V | [ 540 1639] | [ 577 1638] | [ 540 1669] | [ 577 1669]
         B | [ 502 1639] | [ 539 1638] | [ 502 1669] | [ 539 1668]
         L | [ 346 1675] | [ 382 1676] | [ 342 1709] | [ 378 1709]
         N | [ 459 1638] | [ 495 1638] | [ 458 1670] | [ 495 1669]
     SHFT1 | [ 714 1641] | [ 799 1638] | [ 721 1668] | [ 806 1666]
         X | [ 625 1639] | [ 662 1637] | [ 627 1670] | [ 664 1669]
     SHFT2 | [ 190 1638] | [ 278 1639] | [ 181 1667] | [ 273 1670]
         Z | [ 672 1638] | [ 709 1638] | [ 675 1670] | [ 711 1669]
         M | [ 416 1639] | [ 453 1637] | [ 415 1669] | [ 452 1668]
         , | [ 371 1638] | [ 408 1637] | [ 369 1669] | [ 406 1669]
        FN | [ 763 1600] | [ 796 1598] | [ 770 1631] | [ 802 1630]
      CMD1 | [ 624 1596] | [ 671 1596] | [ 625 1631] | [ 671 1632]
         / | [ 282 1639] | [ 320 1638] | [ 279 1670] | [ 316 1669]
         . | [ 327 1638] | [ 364 1638] | [ 325 1670] | [ 361 1669]
      CTRL | [ 722 1596] | [ 758 1595] | [ 725 1631] | [ 762 1631]
      ALT1 | [ 682 1595] | [ 718 1596] | [ 684 1631] | [ 720 1631]
     SPACE | [ 420 1600] | [ 619 1596] | [ 421 1629] | [ 624 1627]
    ARROWS | [ 238 1595] | [ 273 1595] | [ 231 1631] | [ 267 1631]
      CMD2 | [ 365 1596] | [ 412 1596] | [ 362 1631] | [ 409 1631]
      ALT2 | [ 324 1595] | [ 360 1596] | [ 319 1631] | [ 355 1631]
