       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 868 1797] | [ 908 1796] | [ 874 1834] | [ 912 1833]
         1 | [ 821 1794] | [ 859 1795] | [ 825 1833] | [ 863 1833]
         2 | [ 772 1795] | [ 811 1794] | [ 775 1832] | [ 814 1832]
         3 | [ 724 1794] | [ 762 1793] | [ 726 1831] | [ 765 1832]
         4 | [ 677 1792] | [ 716 1794] | [ 677 1830] | [ 715 1832]
         5 | [ 628 1792] | [ 667 1792] | [ 630 1831] | [ 668 1830]
         6 | [ 582 1790] | [ 620 1793] | [ 580 1829] | [ 619 1830]
         7 | [ 533 1790] | [ 571 1791] | [ 532 1829] | [ 571 1829]
         8 | [ 486 1789] | [ 523 1790] | [ 483 1827] | [ 521 1829]
         9 | [ 437 1789] | [ 476 1790] | [ 434 1826] | [ 473 1828]
         0 | [ 390 1788] | [ 428 1789] | [ 386 1826] | [ 425 1827]
         - | [ 342 1787] | [ 380 1788] | [ 338 1826] | [ 376 1827]
         = | [ 295 1786] | [ 332 1787] | [ 289 1825] | [ 327 1826]
    DELETE | [ 221 1787] | [ 283 1786] | [ 217 1825] | [ 280 1825]
       TAB | [ 840 1748] | [ 902 1749] | [ 845 1786] | [ 906 1786]
         Q | [ 793 1748] | [ 831 1748] | [ 795 1784] | [ 834 1785]
         W | [ 745 1748] | [ 783 1747] | [ 748 1784] | [ 787 1783]
         Y | [ 558 1744] | [ 595 1745] | [ 556 1780] | [ 594 1782]
         U | [ 509 1745] | [ 548 1744] | [ 509 1781] | [ 547 1781]
         I | [ 463 1743] | [ 501 1744] | [ 461 1779] | [ 498 1781]
         [ | [ 322 1741] | [ 360 1742] | [ 318 1777] | [ 356 1779]
         ] | [ 276 1740] | [ 313 1741] | [ 271 1777] | [ 309 1778]
         \ | [ 228 1740] | [ 266 1740] | [ 223 1776] | [ 261 1777]
 CAPS_LOCK | [ 824 1704] | [ 894 1703] | [ 828 1739] | [ 901 1738]
         A | [ 777 1704] | [ 815 1703] | [ 780 1738] | [ 818 1739]
         K | [ 454 1698] | [ 491 1699] | [ 451 1733] | [ 488 1735]
         ' | [ 315 1696] | [ 353 1697] | [ 311 1731] | [ 348 1733]
    RETURN | [ 233 1698] | [ 304 1695] | [ 230 1731] | [ 303 1731]
         ; | [ 361 1697] | [ 399 1698] | [ 358 1732] | [ 396 1733]
         R | [ 651 1746] | [ 689 1746] | [ 653 1783] | [ 690 1783]
         T | [ 604 1746] | [ 641 1745] | [ 606 1783] | [ 643 1782]
         F | [ 638 1702] | [ 676 1701] | [ 640 1737] | [ 677 1737]
         J | [ 501 1698] | [ 537 1699] | [ 498 1734] | [ 536 1735]
         H | [ 545 1701] | [ 583 1700] | [ 546 1736] | [ 583 1736]
         N | [ 524 1656] | [ 560 1656] | [ 523 1691] | [ 561 1690]
         E | [ 698 1747] | [ 735 1746] | [ 701 1784] | [ 738 1784]
     SHFT1 | [ 797 1660] | [ 889 1660] | [ 802 1695] | [ 895 1695]
         D | [ 684 1703] | [ 722 1702] | [ 686 1737] | [ 724 1737]
         S | [ 731 1702] | [ 768 1702] | [ 734 1738] | [ 771 1738]
        FN | [ 849 1613] | [ 885 1613] | [ 854 1652] | [ 890 1652]
         Z | [ 751 1660] | [ 788 1659] | [ 755 1694] | [ 791 1694]
      CTRL | [ 805 1612] | [ 841 1613] | [ 807 1650] | [ 844 1652]
         M | [ 477 1657] | [ 515 1656] | [ 477 1690] | [ 515 1689]
         X | [ 706 1658] | [ 743 1659] | [ 709 1694] | [ 744 1694]
         B | [ 569 1657] | [ 606 1657] | [ 570 1692] | [ 607 1691]
         G | [ 593 1700] | [ 629 1700] | [ 593 1736] | [ 631 1735]
      ALT1 | [ 761 1611] | [ 796 1612] | [ 762 1650] | [ 799 1651]
         C | [ 660 1659] | [ 697 1658] | [ 662 1693] | [ 699 1692]
         V | [ 614 1659] | [ 650 1657] | [ 616 1692] | [ 653 1691]
     SPACE | [ 478 1614] | [ 692 1609] | [ 480 1648] | [ 698 1643]
         P | [ 370 1741] | [ 407 1742] | [ 366 1778] | [ 404 1779]
         / | [ 342 1654] | [ 379 1654] | [ 339 1688] | [ 376 1689]
     SHFT2 | [ 238 1658] | [ 330 1652] | [ 236 1687] | [ 331 1686]
         O | [ 417 1742] | [ 454 1743] | [ 413 1778] | [ 451 1780]
         , | [ 432 1656] | [ 469 1655] | [ 432 1690] | [ 468 1690]
      CMD2 | [ 424 1608] | [ 472 1608] | [ 423 1647] | [ 471 1646]
         L | [ 408 1697] | [ 445 1698] | [ 405 1733] | [ 442 1734]
    ARROWS | [ 292 1605] | [ 327 1605] | [ 287 1645] | [ 323 1645]
         . | [ 388 1654] | [ 425 1655] | [ 385 1689] | [ 422 1689]
      CMD1 | [ 704 1609] | [ 752 1610] | [ 707 1649] | [ 754 1649]
      ALT2 | [ 386 1608] | [ 422 1608] | [ 383 1648] | [ 418 1649]
