       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 801 1754] | [ 838 1752] | [ 806 1791] | [ 842 1790]
         1 | [ 755 1753] | [ 791 1752] | [ 759 1791] | [ 796 1789]
         2 | [ 708 1753] | [ 745 1753] | [ 711 1791] | [ 748 1791]
         3 | [ 662 1753] | [ 699 1753] | [ 664 1791] | [ 701 1791]
         4 | [ 614 1754] | [ 652 1753] | [ 616 1791] | [ 654 1790]
         5 | [ 568 1753] | [ 605 1753] | [ 570 1792] | [ 607 1790]
         6 | [ 522 1753] | [ 559 1754] | [ 521 1791] | [ 558 1792]
         7 | [ 473 1755] | [ 511 1753] | [ 474 1792] | [ 512 1791]
         8 | [ 428 1753] | [ 465 1754] | [ 426 1792] | [ 463 1792]
         9 | [ 381 1753] | [ 418 1754] | [ 378 1792] | [ 416 1792]
         0 | [ 332 1754] | [ 371 1754] | [ 330 1792] | [ 368 1792]
         - | [ 285 1754] | [ 324 1755] | [ 282 1792] | [ 320 1792]
         = | [ 239 1753] | [ 276 1754] | [ 234 1792] | [ 273 1792]
    DELETE | [ 166 1755] | [ 227 1753] | [ 163 1793] | [ 225 1792]
       TAB | [ 774 1707] | [ 833 1707] | [ 778 1744] | [ 838 1742]
         Q | [ 728 1707] | [ 765 1707] | [ 731 1744] | [ 768 1743]
         W | [ 682 1708] | [ 718 1707] | [ 685 1744] | [ 722 1742]
         E | [ 636 1707] | [ 672 1707] | [ 638 1744] | [ 675 1743]
         R | [ 590 1708] | [ 627 1707] | [ 591 1744] | [ 628 1744]
         T | [ 543 1708] | [ 581 1707] | [ 544 1744] | [ 581 1744]
         Y | [ 497 1708] | [ 534 1707] | [ 498 1744] | [ 535 1744]
         U | [ 452 1707] | [ 489 1708] | [ 450 1743] | [ 488 1744]
         I | [ 406 1707] | [ 442 1707] | [ 403 1743] | [ 441 1744]
         O | [ 359 1707] | [ 396 1707] | [ 356 1743] | [ 393 1745]
         P | [ 313 1707] | [ 350 1708] | [ 309 1744] | [ 346 1745]
         [ | [ 266 1707] | [ 303 1708] | [ 262 1744] | [ 299 1745]
         ] | [ 220 1707] | [ 257 1708] | [ 215 1744] | [ 252 1745]
         \ | [ 173 1707] | [ 210 1708] | [ 167 1744] | [ 205 1745]
         H | [ 487 1662] | [ 524 1664] | [ 486 1698] | [ 522 1699]
         ' | [ 259 1662] | [ 296 1663] | [ 254 1697] | [ 291 1699]
    RETURN | [ 176 1665] | [ 249 1662] | [ 174 1699] | [ 247 1697]
         G | [ 531 1664] | [ 568 1662] | [ 533 1699] | [ 570 1697]
         B | [ 510 1619] | [ 546 1620] | [ 509 1654] | [ 546 1654]
         N | [ 467 1618] | [ 501 1620] | [ 469 1654] | [ 500 1654]
     SHFT2 | [ 185 1618] | [ 276 1618] | [ 178 1653] | [ 271 1655]
        FN | [ 799 1572] | [ 819 1573] | [ 788 1611] | [ 822 1611]
    ARROWS | [ 232 1571] | [ 260 1570] | [ 229 1611] | [ 265 1613]
 CAPS_LOCK | [ 758 1663] | [ 826 1661] | [ 763 1698] | [ 832 1696]
         A | [ 711 1663] | [ 749 1661] | [ 716 1697] | [ 752 1696]
         J | [ 442 1661] | [ 478 1663] | [ 440 1698] | [ 476 1698]
         K | [ 396 1662] | [ 433 1662] | [ 394 1697] | [ 431 1698]
         ; | [ 304 1662] | [ 342 1661] | [ 302 1698] | [ 338 1698]
         S | [ 666 1662] | [ 704 1661] | [ 670 1697] | [ 706 1697]
         F | [ 575 1663] | [ 614 1662] | [ 578 1698] | [ 615 1697]
         L | [ 350 1661] | [ 387 1661] | [ 348 1697] | [ 385 1697]
         M | [ 420 1619] | [ 457 1618] | [ 420 1653] | [ 458 1652]
         / | [ 285 1618] | [ 322 1618] | [ 281 1652] | [ 318 1653]
         D | [ 623 1662] | [ 659 1662] | [ 625 1698] | [ 661 1697]
     SHFT1 | [ 730 1622] | [ 820 1617] | [ 736 1653] | [ 828 1651]
         , | [ 374 1618] | [ 410 1618] | [ 371 1652] | [ 408 1654]
         . | [ 329 1619] | [ 366 1618] | [ 328 1654] | [ 365 1652]
         V | [ 555 1618] | [ 592 1618] | [ 554 1653] | [ 590 1655]
      CMD2 | [ 365 1568] | [ 414 1567] | [ 365 1607] | [ 412 1606]
      ALT2 | [ 323 1571] | [ 359 1572] | [ 319 1611] | [ 356 1611]
         Z | [ 686 1618] | [ 722 1618] | [ 690 1653] | [ 725 1652]
         X | [ 641 1618] | [ 679 1619] | [ 644 1654] | [ 680 1653]
         C | [ 597 1618] | [ 633 1617] | [ 599 1653] | [ 635 1652]
      CTRL | [ 744 1571] | [ 778 1572] | [ 745 1609] | [ 781 1611]
      ALT1 | [ 701 1575] | [ 735 1574] | [ 700 1604] | [ 735 1607]
     SPACE | [ 419 1575] | [ 607 1568] | [ 422 1610] | [ 635 1609]
      CMD1 | [ 638 1571] | [ 684 1570] | [ 641 1611] | [ 688 1610]
