       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 804 1810] | [ 844 1809] | [ 809 1850] | [ 850 1850]
         1 | [ 754 1808] | [ 794 1808] | [ 758 1849] | [ 798 1849]
         2 | [ 703 1807] | [ 744 1807] | [ 707 1848] | [ 747 1848]
         5 | [ 553 1802] | [ 593 1803] | [ 552 1844] | [ 592 1845]
         6 | [ 503 1801] | [ 543 1803] | [ 501 1843] | [ 541 1844]
         7 | [ 452 1800] | [ 492 1801] | [ 449 1841] | [ 491 1842]
       TAB | [ 775 1760] | [ 840 1761] | [ 779 1799] | [ 844 1799]
         Q | [ 725 1759] | [ 766 1759] | [ 729 1798] | [ 769 1798]
         8 | [ 401 1799] | [ 442 1801] | [ 397 1839] | [ 439 1841]
         U | [ 429 1751] | [ 469 1752] | [ 426 1790] | [ 466 1792]
         3 | [ 654 1804] | [ 695 1807] | [ 654 1845] | [ 695 1847]
         Y | [ 479 1752] | [ 519 1754] | [ 476 1791] | [ 517 1793]
         4 | [ 602 1804] | [ 643 1804] | [ 603 1845] | [ 645 1845]
         T | [ 529 1753] | [ 569 1755] | [ 527 1793] | [ 568 1794]
         N | [ 445 1661] | [ 484 1660] | [ 444 1697] | [ 484 1697]
         B | [ 494 1661] | [ 533 1661] | [ 493 1698] | [ 533 1697]
         R | [ 578 1753] | [ 619 1757] | [ 576 1791] | [ 617 1795]
         9 | [ 350 1803] | [ 391 1805] | [ 346 1845] | [ 389 1845]
    DELETE | [ 121 1803] | [ 187 1803] | [ 115 1845] | [ 183 1845]
         0 | [ 300 1803] | [ 341 1806] | [ 294 1844] | [ 334 1847]
         - | [ 249 1803] | [ 290 1804] | [ 243 1845] | [ 284 1846]
         = | [ 197 1804] | [ 239 1805] | [ 192 1845] | [ 234 1845]
         ] | [ 181 1754] | [ 221 1756] | [ 174 1793] | [ 216 1794]
         [ | [ 231 1754] | [ 272 1756] | [ 226 1794] | [ 266 1795]
         \ | [ 131 1754] | [ 171 1755] | [ 124 1794] | [ 165 1794]
         P | [ 281 1753] | [ 321 1757] | [ 274 1792] | [ 314 1795]
    RETURN | [ 137 1660] | [ 215 1660] | [ 132 1697] | [ 211 1697]
         H | [ 464 1660] | [ 504 1659] | [ 464 1697] | [ 504 1697]
         G | [ 513 1659] | [ 552 1659] | [ 512 1697] | [ 554 1697]
         V | [ 539 1660] | [ 578 1660] | [ 540 1697] | [ 581 1697]
         ' | [ 222 1659] | [ 262 1660] | [ 216 1697] | [ 257 1699]
         J | [ 422 1659] | [ 462 1660] | [ 420 1698] | [ 459 1699]
         I | [ 370 1751] | [ 410 1756] | [ 366 1794] | [ 407 1796]
         E | [ 630 1756] | [ 674 1755] | [ 632 1794] | [ 673 1795]
 CAPS_LOCK | [ 758 1660] | [ 834 1660] | [ 765 1698] | [ 839 1698]
         O | [ 328 1753] | [ 368 1755] | [ 323 1793] | [ 364 1795]
     SHFT2 | [ 142 1662] | [ 241 1660] | [ 139 1696] | [ 240 1697]
         ; | [ 272 1658] | [ 312 1661] | [ 266 1695] | [ 307 1698]
         W | [ 678 1753] | [ 718 1756] | [ 678 1793] | [ 718 1795]
         F | [ 565 1658] | [ 605 1660] | [ 564 1697] | [ 604 1699]
         K | [ 363 1659] | [ 403 1660] | [ 359 1697] | [ 400 1699]
         M | [ 391 1658] | [ 430 1661] | [ 386 1696] | [ 427 1697]
         / | [ 252 1659] | [ 291 1661] | [ 247 1697] | [ 287 1698]
         L | [ 317 1658] | [ 357 1660] | [ 313 1697] | [ 353 1698]
    ARROWS | [ 198 1573] | [ 236 1576] | [ 191 1616] | [ 231 1616]
         A | [ 712 1659] | [ 753 1660] | [ 716 1698] | [ 756 1697]
         D | [ 613 1660] | [ 655 1660] | [ 616 1698] | [ 656 1698]
         C | [ 586 1660] | [ 626 1660] | [ 588 1698] | [ 627 1698]
         , | [ 342 1659] | [ 380 1661] | [ 337 1696] | [ 377 1698]
         . | [ 298 1658] | [ 337 1661] | [ 293 1696] | [ 333 1697]
      CMD2 | [ 329 1575] | [ 381 1574] | [ 327 1615] | [ 379 1616]
      ALT2 | [ 293 1574] | [ 332 1575] | [ 288 1615] | [ 328 1617]
         S | [ 663 1659] | [ 703 1659] | [ 665 1697] | [ 706 1697]
     SHFT1 | [ 731 1660] | [ 828 1661] | [ 736 1697] | [ 834 1697]
         Z | [ 686 1660] | [ 727 1660] | [ 690 1697] | [ 729 1697]
         X | [ 641 1660] | [ 680 1660] | [ 644 1698] | [ 683 1697]
     SPACE | [ 399 1578] | [ 622 1573] | [ 401 1613] | [ 629 1617]
        FN | [ 786 1622] | [ 824 1623] | [ 791 1664] | [ 829 1664]
      CTRL | [ 741 1575] | [ 780 1575] | [ 746 1616] | [ 784 1616]
      ALT1 | [ 698 1574] | [ 738 1576] | [ 700 1615] | [ 739 1617]
      CMD1 | [ 633 1575] | [ 686 1575] | [ 637 1616] | [ 688 1616]
