       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 782 1753] | [ 821 1754] | [ 785 1787] | [ 824 1789]
         1 | [ 736 1754] | [ 775 1753] | [ 740 1788] | [ 778 1788]
         5 | [ 554 1753] | [ 591 1753] | [ 554 1788] | [ 593 1787]
         6 | [ 508 1753] | [ 546 1753] | [ 508 1788] | [ 546 1788]
         7 | [ 462 1753] | [ 500 1753] | [ 461 1788] | [ 500 1788]
         9 | [ 371 1754] | [ 409 1753] | [ 369 1788] | [ 407 1788]
         0 | [ 327 1753] | [ 364 1754] | [ 322 1788] | [ 360 1788]
         - | [ 281 1753] | [ 318 1753] | [ 276 1788] | [ 314 1788]
         = | [ 236 1753] | [ 272 1753] | [ 230 1788] | [ 268 1788]
    DELETE | [ 166 1754] | [ 227 1753] | [ 161 1788] | [ 222 1788]
       TAB | [ 755 1713] | [ 815 1713] | [ 758 1746] | [ 819 1747]
         [ | [ 263 1713] | [ 300 1713] | [ 260 1747] | [ 297 1746]
         ] | [ 219 1713] | [ 256 1713] | [ 214 1747] | [ 250 1747]
         \ | [ 174 1713] | [ 211 1713] | [ 169 1747] | [ 205 1747]
    RETURN | [ 180 1677] | [ 248 1673] | [ 176 1707] | [ 247 1705]
         8 | [ 417 1754] | [ 455 1753] | [ 415 1788] | [ 454 1787]
         4 | [ 599 1754] | [ 637 1753] | [ 600 1788] | [ 639 1788]
         3 | [ 645 1753] | [ 683 1753] | [ 647 1788] | [ 685 1788]
         2 | [ 691 1753] | [ 729 1753] | [ 693 1788] | [ 732 1788]
         P | [ 308 1713] | [ 346 1713] | [ 304 1746] | [ 341 1747]
         Y | [ 486 1713] | [ 524 1713] | [ 486 1747] | [ 524 1745]
         Q | [ 710 1713] | [ 748 1713] | [ 714 1747] | [ 751 1746]
         W | [ 665 1713] | [ 702 1712] | [ 668 1747] | [ 705 1746]
         E | [ 620 1714] | [ 657 1712] | [ 623 1747] | [ 660 1746]
         R | [ 576 1713] | [ 612 1712] | [ 577 1747] | [ 614 1747]
         T | [ 531 1713] | [ 569 1713] | [ 532 1747] | [ 569 1746]
         H | [ 476 1674] | [ 513 1674] | [ 474 1707] | [ 513 1706]
         I | [ 396 1714] | [ 435 1713] | [ 396 1747] | [ 433 1746]
         O | [ 352 1713] | [ 390 1712] | [ 350 1747] | [ 388 1746]
         U | [ 441 1714] | [ 478 1712] | [ 440 1746] | [ 478 1746]
         G | [ 521 1674] | [ 557 1673] | [ 521 1706] | [ 557 1706]
         ' | [ 261 1676] | [ 294 1676] | [ 255 1703] | [ 286 1705]
         F | [ 564 1674] | [ 603 1674] | [ 564 1706] | [ 602 1706]
 CAPS_LOCK | [ 740 1672] | [ 809 1672] | [ 744 1706] | [ 814 1706]
         A | [ 695 1674] | [ 733 1673] | [ 698 1706] | [ 735 1706]
         S | [ 652 1674] | [ 690 1673] | [ 655 1706] | [ 692 1706]
         D | [ 604 1674] | [ 640 1672] | [ 604 1705] | [ 642 1706]
         J | [ 434 1673] | [ 471 1673] | [ 433 1706] | [ 470 1705]
         K | [ 388 1674] | [ 425 1673] | [ 386 1706] | [ 424 1705]
         ; | [ 303 1672] | [ 340 1674] | [ 298 1705] | [ 335 1706]
         C | [ 591 1636] | [ 627 1634] | [ 592 1666] | [ 630 1665]
         V | [ 541 1635] | [ 578 1634] | [ 541 1665] | [ 578 1665]
         B | [ 503 1635] | [ 540 1634] | [ 503 1665] | [ 540 1664]
         L | [ 347 1672] | [ 383 1673] | [ 343 1706] | [ 379 1706]
         N | [ 460 1634] | [ 496 1634] | [ 459 1666] | [ 496 1665]
     SHFT1 | [ 715 1637] | [ 800 1634] | [ 722 1664] | [ 807 1662]
         X | [ 628 1635] | [ 665 1633] | [ 630 1666] | [ 667 1665]
     SHFT2 | [ 191 1634] | [ 279 1635] | [ 182 1663] | [ 274 1666]
         Z | [ 673 1634] | [ 710 1634] | [ 676 1666] | [ 712 1665]
         M | [ 416 1635] | [ 453 1633] | [ 415 1665] | [ 452 1664]
         , | [ 372 1634] | [ 409 1633] | [ 370 1665] | [ 407 1665]
        FN | [ 764 1597] | [ 797 1595] | [ 771 1628] | [ 803 1627]
      CMD1 | [ 627 1593] | [ 674 1593] | [ 628 1628] | [ 674 1629]
         / | [ 283 1635] | [ 321 1634] | [ 280 1666] | [ 317 1665]
         . | [ 328 1634] | [ 365 1634] | [ 326 1666] | [ 362 1665]
      CTRL | [ 723 1593] | [ 759 1592] | [ 726 1628] | [ 763 1628]
      ALT1 | [ 683 1592] | [ 719 1593] | [ 685 1628] | [ 721 1628]
     SPACE | [ 421 1597] | [ 620 1593] | [ 422 1626] | [ 625 1624]
    ARROWS | [ 239 1592] | [ 274 1592] | [ 232 1628] | [ 268 1628]
      CMD2 | [ 366 1593] | [ 413 1593] | [ 363 1628] | [ 410 1628]
      ALT2 | [ 325 1592] | [ 361 1593] | [ 320 1628] | [ 356 1628]
