       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 833 1740] | [ 871 1740] | [ 838 1777] | [ 875 1777]
         1 | [ 786 1739] | [ 824 1739] | [ 790 1776] | [ 827 1776]
         2 | [ 740 1737] | [ 777 1738] | [ 742 1775] | [ 780 1774]
         3 | [ 692 1737] | [ 729 1737] | [ 694 1774] | [ 731 1774]
         4 | [ 645 1736] | [ 682 1736] | [ 645 1772] | [ 684 1772]
         5 | [ 598 1735] | [ 635 1735] | [ 599 1772] | [ 637 1771]
         6 | [ 552 1733] | [ 589 1734] | [ 551 1771] | [ 588 1771]
         7 | [ 504 1733] | [ 543 1735] | [ 503 1769] | [ 540 1771]
         8 | [ 457 1732] | [ 496 1734] | [ 455 1768] | [ 493 1770]
         9 | [ 410 1731] | [ 448 1732] | [ 408 1768] | [ 445 1769]
         0 | [ 365 1729] | [ 402 1731] | [ 361 1767] | [ 399 1767]
         - | [ 318 1728] | [ 355 1730] | [ 313 1765] | [ 350 1767]
         = | [ 271 1727] | [ 308 1729] | [ 266 1765] | [ 302 1766]
    DELETE | [ 199 1727] | [ 261 1727] | [ 196 1764] | [ 257 1763]
       TAB | [ 806 1695] | [ 866 1695] | [ 810 1730] | [ 870 1731]
         Q | [ 760 1694] | [ 797 1694] | [ 762 1729] | [ 800 1729]
         W | [ 713 1693] | [ 751 1693] | [ 715 1728] | [ 753 1728]
         E | [ 667 1692] | [ 704 1692] | [ 670 1728] | [ 706 1727]
         R | [ 622 1690] | [ 659 1692] | [ 621 1725] | [ 658 1727]
         T | [ 574 1691] | [ 612 1690] | [ 576 1726] | [ 613 1725]
         Y | [ 530 1688] | [ 566 1689] | [ 528 1724] | [ 565 1725]
         U | [ 484 1687] | [ 520 1688] | [ 481 1723] | [ 519 1724]
         I | [ 438 1686] | [ 474 1688] | [ 434 1721] | [ 471 1724]
         O | [ 392 1685] | [ 428 1687] | [ 388 1721] | [ 425 1722]
         P | [ 346 1684] | [ 382 1686] | [ 341 1720] | [ 378 1721]
         [ | [ 298 1684] | [ 336 1685] | [ 294 1718] | [ 332 1720]
         ] | [ 252 1683] | [ 290 1684] | [ 248 1718] | [ 285 1719]
         \ | [ 208 1681] | [ 244 1683] | [ 201 1716] | [ 238 1718]
 CAPS_LOCK | [ 791 1652] | [ 861 1651] | [ 796 1686] | [ 866 1685]
         A | [ 745 1651] | [ 782 1650] | [ 748 1684] | [ 785 1685]
         S | [ 700 1649] | [ 736 1649] | [ 701 1683] | [ 739 1684]
         D | [ 654 1649] | [ 691 1648] | [ 657 1683] | [ 693 1682]
         F | [ 609 1648] | [ 645 1647] | [ 611 1682] | [ 647 1682]
         G | [ 564 1646] | [ 600 1646] | [ 565 1681] | [ 601 1681]
         H | [ 518 1646] | [ 555 1645] | [ 519 1680] | [ 556 1679]
         J | [ 473 1645] | [ 509 1644] | [ 472 1679] | [ 509 1679]
         K | [ 428 1643] | [ 465 1645] | [ 426 1678] | [ 462 1679]
         L | [ 383 1642] | [ 420 1644] | [ 380 1677] | [ 417 1677]
         ; | [ 338 1641] | [ 374 1642] | [ 334 1675] | [ 370 1677]
         ' | [ 293 1640] | [ 329 1641] | [ 288 1674] | [ 325 1676]
    RETURN | [ 213 1639] | [ 284 1640] | [ 208 1673] | [ 280 1674]
     SHFT1 | [ 765 1609] | [ 856 1609] | [ 769 1642] | [ 862 1642]
         Z | [ 721 1608] | [ 757 1607] | [ 723 1641] | [ 760 1640]
         X | [ 676 1607] | [ 712 1607] | [ 678 1640] | [ 714 1640]
         C | [ 631 1606] | [ 667 1606] | [ 632 1639] | [ 669 1638]
         V | [ 586 1606] | [ 623 1605] | [ 587 1638] | [ 624 1638]
         B | [ 542 1604] | [ 578 1604] | [ 542 1637] | [ 578 1638]
         N | [ 497 1604] | [ 533 1603] | [ 496 1636] | [ 533 1637]
         M | [ 453 1602] | [ 489 1602] | [ 452 1636] | [ 488 1635]
         , | [ 409 1601] | [ 444 1601] | [ 406 1634] | [ 442 1635]
         . | [ 364 1600] | [ 400 1601] | [ 361 1633] | [ 397 1634]
         / | [ 320 1599] | [ 356 1600] | [ 316 1632] | [ 352 1633]
     SHFT2 | [ 218 1599] | [ 310 1598] | [ 216 1631] | [ 308 1631]
        FN | [ 818 1563] | [ 854 1564] | [ 820 1600] | [ 856 1602]
      CTRL | [ 774 1562] | [ 810 1563] | [ 776 1600] | [ 812 1601]
      ALT1 | [ 730 1561] | [ 766 1563] | [ 731 1598] | [ 767 1600]
      CMD1 | [ 675 1560] | [ 721 1561] | [ 676 1598] | [ 723 1599]
     SPACE | [ 454 1560] | [ 661 1558] | [ 455 1594] | [ 668 1597]
      CMD2 | [ 401 1555] | [ 447 1555] | [ 399 1593] | [ 446 1592]
      ALT2 | [ 358 1554] | [ 393 1555] | [ 354 1591] | [ 389 1593]
    ARROWS | [ 270 1552] | [ 306 1553] | [ 265 1590] | [ 301 1591]
