       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 793 1763] | [ 830 1762] | [ 797 1801] | [ 835 1800]
         1 | [ 746 1764] | [ 784 1763] | [ 750 1802] | [ 787 1800]
         2 | [ 699 1764] | [ 736 1763] | [ 702 1802] | [ 740 1800]
         3 | [ 651 1765] | [ 689 1763] | [ 655 1803] | [ 692 1801]
         4 | [ 604 1764] | [ 641 1763] | [ 606 1803] | [ 644 1801]
         5 | [ 557 1764] | [ 595 1765] | [ 557 1803] | [ 595 1803]
         6 | [ 510 1764] | [ 547 1765] | [ 509 1803] | [ 547 1803]
         7 | [ 461 1765] | [ 499 1765] | [ 460 1803] | [ 498 1804]
         8 | [ 414 1765] | [ 452 1766] | [ 412 1804] | [ 450 1804]
         9 | [ 365 1766] | [ 404 1766] | [ 363 1804] | [ 401 1805]
         0 | [ 318 1766] | [ 356 1766] | [ 315 1805] | [ 353 1805]
         - | [ 270 1766] | [ 308 1766] | [ 266 1805] | [ 304 1806]
         = | [ 221 1767] | [ 260 1767] | [ 217 1806] | [ 256 1806]
    DELETE | [ 148 1769] | [ 210 1766] | [ 145 1808] | [ 208 1806]
       TAB | [ 765 1717] | [ 826 1716] | [ 770 1754] | [ 830 1752]
         Q | [ 718 1718] | [ 755 1716] | [ 722 1754] | [ 759 1754]
         W | [ 672 1717] | [ 709 1716] | [ 675 1754] | [ 712 1753]
         Y | [ 485 1718] | [ 523 1718] | [ 484 1754] | [ 521 1756]
         U | [ 439 1718] | [ 476 1718] | [ 437 1755] | [ 475 1756]
         I | [ 392 1718] | [ 429 1718] | [ 389 1755] | [ 427 1756]
         O | [ 344 1719] | [ 382 1719] | [ 342 1756] | [ 380 1756]
         P | [ 297 1719] | [ 335 1719] | [ 294 1757] | [ 332 1757]
         [ | [ 250 1719] | [ 288 1720] | [ 246 1757] | [ 283 1758]
         ] | [ 203 1719] | [ 240 1719] | [ 198 1757] | [ 236 1758]
         \ | [ 155 1720] | [ 193 1720] | [ 150 1758] | [ 188 1758]
         ' | [ 243 1673] | [ 280 1673] | [ 238 1710] | [ 276 1710]
    RETURN | [ 158 1677] | [ 232 1673] | [ 156 1711] | [ 230 1709]
         R | [ 579 1717] | [ 616 1717] | [ 580 1755] | [ 618 1753]
         E | [ 625 1718] | [ 663 1717] | [ 628 1755] | [ 665 1753]
 CAPS_LOCK | [ 749 1672] | [ 819 1670] | [ 755 1708] | [ 825 1705]
         T | [ 533 1717] | [ 570 1718] | [ 532 1755] | [ 570 1755]
         G | [ 520 1672] | [ 558 1672] | [ 520 1708] | [ 557 1709]
         H | [ 474 1672] | [ 511 1672] | [ 473 1709] | [ 510 1709]
         B | [ 496 1629] | [ 534 1628] | [ 497 1664] | [ 534 1663]
     SHFT2 | [ 167 1629] | [ 261 1629] | [ 161 1665] | [ 257 1665]
        FN | [ 782 1578] | [ 810 1579] | [ 778 1618] | [ 814 1618]
    ARROWS | [ 217 1580] | [ 250 1579] | [ 212 1621] | [ 251 1621]
         J | [ 424 1672] | [ 463 1673] | [ 423 1708] | [ 460 1709]
         ; | [ 289 1673] | [ 327 1673] | [ 286 1708] | [ 323 1709]
         N | [ 458 1631] | [ 489 1632] | [ 461 1667] | [ 488 1666]
         A | [ 702 1674] | [ 740 1672] | [ 707 1708] | [ 743 1707]
         K | [ 380 1673] | [ 417 1673] | [ 378 1708] | [ 415 1709]
         S | [ 657 1673] | [ 695 1672] | [ 661 1708] | [ 697 1708]
         F | [ 563 1674] | [ 602 1673] | [ 566 1709] | [ 603 1708]
         L | [ 338 1672] | [ 375 1672] | [ 336 1708] | [ 373 1708]
         M | [ 406 1632] | [ 443 1631] | [ 406 1666] | [ 444 1665]
         / | [ 269 1630] | [ 306 1630] | [ 265 1664] | [ 302 1665]
         D | [ 613 1673] | [ 649 1673] | [ 615 1709] | [ 651 1708]
     SHFT1 | [ 723 1634] | [ 813 1629] | [ 729 1665] | [ 821 1663]
         , | [ 359 1630] | [ 395 1630] | [ 356 1664] | [ 393 1666]
         . | [ 313 1631] | [ 350 1630] | [ 312 1666] | [ 349 1664]
         V | [ 544 1630] | [ 581 1630] | [ 543 1665] | [ 579 1667]
      CMD2 | [ 351 1580] | [ 400 1579] | [ 351 1619] | [ 398 1618]
      ALT2 | [ 309 1579] | [ 345 1580] | [ 305 1619] | [ 342 1619]
         Z | [ 677 1630] | [ 713 1630] | [ 681 1665] | [ 716 1664]
         X | [ 631 1630] | [ 669 1631] | [ 634 1666] | [ 670 1665]
         C | [ 585 1630] | [ 621 1629] | [ 587 1665] | [ 623 1664]
      CTRL | [ 731 1579] | [ 765 1580] | [ 732 1617] | [ 768 1619]
      ALT1 | [ 689 1583] | [ 723 1582] | [ 688 1612] | [ 723 1615]
     SPACE | [ 409 1583] | [ 597 1576] | [ 412 1618] | [ 625 1617]
      CMD1 | [ 628 1579] | [ 674 1578] | [ 631 1619] | [ 678 1618]
