       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 783 1753] | [ 821 1753] | [ 787 1788] | [ 826 1788]
         1 | [ 738 1753] | [ 776 1753] | [ 741 1788] | [ 780 1787]
         5 | [ 555 1753] | [ 593 1753] | [ 555 1788] | [ 594 1787]
         6 | [ 509 1754] | [ 547 1753] | [ 509 1788] | [ 547 1788]
         7 | [ 464 1753] | [ 501 1753] | [ 464 1789] | [ 501 1788]
         9 | [ 372 1754] | [ 410 1753] | [ 370 1788] | [ 408 1788]
         0 | [ 328 1753] | [ 365 1754] | [ 324 1788] | [ 362 1788]
         - | [ 282 1753] | [ 319 1753] | [ 277 1787] | [ 315 1788]
         = | [ 237 1753] | [ 274 1753] | [ 231 1788] | [ 269 1788]
    DELETE | [ 167 1755] | [ 228 1753] | [ 162 1788] | [ 224 1787]
       TAB | [ 756 1713] | [ 816 1713] | [ 759 1746] | [ 820 1747]
         [ | [ 265 1713] | [ 302 1714] | [ 260 1746] | [ 297 1747]
         ] | [ 220 1713] | [ 257 1713] | [ 215 1746] | [ 253 1746]
         \ | [ 176 1713] | [ 212 1713] | [ 170 1747] | [ 207 1746]
    RETURN | [ 182 1675] | [ 252 1674] | [ 178 1707] | [ 248 1705]
         8 | [ 418 1754] | [ 456 1753] | [ 416 1788] | [ 455 1788]
         4 | [ 600 1754] | [ 639 1753] | [ 603 1789] | [ 640 1788]
         3 | [ 646 1753] | [ 685 1754] | [ 647 1787] | [ 686 1788]
         2 | [ 692 1753] | [ 730 1753] | [ 694 1788] | [ 733 1788]
         P | [ 309 1713] | [ 346 1713] | [ 305 1746] | [ 342 1747]
         I | [ 399 1712] | [ 436 1714] | [ 396 1746] | [ 433 1747]
         O | [ 354 1713] | [ 391 1713] | [ 351 1747] | [ 389 1746]
         Y | [ 488 1713] | [ 525 1713] | [ 488 1747] | [ 525 1746]
         U | [ 443 1713] | [ 480 1713] | [ 442 1747] | [ 479 1746]
         Q | [ 711 1712] | [ 749 1712] | [ 714 1746] | [ 752 1746]
         W | [ 667 1712] | [ 704 1712] | [ 670 1747] | [ 707 1746]
         E | [ 621 1713] | [ 659 1712] | [ 622 1746] | [ 660 1747]
         H | [ 477 1675] | [ 515 1675] | [ 477 1707] | [ 514 1707]
         G | [ 522 1675] | [ 558 1674] | [ 522 1707] | [ 558 1707]
         T | [ 533 1713] | [ 570 1712] | [ 533 1746] | [ 571 1745]
         R | [ 579 1713] | [ 617 1712] | [ 580 1746] | [ 618 1746]
         ' | [ 263 1677] | [ 296 1677] | [ 257 1704] | [ 288 1706]
         F | [ 567 1675] | [ 606 1675] | [ 567 1707] | [ 605 1707]
 CAPS_LOCK | [ 741 1673] | [ 810 1673] | [ 745 1707] | [ 815 1707]
         A | [ 696 1675] | [ 734 1674] | [ 699 1707] | [ 736 1707]
         S | [ 652 1675] | [ 690 1674] | [ 655 1707] | [ 692 1707]
         D | [ 604 1675] | [ 640 1673] | [ 604 1706] | [ 642 1707]
         J | [ 436 1674] | [ 473 1674] | [ 435 1707] | [ 472 1706]
         K | [ 389 1675] | [ 426 1674] | [ 387 1707] | [ 425 1706]
         ; | [ 304 1673] | [ 341 1675] | [ 299 1706] | [ 336 1707]
         C | [ 594 1635] | [ 630 1633] | [ 595 1665] | [ 633 1664]
         V | [ 546 1635] | [ 583 1634] | [ 546 1665] | [ 583 1665]
         B | [ 505 1635] | [ 542 1634] | [ 505 1665] | [ 542 1664]
         L | [ 349 1673] | [ 385 1674] | [ 345 1707] | [ 381 1707]
         N | [ 461 1634] | [ 497 1634] | [ 460 1666] | [ 497 1665]
     SHFT1 | [ 716 1637] | [ 801 1634] | [ 723 1664] | [ 808 1662]
         X | [ 629 1635] | [ 666 1633] | [ 631 1666] | [ 668 1665]
     SHFT2 | [ 192 1634] | [ 280 1635] | [ 183 1663] | [ 275 1666]
         Z | [ 672 1634] | [ 709 1634] | [ 675 1666] | [ 711 1665]
         M | [ 418 1635] | [ 455 1633] | [ 417 1665] | [ 454 1664]
         , | [ 374 1634] | [ 411 1633] | [ 372 1665] | [ 409 1665]
        FN | [ 765 1597] | [ 798 1595] | [ 772 1628] | [ 804 1627]
      CMD1 | [ 628 1594] | [ 675 1594] | [ 629 1629] | [ 675 1630]
         / | [ 285 1635] | [ 323 1634] | [ 282 1666] | [ 319 1665]
         . | [ 329 1634] | [ 366 1634] | [ 327 1666] | [ 363 1665]
      CTRL | [ 724 1594] | [ 760 1593] | [ 727 1629] | [ 764 1629]
      ALT1 | [ 682 1593] | [ 718 1594] | [ 684 1629] | [ 720 1629]
     SPACE | [ 423 1598] | [ 622 1594] | [ 424 1627] | [ 627 1625]
    ARROWS | [ 240 1593] | [ 275 1593] | [ 233 1629] | [ 269 1629]
      CMD2 | [ 368 1594] | [ 415 1594] | [ 365 1629] | [ 412 1629]
      ALT2 | [ 326 1593] | [ 362 1594] | [ 321 1629] | [ 357 1629]
