       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 808 1813] | [ 848 1814] | [ 812 1854] | [ 853 1854]
         1 | [ 757 1812] | [ 797 1812] | [ 761 1853] | [ 802 1853]
         2 | [ 706 1812] | [ 747 1811] | [ 710 1852] | [ 751 1852]
         5 | [ 556 1807] | [ 598 1810] | [ 555 1848] | [ 597 1849]
         6 | [ 506 1806] | [ 546 1807] | [ 504 1847] | [ 545 1848]
         7 | [ 456 1804] | [ 496 1807] | [ 453 1846] | [ 494 1847]
       TAB | [ 778 1765] | [ 844 1766] | [ 782 1803] | [ 848 1803]
         8 | [ 404 1804] | [ 445 1805] | [ 401 1844] | [ 443 1846]
         U | [ 433 1755] | [ 473 1758] | [ 429 1794] | [ 471 1796]
         3 | [ 656 1809] | [ 697 1810] | [ 658 1851] | [ 700 1850]
         Q | [ 728 1763] | [ 769 1763] | [ 732 1802] | [ 772 1803]
         Y | [ 482 1757] | [ 522 1758] | [ 480 1796] | [ 521 1797]
         T | [ 530 1762] | [ 570 1759] | [ 533 1800] | [ 573 1797]
         B | [ 497 1666] | [ 536 1667] | [ 496 1703] | [ 536 1703]
         4 | [ 607 1807] | [ 648 1809] | [ 606 1848] | [ 647 1850]
         N | [ 450 1664] | [ 489 1667] | [ 447 1701] | [ 486 1703]
         9 | [ 354 1807] | [ 395 1809] | [ 350 1849] | [ 393 1849]
    DELETE | [ 125 1807] | [ 191 1807] | [ 119 1849] | [ 187 1849]
         0 | [ 304 1807] | [ 345 1810] | [ 298 1848] | [ 338 1851]
         - | [ 253 1807] | [ 294 1808] | [ 247 1849] | [ 288 1850]
         = | [ 201 1808] | [ 243 1809] | [ 196 1849] | [ 238 1849]
         ] | [ 185 1759] | [ 225 1761] | [ 178 1798] | [ 220 1799]
         [ | [ 235 1759] | [ 276 1761] | [ 230 1799] | [ 270 1800]
         \ | [ 134 1759] | [ 174 1760] | [ 127 1799] | [ 168 1799]
         P | [ 285 1758] | [ 325 1762] | [ 278 1797] | [ 318 1800]
         R | [ 579 1761] | [ 621 1760] | [ 580 1799] | [ 623 1798]
    RETURN | [ 141 1665] | [ 219 1665] | [ 136 1702] | [ 215 1702]
         H | [ 469 1665] | [ 509 1664] | [ 469 1702] | [ 509 1702]
         G | [ 517 1664] | [ 556 1664] | [ 516 1702] | [ 558 1702]
         V | [ 543 1665] | [ 582 1665] | [ 544 1702] | [ 585 1702]
         ' | [ 227 1664] | [ 267 1665] | [ 221 1702] | [ 262 1704]
         J | [ 425 1664] | [ 465 1665] | [ 423 1703] | [ 462 1704]
         I | [ 374 1756] | [ 414 1761] | [ 370 1799] | [ 411 1801]
         E | [ 633 1761] | [ 677 1760] | [ 635 1799] | [ 676 1800]
 CAPS_LOCK | [ 761 1665] | [ 837 1665] | [ 768 1703] | [ 842 1703]
         O | [ 332 1758] | [ 372 1760] | [ 327 1798] | [ 368 1800]
     SHFT2 | [ 146 1667] | [ 245 1665] | [ 143 1701] | [ 244 1702]
         ; | [ 277 1663] | [ 317 1666] | [ 271 1700] | [ 312 1703]
         W | [ 681 1758] | [ 721 1761] | [ 681 1798] | [ 721 1800]
         F | [ 569 1663] | [ 609 1665] | [ 568 1702] | [ 608 1704]
         K | [ 368 1664] | [ 408 1665] | [ 364 1702] | [ 405 1704]
         M | [ 396 1663] | [ 435 1666] | [ 391 1701] | [ 432 1702]
         / | [ 257 1664] | [ 296 1666] | [ 252 1702] | [ 292 1703]
         L | [ 322 1663] | [ 362 1665] | [ 318 1702] | [ 358 1703]
    ARROWS | [ 203 1581] | [ 241 1584] | [ 196 1624] | [ 236 1624]
         A | [ 715 1664] | [ 756 1665] | [ 719 1703] | [ 759 1702]
         D | [ 614 1665] | [ 656 1665] | [ 617 1703] | [ 657 1703]
         C | [ 590 1665] | [ 630 1665] | [ 592 1703] | [ 631 1703]
         , | [ 348 1664] | [ 386 1666] | [ 343 1701] | [ 383 1703]
         . | [ 303 1663] | [ 342 1666] | [ 298 1701] | [ 338 1702]
      CMD2 | [ 332 1582] | [ 384 1581] | [ 330 1622] | [ 382 1623]
      ALT2 | [ 296 1581] | [ 335 1582] | [ 291 1622] | [ 331 1624]
         S | [ 666 1664] | [ 706 1664] | [ 668 1702] | [ 709 1702]
     SHFT1 | [ 734 1665] | [ 831 1666] | [ 739 1702] | [ 837 1702]
         Z | [ 689 1665] | [ 730 1665] | [ 693 1702] | [ 732 1702]
         X | [ 643 1665] | [ 682 1665] | [ 646 1703] | [ 685 1702]
     SPACE | [ 402 1585] | [ 625 1580] | [ 404 1620] | [ 632 1624]
        FN | [ 789 1627] | [ 827 1628] | [ 794 1669] | [ 832 1669]
      CTRL | [ 744 1582] | [ 783 1582] | [ 749 1623] | [ 787 1623]
      ALT1 | [ 701 1581] | [ 741 1583] | [ 703 1622] | [ 742 1624]
      CMD1 | [ 637 1582] | [ 690 1582] | [ 641 1623] | [ 692 1623]
