       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 847 1768] | [ 887 1767] | [ 853 1807] | [ 894 1807]
         1 | [ 796 1768] | [ 837 1767] | [ 802 1807] | [ 843 1807]
         2 | [ 745 1769] | [ 786 1767] | [ 750 1807] | [ 792 1806]
         3 | [ 695 1768] | [ 735 1767] | [ 698 1807] | [ 740 1807]
         4 | [ 644 1768] | [ 685 1768] | [ 647 1808] | [ 689 1806]
         5 | [ 593 1768] | [ 633 1767] | [ 594 1807] | [ 637 1807]
         6 | [ 542 1768] | [ 584 1768] | [ 543 1808] | [ 585 1807]
         7 | [ 490 1769] | [ 532 1768] | [ 490 1807] | [ 533 1807]
         8 | [ 439 1769] | [ 481 1768] | [ 439 1808] | [ 481 1807]
         9 | [ 387 1769] | [ 430 1768] | [ 387 1808] | [ 429 1807]
         0 | [ 337 1768] | [ 379 1769] | [ 334 1808] | [ 376 1808]
         - | [ 284 1769] | [ 327 1768] | [ 283 1809] | [ 325 1807]
         = | [ 234 1767] | [ 276 1769] | [ 228 1807] | [ 271 1808]
    DELETE | [ 154 1770] | [ 224 1768] | [ 151 1809] | [ 220 1807]
       TAB | [ 815 1722] | [ 880 1721] | [ 821 1759] | [ 887 1757]
         Q | [ 765 1722] | [ 806 1721] | [ 770 1759] | [ 811 1758]
         W | [ 716 1721] | [ 756 1721] | [ 720 1759] | [ 761 1758]
         E | [ 665 1723] | [ 705 1720] | [ 669 1759] | [ 710 1759]
         R | [ 615 1723] | [ 657 1721] | [ 618 1759] | [ 659 1759]
         T | [ 565 1723] | [ 606 1721] | [ 567 1759] | [ 609 1758]
         Y | [ 515 1722] | [ 556 1721] | [ 516 1759] | [ 558 1758]
         U | [ 465 1722] | [ 506 1721] | [ 465 1759] | [ 507 1758]
         I | [ 414 1723] | [ 455 1720] | [ 414 1759] | [ 456 1759]
         O | [ 365 1721] | [ 405 1720] | [ 364 1760] | [ 405 1759]
         P | [ 313 1723] | [ 356 1721] | [ 313 1760] | [ 354 1758]
         [ | [ 263 1722] | [ 305 1721] | [ 260 1759] | [ 303 1758]
         ] | [ 214 1720] | [ 255 1721] | [ 208 1758] | [ 251 1759]
         \ | [ 162 1721] | [ 204 1721] | [ 157 1759] | [ 199 1759]
 CAPS_LOCK | [ 797 1676] | [ 873 1676] | [ 802 1713] | [ 879 1712]
         A | [ 748 1677] | [ 788 1676] | [ 752 1713] | [ 793 1712]
         S | [ 699 1677] | [ 739 1676] | [ 703 1713] | [ 743 1713]
         D | [ 650 1677] | [ 690 1676] | [ 652 1712] | [ 694 1712]
         F | [ 601 1677] | [ 641 1676] | [ 604 1713] | [ 644 1712]
         G | [ 552 1677] | [ 592 1676] | [ 554 1713] | [ 595 1711]
         H | [ 503 1676] | [ 542 1675] | [ 504 1713] | [ 545 1711]
         J | [ 453 1677] | [ 493 1675] | [ 454 1713] | [ 495 1711]
         K | [ 404 1677] | [ 445 1676] | [ 404 1713] | [ 445 1712]
         L | [ 355 1676] | [ 396 1676] | [ 354 1713] | [ 395 1711]
         ; | [ 307 1675] | [ 347 1677] | [ 302 1712] | [ 343 1713]
         ' | [ 255 1677] | [ 297 1676] | [ 253 1713] | [ 294 1712]
    RETURN | [ 167 1679] | [ 244 1674] | [ 166 1713] | [ 245 1709]
     SHFT1 | [ 766 1634] | [ 863 1632] | [ 773 1669] | [ 872 1667]
         C | [ 622 1634] | [ 662 1632] | [ 625 1668] | [ 666 1667]
         V | [ 575 1633] | [ 614 1632] | [ 576 1668] | [ 617 1668]
         B | [ 527 1633] | [ 566 1632] | [ 529 1669] | [ 568 1668]
         N | [ 478 1634] | [ 517 1632] | [ 480 1669] | [ 519 1668]
         M | [ 430 1633] | [ 469 1632] | [ 430 1668] | [ 470 1668]
         , | [ 381 1634] | [ 421 1632] | [ 382 1669] | [ 422 1666]
         . | [ 333 1633] | [ 373 1632] | [ 331 1668] | [ 372 1667]
         / | [ 284 1633] | [ 324 1632] | [ 282 1668] | [ 323 1667]
     SHFT2 | [ 179 1630] | [ 277 1633] | [ 169 1661] | [ 272 1668]
        FN | [ 819 1586] | [ 858 1586] | [ 826 1626] | [ 865 1625]
     SPACE | [ 430 1589] | [ 655 1583] | [ 433 1626] | [ 663 1624]
      CMD2 | [ 372 1585] | [ 423 1584] | [ 372 1626] | [ 423 1624]
      ALT2 | [ 324 1585] | [ 365 1585] | [ 322 1625] | [ 362 1625]
    ARROWS | [ 231 1583] | [ 270 1584] | [ 225 1624] | [ 265 1625]
         Z | [ 718 1633] | [ 758 1631] | [ 724 1668] | [ 763 1667]
         X | [ 670 1633] | [ 710 1631] | [ 675 1668] | [ 715 1666]
      CTRL | [ 768 1587] | [ 810 1584] | [ 779 1625] | [ 817 1624]
      CMD1 | [ 666 1585] | [ 718 1584] | [ 671 1625] | [ 723 1623]
      ALT1 | [ 725 1585] | [ 764 1584] | [ 731 1625] | [ 770 1623]
