       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 841 1759] | [ 882 1759] | [ 847 1798] | [ 888 1798]
         1 | [ 790 1759] | [ 832 1759] | [ 795 1798] | [ 837 1797]
         2 | [ 739 1759] | [ 781 1759] | [ 745 1799] | [ 785 1798]
         3 | [ 688 1759] | [ 729 1758] | [ 693 1799] | [ 734 1797]
         4 | [ 637 1759] | [ 678 1758] | [ 641 1799] | [ 682 1797]
         5 | [ 586 1759] | [ 627 1758] | [ 589 1799] | [ 630 1797]
         6 | [ 536 1758] | [ 576 1758] | [ 535 1797] | [ 577 1798]
         7 | [ 483 1759] | [ 525 1758] | [ 484 1798] | [ 526 1797]
         8 | [ 431 1760] | [ 473 1758] | [ 431 1798] | [ 474 1797]
         9 | [ 380 1759] | [ 422 1758] | [ 379 1798] | [ 422 1797]
         0 | [ 329 1758] | [ 371 1758] | [ 327 1798] | [ 370 1796]
         - | [ 277 1758] | [ 320 1759] | [ 273 1797] | [ 316 1798]
         = | [ 225 1758] | [ 268 1758] | [ 221 1798] | [ 263 1798]
    DELETE | [ 147 1758] | [ 216 1758] | [ 143 1799] | [ 212 1796]
       TAB | [ 809 1713] | [ 874 1712] | [ 815 1750] | [ 880 1750]
         Q | [ 759 1712] | [ 800 1712] | [ 764 1750] | [ 805 1749]
         T | [ 559 1712] | [ 599 1711] | [ 561 1750] | [ 602 1749]
         Y | [ 508 1713] | [ 549 1711] | [ 510 1750] | [ 551 1749]
         U | [ 458 1712] | [ 499 1711] | [ 459 1750] | [ 500 1749]
         \ | [ 155 1710] | [ 196 1710] | [ 149 1749] | [ 191 1749]
         G | [ 545 1667] | [ 585 1666] | [ 547 1703] | [ 588 1702]
         H | [ 496 1667] | [ 535 1665] | [ 497 1703] | [ 538 1702]
         ] | [ 206 1710] | [ 248 1712] | [ 200 1748] | [ 242 1749]
         [ | [ 257 1710] | [ 299 1711] | [ 252 1748] | [ 294 1749]
    RETURN | [ 159 1668] | [ 238 1664] | [ 156 1702] | [ 237 1700]
         V | [ 569 1623] | [ 607 1622] | [ 571 1659] | [ 611 1658]
         B | [ 520 1624] | [ 560 1623] | [ 522 1659] | [ 562 1657]
         N | [ 471 1624] | [ 511 1622] | [ 471 1658] | [ 513 1657]
         J | [ 446 1666] | [ 487 1666] | [ 447 1703] | [ 488 1702]
         E | [ 659 1712] | [ 700 1710] | [ 662 1749] | [ 704 1748]
         R | [ 609 1712] | [ 649 1710] | [ 611 1749] | [ 653 1748]
         I | [ 407 1712] | [ 448 1710] | [ 407 1749] | [ 449 1748]
         O | [ 355 1711] | [ 397 1710] | [ 355 1749] | [ 396 1748]
         K | [ 396 1666] | [ 436 1664] | [ 395 1702] | [ 437 1701]
         M | [ 421 1623] | [ 462 1623] | [ 421 1659] | [ 462 1658]
         F | [ 595 1667] | [ 636 1665] | [ 599 1703] | [ 639 1701]
         W | [ 707 1713] | [ 747 1710] | [ 714 1749] | [ 753 1747]
         P | [ 307 1710] | [ 348 1710] | [ 305 1749] | [ 347 1748]
 CAPS_LOCK | [ 790 1668] | [ 863 1664] | [ 798 1703] | [ 873 1700]
         D | [ 646 1666] | [ 685 1664] | [ 651 1702] | [ 690 1700]
         ' | [ 251 1664] | [ 292 1665] | [ 246 1701] | [ 287 1702]
         ; | [ 297 1666] | [ 339 1665] | [ 296 1702] | [ 337 1701]
         L | [ 347 1665] | [ 387 1664] | [ 346 1702] | [ 387 1701]
     SHFT2 | [ 165 1626] | [ 265 1621] | [ 164 1659] | [ 266 1656]
         A | [ 742 1665] | [ 781 1665] | [ 746 1702] | [ 786 1702]
         S | [ 695 1665] | [ 734 1664] | [ 698 1702] | [ 739 1701]
         , | [ 370 1624] | [ 411 1622] | [ 371 1659] | [ 411 1657]
         / | [ 279 1624] | [ 320 1622] | [ 277 1658] | [ 319 1656]
    ARROWS | [ 223 1571] | [ 263 1573] | [ 217 1612] | [ 258 1613]
         C | [ 616 1624] | [ 656 1622] | [ 619 1658] | [ 660 1658]
         . | [ 325 1623] | [ 364 1621] | [ 324 1658] | [ 364 1658]
     SHFT1 | [ 758 1624] | [ 855 1622] | [ 765 1659] | [ 864 1658]
      CMD2 | [ 359 1578] | [ 412 1576] | [ 360 1617] | [ 413 1616]
        FN | [ 812 1577] | [ 851 1577] | [ 819 1617] | [ 858 1616]
     SPACE | [ 423 1579] | [ 648 1573] | [ 426 1616] | [ 656 1614]
      ALT2 | [ 315 1575] | [ 356 1575] | [ 313 1615] | [ 353 1615]
         Z | [ 712 1624] | [ 752 1622] | [ 718 1659] | [ 757 1658]
         X | [ 664 1624] | [ 704 1622] | [ 669 1659] | [ 709 1657]
      CTRL | [ 760 1577] | [ 802 1574] | [ 771 1615] | [ 809 1614]
      CMD1 | [ 662 1575] | [ 714 1574] | [ 667 1615] | [ 719 1613]
      ALT1 | [ 718 1575] | [ 757 1574] | [ 724 1615] | [ 763 1613]
