       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 808 1807] | [ 849 1807] | [ 813 1847] | [ 853 1848]
         1 | [ 759 1804] | [ 799 1806] | [ 761 1846] | [ 801 1847]
         2 | [ 708 1803] | [ 748 1804] | [ 709 1844] | [ 750 1846]
         5 | [ 556 1800] | [ 597 1801] | [ 555 1840] | [ 597 1842]
         6 | [ 506 1799] | [ 547 1801] | [ 504 1840] | [ 546 1841]
         7 | [ 455 1798] | [ 496 1799] | [ 453 1839] | [ 494 1840]
       TAB | [ 779 1757] | [ 843 1758] | [ 782 1796] | [ 848 1796]
         8 | [ 404 1797] | [ 446 1799] | [ 401 1837] | [ 443 1839]
         U | [ 432 1749] | [ 473 1751] | [ 430 1788] | [ 471 1789]
         3 | [ 657 1802] | [ 699 1805] | [ 658 1843] | [ 698 1845]
         4 | [ 607 1801] | [ 648 1803] | [ 606 1841] | [ 648 1843]
         Q | [ 729 1755] | [ 769 1756] | [ 732 1795] | [ 773 1795]
         Y | [ 482 1750] | [ 523 1752] | [ 480 1789] | [ 520 1791]
         T | [ 532 1751] | [ 573 1752] | [ 530 1789] | [ 571 1792]
         9 | [ 353 1796] | [ 396 1798] | [ 350 1837] | [ 391 1838]
         B | [ 498 1658] | [ 537 1661] | [ 496 1695] | [ 535 1696]
         N | [ 448 1659] | [ 488 1658] | [ 448 1695] | [ 487 1695]
    DELETE | [ 125 1800] | [ 191 1800] | [ 119 1842] | [ 187 1842]
         0 | [ 304 1800] | [ 345 1803] | [ 298 1841] | [ 338 1844]
         - | [ 253 1800] | [ 294 1801] | [ 247 1842] | [ 288 1843]
         = | [ 201 1801] | [ 243 1802] | [ 196 1842] | [ 238 1842]
         ] | [ 185 1752] | [ 225 1754] | [ 178 1791] | [ 220 1792]
         [ | [ 235 1752] | [ 276 1754] | [ 230 1792] | [ 270 1793]
         \ | [ 134 1752] | [ 174 1753] | [ 127 1792] | [ 168 1792]
         P | [ 285 1751] | [ 325 1755] | [ 278 1790] | [ 318 1793]
         R | [ 578 1754] | [ 620 1753] | [ 579 1792] | [ 622 1791]
    RETURN | [ 141 1658] | [ 219 1658] | [ 136 1695] | [ 215 1695]
         H | [ 469 1658] | [ 509 1657] | [ 469 1695] | [ 509 1695]
         G | [ 518 1657] | [ 557 1657] | [ 517 1695] | [ 559 1695]
         V | [ 544 1658] | [ 583 1658] | [ 545 1695] | [ 586 1695]
         ' | [ 227 1657] | [ 267 1658] | [ 221 1695] | [ 262 1697]
         J | [ 425 1657] | [ 465 1658] | [ 423 1696] | [ 462 1697]
         I | [ 374 1749] | [ 414 1754] | [ 370 1792] | [ 411 1794]
         E | [ 633 1754] | [ 677 1753] | [ 635 1792] | [ 676 1793]
 CAPS_LOCK | [ 761 1658] | [ 837 1658] | [ 768 1696] | [ 842 1696]
         O | [ 332 1751] | [ 372 1753] | [ 327 1791] | [ 368 1793]
     SHFT2 | [ 146 1660] | [ 245 1658] | [ 143 1694] | [ 244 1695]
         ; | [ 277 1656] | [ 317 1659] | [ 271 1693] | [ 312 1696]
         W | [ 681 1751] | [ 721 1754] | [ 681 1791] | [ 721 1793]
         F | [ 570 1656] | [ 610 1658] | [ 569 1695] | [ 609 1697]
         K | [ 368 1657] | [ 408 1658] | [ 364 1695] | [ 405 1697]
         M | [ 396 1656] | [ 435 1659] | [ 391 1694] | [ 432 1695]
         / | [ 257 1657] | [ 296 1659] | [ 252 1695] | [ 292 1696]
         L | [ 323 1656] | [ 363 1658] | [ 319 1695] | [ 359 1696]
    ARROWS | [ 203 1575] | [ 241 1578] | [ 196 1618] | [ 236 1618]
         A | [ 715 1657] | [ 756 1658] | [ 719 1696] | [ 759 1695]
         D | [ 615 1658] | [ 657 1658] | [ 618 1696] | [ 658 1696]
         C | [ 591 1658] | [ 631 1658] | [ 593 1696] | [ 632 1696]
         , | [ 348 1657] | [ 386 1659] | [ 343 1694] | [ 383 1696]
         . | [ 303 1656] | [ 342 1659] | [ 298 1694] | [ 338 1695]
      CMD2 | [ 332 1576] | [ 384 1575] | [ 330 1616] | [ 382 1617]
      ALT2 | [ 296 1575] | [ 335 1576] | [ 291 1616] | [ 331 1618]
         S | [ 666 1657] | [ 706 1657] | [ 668 1695] | [ 709 1695]
     SHFT1 | [ 734 1658] | [ 831 1659] | [ 739 1695] | [ 837 1695]
         Z | [ 689 1658] | [ 730 1658] | [ 693 1695] | [ 732 1695]
         X | [ 643 1658] | [ 682 1658] | [ 646 1696] | [ 685 1695]
     SPACE | [ 402 1579] | [ 625 1574] | [ 404 1614] | [ 632 1618]
        FN | [ 789 1619] | [ 827 1620] | [ 794 1661] | [ 832 1661]
      CTRL | [ 744 1576] | [ 783 1576] | [ 749 1617] | [ 787 1617]
      ALT1 | [ 701 1575] | [ 741 1577] | [ 703 1616] | [ 742 1618]
      CMD1 | [ 639 1576] | [ 692 1576] | [ 643 1617] | [ 694 1617]
