       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 925 1789] | [ 972 1788] | [ 932 1838] | [ 979 1838]
         1 | [ 871 1788] | [ 918 1788] | [ 877 1838] | [ 923 1838]
         2 | [ 818 1787] | [ 865 1789] | [ 821 1837] | [ 867 1838]
         3 | [ 762 1789] | [ 810 1788] | [ 766 1838] | [ 815 1836]
         4 | [ 710 1787] | [ 756 1788] | [ 710 1836] | [ 759 1838]
         5 | [ 654 1788] | [ 702 1789] | [ 655 1837] | [ 703 1838]
         6 | [ 601 1787] | [ 648 1789] | [ 600 1837] | [ 648 1838]
         7 | [ 546 1787] | [ 593 1789] | [ 544 1837] | [ 592 1839]
         8 | [ 490 1788] | [ 538 1788] | [ 489 1838] | [ 536 1839]
         9 | [ 435 1788] | [ 483 1788] | [ 433 1837] | [ 482 1838]
         0 | [ 380 1788] | [ 428 1788] | [ 377 1838] | [ 425 1839]
         - | [ 326 1787] | [ 373 1788] | [ 321 1838] | [ 371 1838]
         = | [ 271 1787] | [ 318 1789] | [ 265 1838] | [ 314 1839]
    DELETE | [ 185 1790] | [ 261 1787] | [ 183 1840] | [ 259 1838]
       TAB | [ 891 1734] | [ 965 1733] | [ 898 1781] | [ 971 1780]
         Q | [ 838 1734] | [ 884 1732] | [ 844 1781] | [ 890 1780]
         W | [ 785 1733] | [ 831 1732] | [ 790 1781] | [ 836 1780]
         Y | [ 571 1733] | [ 618 1733] | [ 571 1780] | [ 619 1781]
         U | [ 518 1732] | [ 565 1734] | [ 517 1781] | [ 564 1781]
         I | [ 464 1732] | [ 511 1733] | [ 462 1780] | [ 510 1781]
         P | [ 354 1733] | [ 403 1733] | [ 352 1780] | [ 401 1781]
         [ | [ 301 1732] | [ 348 1732] | [ 298 1781] | [ 346 1781]
         ] | [ 247 1732] | [ 295 1733] | [ 242 1780] | [ 290 1781]
         \ | [ 192 1732] | [ 240 1732] | [ 187 1780] | [ 236 1781]
 CAPS_LOCK | [ 872 1680] | [ 957 1679] | [ 878 1726] | [ 963 1726]
         K | [ 450 1679] | [ 497 1678] | [ 450 1726] | [ 498 1724]
    RETURN | [ 196 1680] | [ 283 1677] | [ 194 1726] | [ 283 1722]
         ' | [ 291 1678] | [ 338 1678] | [ 287 1724] | [ 335 1726]
         O | [ 410 1731] | [ 457 1733] | [ 407 1780] | [ 455 1781]
         T | [ 626 1732] | [ 672 1733] | [ 626 1781] | [ 673 1781]
         R | [ 678 1733] | [ 724 1732] | [ 682 1782] | [ 727 1781]
         H | [ 558 1678] | [ 604 1680] | [ 557 1726] | [ 604 1726]
         J | [ 505 1678] | [ 551 1680] | [ 503 1725] | [ 551 1726]
         N | [ 529 1628] | [ 576 1627] | [ 531 1673] | [ 578 1671]
         M | [ 477 1627] | [ 523 1626] | [ 478 1673] | [ 524 1673]
         A | [ 819 1681] | [ 865 1678] | [ 823 1725] | [ 870 1726]
         E | [ 731 1734] | [ 779 1733] | [ 735 1781] | [ 781 1781]
     SHFT1 | [ 840 1629] | [ 948 1627] | [ 846 1673] | [ 956 1673]
         S | [ 767 1680] | [ 813 1679] | [ 771 1726] | [ 818 1725]
         Z | [ 789 1628] | [ 833 1627] | [ 794 1674] | [ 839 1672]
         D | [ 714 1681] | [ 761 1679] | [ 718 1726] | [ 764 1726]
      CMD2 | [ 435 1569] | [ 473 1570] | [ 444 1622] | [ 472 1621]
        FN | [ 898 1571] | [ 943 1572] | [ 903 1621] | [ 947 1623]
         X | [ 737 1628] | [ 782 1627] | [ 742 1674] | [ 787 1672]
         F | [ 662 1680] | [ 707 1678] | [ 666 1727] | [ 711 1726]
         G | [ 609 1680] | [ 656 1679] | [ 611 1726] | [ 658 1725]
      CTRL | [ 848 1571] | [ 893 1573] | [ 851 1620] | [ 897 1622]
         B | [ 581 1628] | [ 628 1627] | [ 583 1673] | [ 630 1672]
      CMD1 | [ 765 1570] | [ 791 1571] | [ 736 1621] | [ 795 1622]
         C | [ 685 1628] | [ 732 1628] | [ 688 1673] | [ 734 1673]
         V | [ 634 1627] | [ 679 1627] | [ 636 1673] | [ 682 1672]
         ; | [ 345 1677] | [ 392 1678] | [ 341 1724] | [ 389 1725]
     SHFT2 | [ 203 1635] | [ 310 1630] | [ 203 1669] | [ 308 1666]
         , | [ 439 1625] | [ 472 1627] | [ 438 1673] | [ 471 1672]
         L | [ 402 1682] | [ 441 1684] | [ 399 1720] | [ 437 1722]
         / | [ 327 1629] | [ 365 1632] | [ 321 1666] | [ 359 1669]
         . | [ 381 1625] | [ 426 1628] | [ 378 1672] | [ 424 1673]
    ARROWS | [ 266 1574] | [ 303 1576] | [ 260 1617] | [ 297 1620]
      ALT1 | [ 828 1566] | [ 840 1566] | [ 803 1619] | [ 847 1617]
     SPACE | [ 482 1579] | [ 717 1571] | [ 486 1619] | [ 732 1618]
      ALT2 | [ 373 1571] | [ 419 1571] | [ 371 1622] | [ 416 1622]
