       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 807 1803] | [ 847 1804] | [ 811 1844] | [ 852 1845]
         1 | [ 756 1803] | [ 797 1803] | [ 761 1844] | [ 801 1843]
         2 | [ 706 1801] | [ 747 1802] | [ 708 1842] | [ 750 1842]
         5 | [ 554 1798] | [ 596 1799] | [ 554 1839] | [ 595 1840]
         6 | [ 505 1796] | [ 546 1799] | [ 503 1838] | [ 544 1839]
         7 | [ 453 1796] | [ 495 1798] | [ 451 1836] | [ 492 1838]
         - | [ 252 1791] | [ 292 1792] | [ 246 1832] | [ 288 1833]
         = | [ 201 1790] | [ 242 1792] | [ 195 1832] | [ 236 1832]
    DELETE | [ 124 1789] | [ 190 1790] | [ 118 1831] | [ 185 1831]
       TAB | [ 777 1755] | [ 843 1756] | [ 782 1794] | [ 847 1793]
         0 | [ 302 1792] | [ 343 1794] | [ 297 1833] | [ 338 1835]
         8 | [ 404 1794] | [ 444 1796] | [ 400 1835] | [ 441 1837]
         U | [ 430 1747] | [ 472 1749] | [ 429 1786] | [ 469 1787]
         3 | [ 655 1800] | [ 695 1800] | [ 657 1841] | [ 699 1840]
         4 | [ 606 1798] | [ 647 1801] | [ 605 1839] | [ 646 1841]
         9 | [ 353 1793] | [ 393 1794] | [ 349 1835] | [ 391 1835]
         Q | [ 728 1753] | [ 767 1753] | [ 732 1793] | [ 771 1793]
         Y | [ 480 1748] | [ 521 1749] | [ 479 1787] | [ 520 1788]
         T | [ 531 1748] | [ 571 1750] | [ 529 1788] | [ 570 1789]
         B | [ 495 1657] | [ 534 1657] | [ 496 1694] | [ 535 1693]
         ] | [ 184 1750] | [ 224 1752] | [ 177 1789] | [ 219 1790]
         [ | [ 234 1750] | [ 275 1752] | [ 229 1790] | [ 269 1791]
         \ | [ 133 1750] | [ 173 1751] | [ 126 1790] | [ 167 1790]
         P | [ 284 1749] | [ 324 1753] | [ 277 1788] | [ 317 1791]
         R | [ 577 1752] | [ 619 1751] | [ 578 1790] | [ 621 1789]
    RETURN | [ 140 1655] | [ 218 1655] | [ 135 1692] | [ 214 1692]
         H | [ 468 1655] | [ 508 1654] | [ 468 1692] | [ 508 1692]
         G | [ 515 1654] | [ 554 1654] | [ 514 1692] | [ 556 1692]
         V | [ 541 1655] | [ 580 1655] | [ 542 1692] | [ 583 1692]
         ' | [ 226 1654] | [ 266 1655] | [ 220 1692] | [ 261 1694]
         J | [ 425 1654] | [ 465 1655] | [ 423 1693] | [ 462 1694]
         I | [ 373 1747] | [ 413 1752] | [ 369 1790] | [ 410 1792]
         E | [ 632 1752] | [ 676 1751] | [ 634 1790] | [ 675 1791]
 CAPS_LOCK | [ 760 1655] | [ 836 1655] | [ 767 1693] | [ 841 1693]
         O | [ 331 1749] | [ 371 1751] | [ 326 1789] | [ 367 1791]
     SHFT2 | [ 145 1657] | [ 244 1655] | [ 142 1691] | [ 243 1692]
         ; | [ 276 1653] | [ 316 1656] | [ 270 1690] | [ 311 1693]
         W | [ 680 1749] | [ 720 1752] | [ 680 1789] | [ 720 1791]
         F | [ 567 1653] | [ 607 1655] | [ 566 1692] | [ 606 1694]
         K | [ 367 1654] | [ 407 1655] | [ 363 1692] | [ 404 1694]
         N | [ 449 1655] | [ 488 1656] | [ 447 1692] | [ 488 1691]
         M | [ 395 1653] | [ 434 1656] | [ 390 1691] | [ 431 1692]
         / | [ 256 1654] | [ 295 1656] | [ 251 1692] | [ 291 1693]
         L | [ 322 1653] | [ 362 1655] | [ 318 1692] | [ 358 1693]
    ARROWS | [ 202 1572] | [ 240 1575] | [ 195 1615] | [ 235 1615]
         A | [ 714 1654] | [ 755 1655] | [ 718 1693] | [ 758 1692]
         D | [ 612 1655] | [ 654 1655] | [ 615 1693] | [ 655 1693]
         C | [ 588 1655] | [ 628 1655] | [ 590 1693] | [ 629 1693]
         , | [ 347 1654] | [ 385 1656] | [ 342 1691] | [ 382 1693]
         . | [ 302 1653] | [ 341 1656] | [ 297 1691] | [ 337 1692]
      CMD2 | [ 332 1574] | [ 384 1573] | [ 330 1614] | [ 382 1615]
      ALT2 | [ 294 1573] | [ 333 1574] | [ 289 1614] | [ 329 1616]
         S | [ 665 1654] | [ 705 1654] | [ 667 1692] | [ 708 1692]
     SHFT1 | [ 733 1655] | [ 830 1656] | [ 738 1692] | [ 836 1692]
         Z | [ 688 1655] | [ 729 1655] | [ 692 1692] | [ 731 1692]
         X | [ 642 1655] | [ 681 1655] | [ 645 1693] | [ 684 1692]
     SPACE | [ 400 1577] | [ 623 1572] | [ 402 1612] | [ 630 1616]
        FN | [ 788 1617] | [ 826 1618] | [ 793 1659] | [ 831 1659]
      CTRL | [ 743 1574] | [ 782 1574] | [ 748 1615] | [ 786 1615]
      ALT1 | [ 700 1573] | [ 740 1575] | [ 702 1614] | [ 741 1616]
      CMD1 | [ 637 1574] | [ 690 1574] | [ 641 1615] | [ 692 1615]
