       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 829 1752] | [ 867 1752] | [ 834 1789] | [ 871 1789]
         1 | [ 782 1752] | [ 821 1752] | [ 786 1788] | [ 824 1787]
         2 | [ 735 1751] | [ 773 1750] | [ 738 1787] | [ 776 1786]
         3 | [ 688 1749] | [ 725 1749] | [ 690 1786] | [ 728 1786]
         4 | [ 642 1748] | [ 679 1749] | [ 642 1785] | [ 681 1784]
         5 | [ 595 1747] | [ 632 1748] | [ 594 1784] | [ 632 1785]
         6 | [ 548 1746] | [ 586 1748] | [ 546 1782] | [ 584 1784]
         7 | [ 501 1745] | [ 539 1747] | [ 499 1782] | [ 537 1783]
         8 | [ 455 1744] | [ 492 1746] | [ 452 1782] | [ 488 1783]
         9 | [ 408 1743] | [ 445 1745] | [ 404 1780] | [ 441 1782]
         0 | [ 360 1743] | [ 398 1744] | [ 356 1778] | [ 394 1781]
         - | [ 312 1743] | [ 351 1743] | [ 309 1778] | [ 348 1779]
         = | [ 267 1741] | [ 304 1742] | [ 262 1778] | [ 300 1779]
    DELETE | [ 196 1741] | [ 257 1741] | [ 191 1777] | [ 254 1776]
       TAB | [ 802 1707] | [ 862 1707] | [ 805 1742] | [ 866 1743]
         Q | [ 756 1706] | [ 793 1706] | [ 758 1741] | [ 796 1741]
         W | [ 709 1706] | [ 746 1705] | [ 713 1741] | [ 749 1741]
         E | [ 663 1705] | [ 700 1704] | [ 665 1740] | [ 702 1740]
         T | [ 572 1702] | [ 609 1704] | [ 571 1738] | [ 607 1739]
         Y | [ 526 1701] | [ 563 1703] | [ 524 1737] | [ 561 1738]
         U | [ 480 1700] | [ 516 1701] | [ 477 1735] | [ 514 1737]
         I | [ 434 1699] | [ 470 1700] | [ 430 1734] | [ 468 1736]
         P | [ 340 1699] | [ 378 1699] | [ 338 1734] | [ 374 1735]
         [ | [ 296 1697] | [ 332 1698] | [ 291 1733] | [ 329 1733]
         ] | [ 250 1696] | [ 286 1697] | [ 244 1731] | [ 281 1733]
         \ | [ 204 1695] | [ 240 1696] | [ 198 1731] | [ 236 1731]
 CAPS_LOCK | [ 787 1664] | [ 856 1663] | [ 792 1698] | [ 862 1697]
         A | [ 741 1663] | [ 778 1662] | [ 744 1697] | [ 781 1697]
         G | [ 560 1659] | [ 596 1659] | [ 560 1694] | [ 597 1693]
         H | [ 514 1659] | [ 551 1658] | [ 515 1693] | [ 552 1692]
         J | [ 469 1658] | [ 505 1657] | [ 468 1692] | [ 505 1692]
         K | [ 424 1656] | [ 461 1657] | [ 422 1691] | [ 458 1692]
         ' | [ 290 1653] | [ 326 1656] | [ 284 1687] | [ 321 1689]
    RETURN | [ 208 1655] | [ 278 1653] | [ 205 1687] | [ 277 1686]
         M | [ 451 1614] | [ 486 1616] | [ 447 1648] | [ 484 1649]
         N | [ 493 1616] | [ 530 1616] | [ 492 1649] | [ 530 1649]
      CMD2 | [ 396 1569] | [ 443 1568] | [ 395 1607] | [ 442 1606]
     SHFT2 | [ 214 1615] | [ 303 1611] | [ 212 1645] | [ 305 1643]
         O | [ 387 1699] | [ 424 1699] | [ 384 1734] | [ 421 1735]
         / | [ 316 1613] | [ 352 1614] | [ 312 1646] | [ 348 1647]
         ; | [ 334 1655] | [ 371 1656] | [ 330 1689] | [ 367 1690]
         L | [ 380 1655] | [ 416 1657] | [ 376 1690] | [ 412 1691]
    ARROWS | [ 268 1565] | [ 302 1566] | [ 261 1603] | [ 297 1605]
         . | [ 361 1613] | [ 397 1615] | [ 357 1646] | [ 393 1648]
      ALT2 | [ 354 1567] | [ 389 1567] | [ 350 1605] | [ 386 1606]
         B | [ 538 1617] | [ 574 1617] | [ 537 1650] | [ 574 1651]
         , | [ 404 1615] | [ 441 1615] | [ 403 1648] | [ 439 1648]
         S | [ 696 1662] | [ 733 1662] | [ 697 1695] | [ 735 1696]
         R | [ 618 1703] | [ 654 1703] | [ 618 1739] | [ 656 1738]
        FN | [ 813 1576] | [ 849 1576] | [ 817 1613] | [ 853 1613]
         X | [ 672 1619] | [ 708 1619] | [ 674 1653] | [ 710 1652]
         F | [ 605 1660] | [ 642 1660] | [ 606 1694] | [ 643 1694]
         Z | [ 717 1620] | [ 753 1620] | [ 718 1653] | [ 755 1654]
      ALT1 | [ 725 1575] | [ 761 1574] | [ 728 1612] | [ 764 1612]
         D | [ 650 1662] | [ 687 1661] | [ 652 1695] | [ 689 1695]
      CTRL | [ 769 1575] | [ 805 1575] | [ 773 1613] | [ 808 1613]
         C | [ 627 1619] | [ 664 1619] | [ 628 1652] | [ 665 1652]
     SHFT1 | [ 761 1622] | [ 853 1622] | [ 766 1655] | [ 857 1655]
      CMD1 | [ 670 1574] | [ 716 1573] | [ 672 1611] | [ 720 1611]
         V | [ 582 1619] | [ 619 1618] | [ 583 1651] | [ 620 1651]
     SPACE | [ 449 1572] | [ 658 1570] | [ 452 1607] | [ 664 1609]
