       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 769 1762] | [ 806 1762] | [ 772 1798] | [ 811 1798]
         1 | [ 723 1762] | [ 760 1762] | [ 726 1798] | [ 765 1798]
         2 | [ 677 1763] | [ 714 1762] | [ 679 1798] | [ 718 1798]
         3 | [ 631 1763] | [ 668 1762] | [ 633 1799] | [ 671 1798]
         4 | [ 585 1763] | [ 623 1763] | [ 586 1799] | [ 624 1799]
         5 | [ 539 1764] | [ 577 1763] | [ 539 1799] | [ 578 1798]
         6 | [ 493 1764] | [ 530 1763] | [ 493 1799] | [ 531 1799]
         7 | [ 447 1764] | [ 485 1764] | [ 446 1799] | [ 485 1798]
         8 | [ 401 1765] | [ 439 1764] | [ 399 1799] | [ 438 1799]
         9 | [ 355 1765] | [ 393 1764] | [ 354 1800] | [ 391 1799]
         0 | [ 309 1766] | [ 347 1764] | [ 306 1800] | [ 345 1799]
         - | [ 265 1764] | [ 302 1765] | [ 259 1799] | [ 297 1800]
         = | [ 218 1765] | [ 256 1765] | [ 213 1800] | [ 251 1800]
    DELETE | [ 149 1765] | [ 210 1765] | [ 143 1800] | [ 205 1800]
       TAB | [ 741 1722] | [ 802 1722] | [ 745 1756] | [ 806 1756]
         Q | [ 696 1722] | [ 733 1721] | [ 699 1756] | [ 737 1756]
         R | [ 561 1723] | [ 599 1722] | [ 563 1757] | [ 600 1756]
         T | [ 516 1723] | [ 554 1723] | [ 516 1757] | [ 554 1757]
         Y | [ 471 1724] | [ 509 1723] | [ 470 1757] | [ 509 1756]
         U | [ 426 1724] | [ 464 1723] | [ 425 1757] | [ 463 1757]
         I | [ 381 1724] | [ 419 1723] | [ 379 1757] | [ 417 1757]
         O | [ 336 1724] | [ 374 1723] | [ 334 1758] | [ 372 1757]
         P | [ 291 1725] | [ 328 1723] | [ 288 1758] | [ 326 1757]
         [ | [ 247 1724] | [ 284 1724] | [ 242 1757] | [ 279 1758]
         ] | [ 202 1724] | [ 239 1724] | [ 197 1758] | [ 234 1758]
         \ | [ 158 1724] | [ 194 1724] | [ 151 1758] | [ 188 1758]
         H | [ 461 1685] | [ 499 1684] | [ 461 1717] | [ 498 1716]
    RETURN | [ 163 1688] | [ 232 1684] | [ 159 1718] | [ 230 1717]
         G | [ 507 1683] | [ 543 1684] | [ 505 1716] | [ 543 1716]
         W | [ 651 1722] | [ 689 1722] | [ 654 1757] | [ 691 1756]
         ' | [ 244 1687] | [ 278 1686] | [ 238 1714] | [ 271 1715]
         E | [ 609 1722] | [ 647 1723] | [ 609 1756] | [ 646 1757]
         F | [ 550 1685] | [ 589 1685] | [ 550 1717] | [ 588 1717]
 CAPS_LOCK | [ 727 1683] | [ 796 1683] | [ 731 1717] | [ 801 1717]
         A | [ 682 1685] | [ 720 1684] | [ 685 1717] | [ 722 1717]
         S | [ 638 1685] | [ 676 1684] | [ 641 1717] | [ 678 1717]
         D | [ 594 1685] | [ 630 1683] | [ 594 1716] | [ 632 1717]
         J | [ 418 1684] | [ 455 1684] | [ 417 1717] | [ 454 1716]
         K | [ 374 1685] | [ 411 1684] | [ 372 1717] | [ 410 1716]
         ; | [ 287 1683] | [ 324 1685] | [ 282 1716] | [ 319 1717]
         C | [ 574 1645] | [ 610 1643] | [ 575 1675] | [ 613 1674]
         V | [ 529 1645] | [ 566 1644] | [ 529 1675] | [ 566 1675]
         B | [ 485 1645] | [ 522 1644] | [ 485 1675] | [ 522 1674]
         L | [ 332 1683] | [ 368 1684] | [ 328 1717] | [ 364 1717]
         N | [ 442 1644] | [ 478 1644] | [ 441 1676] | [ 478 1675]
     SHFT1 | [ 702 1647] | [ 787 1644] | [ 709 1674] | [ 794 1672]
         X | [ 615 1645] | [ 652 1643] | [ 617 1676] | [ 654 1675]
     SHFT2 | [ 174 1644] | [ 262 1645] | [ 165 1673] | [ 257 1676]
         Z | [ 659 1644] | [ 696 1644] | [ 662 1676] | [ 698 1675]
         M | [ 399 1645] | [ 436 1643] | [ 398 1675] | [ 435 1674]
         , | [ 355 1644] | [ 392 1643] | [ 353 1675] | [ 390 1675]
        FN | [ 751 1607] | [ 784 1605] | [ 758 1638] | [ 790 1637]
      CMD1 | [ 615 1604] | [ 662 1604] | [ 616 1639] | [ 662 1640]
         / | [ 266 1645] | [ 304 1644] | [ 263 1676] | [ 300 1675]
         . | [ 312 1644] | [ 349 1644] | [ 310 1676] | [ 346 1675]
      CTRL | [ 707 1604] | [ 743 1603] | [ 710 1639] | [ 747 1639]
      ALT1 | [ 667 1603] | [ 703 1604] | [ 669 1639] | [ 705 1639]
     SPACE | [ 403 1608] | [ 602 1604] | [ 404 1637] | [ 607 1635]
    ARROWS | [ 223 1603] | [ 258 1603] | [ 216 1639] | [ 252 1639]
      CMD2 | [ 349 1604] | [ 396 1604] | [ 346 1639] | [ 393 1639]
      ALT2 | [ 307 1603] | [ 343 1604] | [ 302 1639] | [ 338 1639]
