       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 863 1797] | [ 902 1796] | [ 869 1835] | [ 907 1834]
         1 | [ 815 1796] | [ 853 1795] | [ 820 1835] | [ 858 1834]
         2 | [ 768 1795] | [ 805 1795] | [ 770 1834] | [ 809 1833]
         3 | [ 718 1797] | [ 757 1795] | [ 722 1834] | [ 760 1834]
         4 | [ 670 1796] | [ 709 1795] | [ 672 1834] | [ 711 1834]
         5 | [ 622 1796] | [ 661 1795] | [ 624 1834] | [ 662 1834]
         6 | [ 574 1795] | [ 613 1795] | [ 575 1834] | [ 613 1834]
         7 | [ 527 1794] | [ 565 1795] | [ 525 1832] | [ 564 1834]
         8 | [ 479 1794] | [ 517 1795] | [ 477 1833] | [ 515 1834]
         9 | [ 431 1794] | [ 469 1795] | [ 428 1832] | [ 467 1833]
         0 | [ 382 1794] | [ 421 1794] | [ 379 1832] | [ 418 1833]
         - | [ 334 1794] | [ 373 1794] | [ 330 1832] | [ 369 1833]
         = | [ 287 1793] | [ 325 1794] | [ 282 1832] | [ 322 1832]
    DELETE | [ 214 1794] | [ 276 1793] | [ 210 1833] | [ 273 1832]
       TAB | [ 834 1750] | [ 896 1749] | [ 839 1786] | [ 901 1786]
         Q | [ 787 1749] | [ 825 1749] | [ 792 1787] | [ 829 1785]
         W | [ 739 1750] | [ 778 1749] | [ 743 1786] | [ 781 1785]
         Y | [ 551 1748] | [ 589 1749] | [ 550 1785] | [ 588 1786]
         U | [ 504 1748] | [ 541 1748] | [ 502 1784] | [ 539 1786]
         I | [ 456 1748] | [ 494 1748] | [ 455 1785] | [ 494 1783]
         P | [ 362 1747] | [ 400 1748] | [ 358 1783] | [ 397 1785]
         [ | [ 315 1747] | [ 353 1748] | [ 311 1784] | [ 349 1785]
         ] | [ 268 1747] | [ 306 1747] | [ 263 1783] | [ 302 1784]
         \ | [ 221 1747] | [ 259 1747] | [ 216 1784] | [ 254 1784]
 CAPS_LOCK | [ 818 1705] | [ 891 1704] | [ 823 1740] | [ 895 1739]
         A | [ 771 1705] | [ 809 1704] | [ 775 1740] | [ 812 1740]
         K | [ 446 1703] | [ 484 1703] | [ 445 1739] | [ 483 1738]
         ' | [ 308 1702] | [ 345 1702] | [ 304 1738] | [ 342 1738]
    RETURN | [ 225 1705] | [ 299 1702] | [ 223 1738] | [ 296 1736]
     SHFT2 | [ 230 1664] | [ 321 1657] | [ 229 1694] | [ 324 1691]
         O | [ 410 1747] | [ 447 1748] | [ 407 1785] | [ 445 1785]
         ; | [ 353 1703] | [ 391 1702] | [ 350 1737] | [ 388 1739]
         L | [ 401 1702] | [ 438 1704] | [ 398 1738] | [ 435 1739]
         R | [ 645 1749] | [ 682 1748] | [ 647 1786] | [ 685 1785]
         T | [ 597 1750] | [ 635 1748] | [ 599 1786] | [ 637 1785]
         F | [ 632 1704] | [ 669 1703] | [ 633 1739] | [ 671 1739]
         J | [ 492 1704] | [ 530 1703] | [ 492 1739] | [ 530 1738]
         / | [ 335 1659] | [ 372 1660] | [ 331 1693] | [ 368 1694]
         , | [ 426 1659] | [ 463 1660] | [ 423 1693] | [ 460 1695]
         H | [ 538 1705] | [ 576 1703] | [ 540 1740] | [ 577 1739]
         . | [ 379 1661] | [ 417 1659] | [ 378 1694] | [ 415 1694]
      CMD2 | [ 416 1613] | [ 464 1612] | [ 415 1651] | [ 463 1651]
         N | [ 516 1661] | [ 554 1660] | [ 517 1695] | [ 554 1694]
      ALT2 | [ 372 1612] | [ 409 1612] | [ 369 1650] | [ 406 1651]
    ARROWS | [ 283 1611] | [ 319 1611] | [ 279 1650] | [ 315 1651]
         E | [ 692 1749] | [ 731 1749] | [ 695 1786] | [ 733 1785]
     SHFT1 | [ 790 1663] | [ 881 1659] | [ 794 1695] | [ 890 1694]
         D | [ 678 1704] | [ 715 1703] | [ 681 1740] | [ 718 1739]
         S | [ 724 1705] | [ 763 1704] | [ 728 1740] | [ 765 1739]
        FN | [ 843 1613] | [ 879 1613] | [ 846 1651] | [ 884 1651]
         Z | [ 745 1661] | [ 782 1660] | [ 748 1695] | [ 785 1695]
      CTRL | [ 797 1614] | [ 833 1612] | [ 803 1653] | [ 838 1652]
         M | [ 472 1659] | [ 508 1659] | [ 469 1693] | [ 506 1695]
         X | [ 699 1661] | [ 736 1660] | [ 701 1695] | [ 739 1694]
         B | [ 564 1659] | [ 600 1660] | [ 562 1694] | [ 599 1696]
         G | [ 585 1704] | [ 624 1704] | [ 586 1739] | [ 624 1739]
         C | [ 656 1659] | [ 691 1661] | [ 655 1695] | [ 692 1695]
      ALT1 | [ 752 1611] | [ 789 1612] | [ 755 1650] | [ 792 1651]
      CMD1 | [ 696 1609] | [ 743 1612] | [ 699 1652] | [ 747 1652]
         V | [ 610 1660] | [ 647 1659] | [ 611 1694] | [ 648 1694]
     SPACE | [ 472 1615] | [ 687 1610] | [ 473 1649] | [ 691 1650]
