       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 868 1802] | [ 906 1801] | [ 874 1841] | [ 911 1841]
         1 | [ 819 1802] | [ 858 1801] | [ 824 1840] | [ 862 1840]
         2 | [ 771 1801] | [ 810 1801] | [ 775 1840] | [ 813 1840]
         3 | [ 722 1801] | [ 762 1801] | [ 726 1840] | [ 765 1838]
         4 | [ 675 1800] | [ 713 1801] | [ 675 1838] | [ 714 1840]
         5 | [ 626 1800] | [ 664 1800] | [ 627 1839] | [ 667 1837]
         6 | [ 579 1799] | [ 617 1801] | [ 578 1839] | [ 616 1839]
         7 | [ 530 1799] | [ 568 1800] | [ 528 1838] | [ 567 1839]
         8 | [ 481 1799] | [ 520 1799] | [ 479 1837] | [ 518 1839]
         9 | [ 434 1798] | [ 472 1800] | [ 430 1837] | [ 470 1838]
         0 | [ 385 1798] | [ 424 1800] | [ 381 1837] | [ 421 1838]
         - | [ 337 1798] | [ 375 1798] | [ 333 1837] | [ 371 1838]
         = | [ 288 1798] | [ 327 1798] | [ 284 1837] | [ 322 1838]
    DELETE | [ 215 1799] | [ 277 1797] | [ 211 1837] | [ 275 1836]
       TAB | [ 839 1754] | [ 900 1754] | [ 844 1792] | [ 906 1791]
         Q | [ 791 1755] | [ 829 1754] | [ 794 1791] | [ 833 1791]
         W | [ 743 1755] | [ 782 1754] | [ 746 1791] | [ 785 1791]
         Y | [ 553 1754] | [ 592 1753] | [ 553 1790] | [ 592 1790]
         U | [ 507 1752] | [ 545 1754] | [ 505 1790] | [ 543 1790]
         I | [ 459 1752] | [ 497 1752] | [ 457 1789] | [ 495 1790]
         P | [ 365 1751] | [ 404 1752] | [ 361 1789] | [ 399 1790]
         [ | [ 317 1751] | [ 355 1751] | [ 313 1789] | [ 351 1789]
         ] | [ 269 1751] | [ 308 1752] | [ 265 1788] | [ 303 1789]
         \ | [ 222 1751] | [ 260 1751] | [ 217 1788] | [ 255 1789]
 CAPS_LOCK | [ 822 1710] | [ 894 1708] | [ 827 1745] | [ 900 1744]
         A | [ 775 1710] | [ 814 1709] | [ 779 1745] | [ 817 1744]
         K | [ 448 1708] | [ 486 1707] | [ 447 1743] | [ 486 1742]
         ' | [ 310 1705] | [ 347 1706] | [ 305 1741] | [ 343 1743]
    RETURN | [ 229 1705] | [ 302 1707] | [ 223 1740] | [ 297 1742]
         ; | [ 356 1706] | [ 394 1705] | [ 353 1743] | [ 391 1743]
         R | [ 648 1754] | [ 686 1753] | [ 651 1791] | [ 688 1791]
         T | [ 601 1753] | [ 639 1753] | [ 601 1790] | [ 640 1791]
         F | [ 635 1709] | [ 673 1708] | [ 638 1745] | [ 675 1743]
         J | [ 496 1707] | [ 533 1707] | [ 495 1744] | [ 532 1744]
         H | [ 543 1707] | [ 580 1708] | [ 541 1743] | [ 579 1744]
         N | [ 519 1664] | [ 557 1664] | [ 520 1699] | [ 557 1698]
         E | [ 696 1754] | [ 733 1753] | [ 698 1791] | [ 737 1790]
     SHFT1 | [ 795 1665] | [ 889 1665] | [ 799 1700] | [ 894 1700]
         D | [ 682 1709] | [ 719 1708] | [ 684 1744] | [ 722 1743]
         S | [ 728 1710] | [ 766 1708] | [ 732 1745] | [ 769 1744]
        FN | [ 847 1618] | [ 884 1617] | [ 852 1656] | [ 888 1657]
         Z | [ 749 1665] | [ 785 1664] | [ 752 1700] | [ 789 1699]
      CTRL | [ 802 1617] | [ 839 1617] | [ 807 1657] | [ 843 1655]
         M | [ 474 1663] | [ 511 1664] | [ 472 1698] | [ 509 1699]
         X | [ 703 1665] | [ 739 1664] | [ 706 1700] | [ 742 1700]
         B | [ 565 1665] | [ 602 1664] | [ 566 1699] | [ 603 1699]
         G | [ 588 1709] | [ 627 1708] | [ 590 1744] | [ 628 1743]
      ALT1 | [ 758 1616] | [ 794 1618] | [ 759 1655] | [ 797 1656]
         C | [ 657 1665] | [ 694 1664] | [ 659 1699] | [ 696 1699]
      CMD1 | [ 700 1617] | [ 747 1616] | [ 703 1656] | [ 751 1656]
         V | [ 611 1664] | [ 648 1664] | [ 612 1699] | [ 650 1698]
     SPACE | [ 473 1621] | [ 688 1615] | [ 475 1656] | [ 694 1656]
         O | [ 412 1751] | [ 451 1753] | [ 410 1789] | [ 448 1790]
         / | [ 337 1667] | [ 375 1665] | [ 333 1697] | [ 370 1699]
     SHFT2 | [ 232 1668] | [ 325 1662] | [ 232 1700] | [ 326 1697]
      CMD2 | [ 433 1617] | [ 467 1617] | [ 436 1657] | [ 465 1657]
         , | [ 432 1664] | [ 466 1665] | [ 435 1700] | [ 463 1700]
         L | [ 401 1710] | [ 440 1707] | [ 400 1742] | [ 437 1743]
    ARROWS | [ 285 1615] | [ 323 1631] | [ 282 1650] | [ 320 1651]
         . | [ 383 1664] | [ 420 1665] | [ 380 1698] | [ 417 1700]
      ALT2 | [ 383 1616] | [ 419 1616] | [ 380 1656] | [ 415 1657]
