       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 804 1768] | [ 841 1768] | [ 808 1807] | [ 845 1807]
         1 | [ 756 1770] | [ 793 1768] | [ 759 1807] | [ 798 1806]
         2 | [ 710 1768] | [ 747 1769] | [ 712 1808] | [ 749 1808]
         3 | [ 661 1770] | [ 699 1769] | [ 664 1808] | [ 701 1808]
         4 | [ 615 1769] | [ 653 1771] | [ 615 1808] | [ 653 1808]
         5 | [ 566 1771] | [ 604 1769] | [ 568 1809] | [ 606 1808]
         6 | [ 520 1769] | [ 558 1771] | [ 519 1808] | [ 556 1809]
         7 | [ 472 1770] | [ 510 1770] | [ 470 1808] | [ 508 1809]
         8 | [ 424 1770] | [ 462 1770] | [ 422 1809] | [ 460 1809]
         9 | [ 376 1770] | [ 414 1770] | [ 373 1808] | [ 413 1809]
         0 | [ 329 1770] | [ 367 1772] | [ 325 1809] | [ 363 1810]
         - | [ 280 1771] | [ 319 1772] | [ 276 1809] | [ 315 1810]
         = | [ 232 1771] | [ 270 1771] | [ 228 1811] | [ 266 1811]
    DELETE | [ 160 1771] | [ 222 1772] | [ 155 1812] | [ 217 1811]
       TAB | [ 775 1723] | [ 836 1722] | [ 779 1759] | [ 840 1758]
         Q | [ 728 1723] | [ 766 1722] | [ 733 1760] | [ 769 1759]
         W | [ 682 1723] | [ 719 1722] | [ 686 1760] | [ 722 1759]
         Y | [ 495 1723] | [ 533 1723] | [ 496 1761] | [ 533 1760]
         U | [ 448 1723] | [ 486 1723] | [ 447 1760] | [ 485 1761]
         I | [ 402 1723] | [ 439 1723] | [ 400 1761] | [ 437 1761]
         O | [ 355 1723] | [ 392 1724] | [ 352 1761] | [ 390 1761]
         P | [ 308 1723] | [ 345 1724] | [ 304 1761] | [ 341 1762]
         [ | [ 260 1723] | [ 298 1724] | [ 256 1761] | [ 294 1762]
         ] | [ 213 1723] | [ 251 1724] | [ 208 1761] | [ 246 1762]
         \ | [ 165 1724] | [ 203 1724] | [ 160 1762] | [ 198 1762]
         ' | [ 252 1678] | [ 291 1678] | [ 249 1715] | [ 286 1715]
    RETURN | [ 169 1680] | [ 241 1677] | [ 168 1716] | [ 240 1714]
         H | [ 483 1678] | [ 521 1677] | [ 484 1714] | [ 521 1714]
         T | [ 543 1722] | [ 580 1723] | [ 542 1759] | [ 580 1760]
         B | [ 506 1634] | [ 543 1633] | [ 507 1669] | [ 544 1668]
     SHFT2 | [ 177 1633] | [ 271 1633] | [ 171 1669] | [ 266 1670]
        FN | [ 793 1584] | [ 820 1585] | [ 788 1624] | [ 824 1624]
 CAPS_LOCK | [ 759 1677] | [ 829 1676] | [ 763 1713] | [ 835 1711]
         G | [ 529 1678] | [ 568 1677] | [ 530 1714] | [ 567 1714]
         R | [ 588 1724] | [ 626 1722] | [ 590 1760] | [ 628 1759]
         E | [ 635 1723] | [ 672 1722] | [ 638 1760] | [ 675 1759]
    ARROWS | [ 227 1584] | [ 258 1584] | [ 222 1625] | [ 261 1626]
         N | [ 469 1633] | [ 498 1633] | [ 472 1670] | [ 498 1669]
         J | [ 433 1677] | [ 472 1678] | [ 432 1713] | [ 469 1714]
         ; | [ 299 1678] | [ 337 1678] | [ 296 1713] | [ 333 1714]
         A | [ 712 1679] | [ 750 1677] | [ 717 1713] | [ 753 1712]
         K | [ 390 1678] | [ 427 1678] | [ 388 1713] | [ 425 1714]
         S | [ 667 1678] | [ 705 1677] | [ 671 1713] | [ 707 1713]
         F | [ 573 1679] | [ 612 1678] | [ 576 1714] | [ 613 1713]
         L | [ 348 1677] | [ 385 1677] | [ 346 1713] | [ 383 1713]
         M | [ 415 1632] | [ 452 1631] | [ 415 1666] | [ 453 1665]
         / | [ 279 1632] | [ 316 1632] | [ 275 1666] | [ 312 1667]
         D | [ 620 1678] | [ 656 1678] | [ 622 1714] | [ 658 1713]
     SHFT1 | [ 733 1636] | [ 823 1631] | [ 739 1667] | [ 831 1665]
         , | [ 369 1632] | [ 405 1632] | [ 366 1666] | [ 403 1668]
         . | [ 323 1633] | [ 360 1632] | [ 322 1668] | [ 359 1666]
         V | [ 554 1632] | [ 591 1632] | [ 553 1667] | [ 589 1669]
      CMD2 | [ 364 1583] | [ 413 1582] | [ 364 1622] | [ 411 1621]
      ALT2 | [ 319 1586] | [ 355 1587] | [ 315 1626] | [ 352 1626]
         Z | [ 687 1632] | [ 723 1632] | [ 691 1667] | [ 726 1666]
         X | [ 641 1632] | [ 679 1633] | [ 644 1668] | [ 680 1667]
         C | [ 594 1632] | [ 630 1631] | [ 596 1667] | [ 632 1666]
      CTRL | [ 741 1585] | [ 775 1586] | [ 742 1623] | [ 778 1625]
      ALT1 | [ 699 1589] | [ 733 1588] | [ 698 1618] | [ 733 1621]
     SPACE | [ 419 1589] | [ 607 1582] | [ 422 1624] | [ 635 1623]
      CMD1 | [ 638 1585] | [ 684 1584] | [ 641 1625] | [ 688 1624]
