       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 847 1760] | [ 888 1759] | [ 854 1799] | [ 895 1797]
         1 | [ 796 1760] | [ 837 1759] | [ 801 1798] | [ 843 1798]
         2 | [ 745 1760] | [ 787 1759] | [ 749 1798] | [ 792 1797]
         3 | [ 694 1760] | [ 736 1759] | [ 697 1798] | [ 740 1798]
         4 | [ 643 1760] | [ 685 1759] | [ 647 1799] | [ 688 1798]
         5 | [ 592 1760] | [ 634 1759] | [ 595 1799] | [ 636 1798]
         6 | [ 541 1760] | [ 583 1759] | [ 543 1799] | [ 584 1798]
         7 | [ 490 1759] | [ 532 1759] | [ 491 1799] | [ 533 1797]
         8 | [ 438 1760] | [ 479 1758] | [ 438 1799] | [ 480 1799]
         9 | [ 389 1758] | [ 430 1760] | [ 385 1798] | [ 427 1799]
         0 | [ 337 1758] | [ 378 1759] | [ 332 1797] | [ 375 1799]
         - | [ 284 1759] | [ 327 1760] | [ 280 1798] | [ 322 1799]
         = | [ 233 1758] | [ 275 1759] | [ 228 1799] | [ 270 1799]
    DELETE | [ 153 1761] | [ 222 1758] | [ 149 1799] | [ 219 1798]
       TAB | [ 815 1713] | [ 880 1712] | [ 821 1750] | [ 887 1749]
         Q | [ 765 1713] | [ 805 1712] | [ 770 1750] | [ 811 1750]
         E | [ 667 1712] | [ 708 1714] | [ 668 1750] | [ 709 1751]
         R | [ 615 1713] | [ 656 1712] | [ 617 1750] | [ 659 1750]
         T | [ 566 1712] | [ 607 1713] | [ 566 1749] | [ 607 1751]
         Y | [ 515 1713] | [ 556 1712] | [ 517 1751] | [ 558 1749]
         U | [ 464 1714] | [ 506 1712] | [ 466 1751] | [ 507 1749]
         I | [ 414 1713] | [ 456 1712] | [ 413 1750] | [ 456 1749]
         O | [ 364 1712] | [ 404 1711] | [ 362 1750] | [ 404 1750]
         \ | [ 162 1711] | [ 204 1712] | [ 156 1749] | [ 198 1750]
         G | [ 551 1669] | [ 592 1667] | [ 553 1704] | [ 594 1703]
         H | [ 502 1668] | [ 542 1666] | [ 503 1704] | [ 544 1703]
         J | [ 453 1668] | [ 494 1667] | [ 453 1704] | [ 494 1703]
         K | [ 404 1667] | [ 445 1667] | [ 403 1704] | [ 444 1703]
         V | [ 575 1624] | [ 614 1623] | [ 577 1660] | [ 617 1659]
         B | [ 526 1625] | [ 565 1623] | [ 527 1659] | [ 568 1659]
         N | [ 478 1624] | [ 517 1623] | [ 478 1659] | [ 519 1658]
         M | [ 429 1624] | [ 469 1623] | [ 430 1660] | [ 470 1658]
         ] | [ 215 1710] | [ 256 1714] | [ 208 1749] | [ 249 1750]
         F | [ 600 1669] | [ 641 1667] | [ 604 1705] | [ 644 1703]
         W | [ 713 1714] | [ 753 1711] | [ 720 1750] | [ 759 1748]
         P | [ 313 1711] | [ 354 1711] | [ 311 1750] | [ 353 1749]
         [ | [ 264 1711] | [ 306 1712] | [ 260 1749] | [ 301 1750]
 CAPS_LOCK | [ 796 1670] | [ 869 1666] | [ 804 1705] | [ 879 1702]
    RETURN | [ 172 1666] | [ 247 1667] | [ 162 1703] | [ 241 1705]
         D | [ 651 1668] | [ 690 1666] | [ 656 1704] | [ 695 1702]
         ' | [ 257 1666] | [ 298 1667] | [ 252 1703] | [ 293 1704]
         ; | [ 303 1668] | [ 345 1667] | [ 302 1704] | [ 343 1703]
         L | [ 353 1667] | [ 393 1666] | [ 352 1704] | [ 393 1703]
     SHFT2 | [ 173 1627] | [ 273 1622] | [ 172 1660] | [ 274 1657]
         A | [ 748 1667] | [ 787 1667] | [ 752 1704] | [ 792 1704]
         S | [ 701 1667] | [ 740 1666] | [ 704 1704] | [ 745 1703]
         , | [ 376 1625] | [ 417 1623] | [ 377 1660] | [ 417 1658]
         / | [ 285 1625] | [ 326 1623] | [ 283 1659] | [ 325 1657]
    ARROWS | [ 231 1573] | [ 271 1575] | [ 225 1614] | [ 266 1615]
         C | [ 622 1625] | [ 662 1623] | [ 625 1659] | [ 666 1659]
         . | [ 331 1624] | [ 370 1622] | [ 330 1659] | [ 370 1659]
     SHFT1 | [ 764 1625] | [ 861 1623] | [ 771 1660] | [ 870 1659]
      CMD2 | [ 368 1578] | [ 421 1576] | [ 369 1617] | [ 422 1616]
        FN | [ 818 1577] | [ 857 1577] | [ 825 1617] | [ 864 1616]
     SPACE | [ 429 1580] | [ 654 1574] | [ 432 1617] | [ 662 1615]
      ALT2 | [ 322 1576] | [ 363 1576] | [ 320 1616] | [ 360 1616]
         Z | [ 718 1625] | [ 758 1623] | [ 724 1660] | [ 763 1659]
         X | [ 670 1625] | [ 710 1623] | [ 675 1660] | [ 715 1658]
      CTRL | [ 766 1578] | [ 808 1575] | [ 777 1616] | [ 815 1615]
      CMD1 | [ 667 1576] | [ 719 1575] | [ 672 1616] | [ 724 1614]
      ALT1 | [ 724 1576] | [ 763 1575] | [ 730 1616] | [ 769 1614]
