       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 845 1760] | [ 887 1759] | [ 853 1799] | [ 893 1798]
         1 | [ 795 1759] | [ 835 1758] | [ 800 1798] | [ 842 1797]
         2 | [ 744 1759] | [ 785 1758] | [ 748 1798] | [ 790 1798]
         3 | [ 693 1759] | [ 735 1759] | [ 696 1798] | [ 738 1798]
         4 | [ 642 1759] | [ 683 1758] | [ 645 1798] | [ 687 1797]
         5 | [ 590 1760] | [ 632 1758] | [ 594 1799] | [ 635 1797]
         6 | [ 539 1760] | [ 581 1758] | [ 540 1798] | [ 583 1797]
         7 | [ 488 1759] | [ 531 1759] | [ 489 1798] | [ 531 1797]
         8 | [ 437 1759] | [ 478 1758] | [ 436 1798] | [ 479 1797]
         9 | [ 385 1759] | [ 427 1758] | [ 384 1798] | [ 427 1797]
         0 | [ 334 1758] | [ 377 1759] | [ 331 1797] | [ 374 1798]
         - | [ 284 1757] | [ 325 1759] | [ 278 1797] | [ 321 1798]
         = | [ 231 1757] | [ 273 1758] | [ 226 1798] | [ 268 1798]
    DELETE | [ 151 1760] | [ 221 1758] | [ 148 1799] | [ 216 1798]
       TAB | [ 814 1712] | [ 880 1713] | [ 820 1750] | [ 885 1749]
         Q | [ 764 1712] | [ 805 1712] | [ 769 1750] | [ 810 1749]
         T | [ 564 1712] | [ 604 1711] | [ 566 1750] | [ 607 1749]
         Y | [ 513 1713] | [ 554 1711] | [ 515 1750] | [ 556 1749]
         U | [ 463 1712] | [ 504 1711] | [ 464 1750] | [ 505 1749]
         \ | [ 159 1711] | [ 202 1711] | [ 154 1748] | [ 196 1749]
         G | [ 550 1667] | [ 590 1666] | [ 551 1703] | [ 593 1702]
         H | [ 501 1667] | [ 541 1666] | [ 501 1703] | [ 543 1702]
         ] | [ 211 1710] | [ 252 1711] | [ 205 1748] | [ 247 1749]
         [ | [ 261 1711] | [ 302 1710] | [ 258 1749] | [ 300 1748]
         V | [ 573 1624] | [ 613 1623] | [ 575 1659] | [ 616 1658]
         B | [ 525 1624] | [ 565 1623] | [ 527 1659] | [ 566 1658]
         N | [ 476 1624] | [ 516 1622] | [ 477 1659] | [ 517 1658]
    RETURN | [ 164 1668] | [ 244 1664] | [ 162 1702] | [ 242 1700]
         J | [ 451 1667] | [ 492 1666] | [ 451 1703] | [ 493 1702]
         E | [ 664 1712] | [ 705 1710] | [ 667 1749] | [ 709 1748]
         R | [ 614 1712] | [ 654 1710] | [ 616 1749] | [ 658 1748]
         I | [ 412 1712] | [ 453 1710] | [ 412 1749] | [ 454 1748]
         O | [ 360 1711] | [ 402 1710] | [ 360 1749] | [ 401 1748]
         K | [ 401 1666] | [ 441 1664] | [ 400 1702] | [ 442 1701]
         M | [ 426 1623] | [ 467 1623] | [ 426 1659] | [ 467 1658]
         F | [ 599 1667] | [ 640 1665] | [ 603 1703] | [ 643 1701]
         W | [ 712 1713] | [ 752 1710] | [ 719 1749] | [ 758 1747]
         P | [ 312 1710] | [ 353 1710] | [ 310 1749] | [ 352 1748]
 CAPS_LOCK | [ 795 1668] | [ 868 1664] | [ 803 1703] | [ 878 1700]
         D | [ 650 1666] | [ 689 1664] | [ 655 1702] | [ 694 1700]
         ' | [ 256 1664] | [ 297 1665] | [ 251 1701] | [ 292 1702]
         ; | [ 302 1666] | [ 344 1665] | [ 301 1702] | [ 342 1701]
         L | [ 352 1665] | [ 392 1664] | [ 351 1702] | [ 392 1701]
     SHFT2 | [ 171 1626] | [ 271 1621] | [ 170 1659] | [ 272 1656]
         A | [ 747 1665] | [ 786 1665] | [ 751 1702] | [ 791 1702]
         S | [ 700 1665] | [ 739 1664] | [ 703 1702] | [ 744 1701]
         , | [ 374 1624] | [ 415 1622] | [ 375 1659] | [ 415 1657]
         / | [ 284 1624] | [ 325 1622] | [ 282 1658] | [ 324 1656]
    ARROWS | [ 229 1571] | [ 269 1573] | [ 223 1612] | [ 264 1613]
         C | [ 621 1624] | [ 661 1622] | [ 624 1658] | [ 665 1658]
         . | [ 330 1623] | [ 369 1621] | [ 329 1658] | [ 369 1658]
     SHFT1 | [ 763 1624] | [ 860 1622] | [ 770 1659] | [ 869 1658]
      CMD2 | [ 364 1578] | [ 417 1576] | [ 365 1617] | [ 418 1616]
        FN | [ 817 1576] | [ 856 1576] | [ 824 1616] | [ 863 1615]
     SPACE | [ 428 1579] | [ 653 1573] | [ 431 1616] | [ 661 1614]
      ALT2 | [ 320 1575] | [ 361 1575] | [ 318 1615] | [ 358 1615]
         Z | [ 717 1624] | [ 757 1622] | [ 723 1659] | [ 762 1658]
         X | [ 669 1624] | [ 709 1622] | [ 674 1659] | [ 714 1657]
      CTRL | [ 765 1577] | [ 807 1574] | [ 776 1615] | [ 814 1614]
      CMD1 | [ 667 1575] | [ 719 1574] | [ 672 1615] | [ 724 1613]
      ALT1 | [ 723 1575] | [ 762 1574] | [ 729 1615] | [ 768 1613]
