       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 850 1776] | [ 892 1775] | [ 856 1814] | [ 898 1814]
         1 | [ 800 1775] | [ 841 1775] | [ 806 1815] | [ 846 1815]
         4 | [ 646 1775] | [ 689 1775] | [ 650 1815] | [ 691 1814]
         5 | [ 595 1775] | [ 636 1774] | [ 597 1814] | [ 639 1814]
         6 | [ 544 1774] | [ 585 1774] | [ 545 1814] | [ 588 1813]
         7 | [ 492 1775] | [ 534 1774] | [ 494 1815] | [ 535 1813]
         8 | [ 441 1774] | [ 483 1774] | [ 440 1814] | [ 483 1813]
         9 | [ 389 1774] | [ 432 1774] | [ 388 1814] | [ 431 1812]
         0 | [ 339 1773] | [ 381 1775] | [ 334 1812] | [ 377 1814]
         - | [ 285 1774] | [ 327 1773] | [ 283 1814] | [ 326 1812]
         = | [ 236 1772] | [ 277 1774] | [ 229 1812] | [ 271 1814]
    DELETE | [ 155 1774] | [ 224 1773] | [ 151 1814] | [ 220 1813]
       TAB | [ 818 1729] | [ 884 1728] | [ 824 1766] | [ 890 1766]
         T | [ 568 1728] | [ 609 1727] | [ 569 1765] | [ 611 1765]
         Y | [ 518 1727] | [ 559 1727] | [ 518 1765] | [ 560 1765]
         U | [ 468 1726] | [ 509 1727] | [ 467 1765] | [ 510 1763]
         \ | [ 164 1725] | [ 205 1725] | [ 157 1763] | [ 199 1764]
         H | [ 505 1682] | [ 545 1681] | [ 506 1719] | [ 547 1718]
         ] | [ 215 1725] | [ 256 1726] | [ 209 1763] | [ 251 1764]
    RETURN | [ 169 1681] | [ 246 1678] | [ 165 1717] | [ 245 1716]
         2 | [ 749 1775] | [ 789 1774] | [ 754 1815] | [ 794 1815]
         3 | [ 697 1776] | [ 738 1774] | [ 702 1815] | [ 743 1814]
         Q | [ 769 1728] | [ 809 1727] | [ 774 1766] | [ 815 1764]
         [ | [ 265 1726] | [ 307 1727] | [ 261 1764] | [ 302 1765]
         P | [ 317 1725] | [ 358 1727] | [ 312 1763] | [ 354 1765]
         I | [ 417 1727] | [ 459 1727] | [ 416 1765] | [ 458 1764]
         O | [ 368 1725] | [ 408 1727] | [ 364 1764] | [ 405 1765]
         J | [ 455 1682] | [ 496 1681] | [ 455 1718] | [ 497 1717]
         G | [ 554 1683] | [ 594 1681] | [ 556 1719] | [ 597 1718]
         B | [ 529 1639] | [ 569 1638] | [ 531 1674] | [ 571 1673]
         N | [ 480 1639] | [ 520 1637] | [ 480 1673] | [ 522 1672]
         K | [ 406 1681] | [ 446 1680] | [ 405 1718] | [ 447 1717]
         R | [ 617 1728] | [ 658 1726] | [ 622 1765] | [ 662 1763]
         W | [ 719 1727] | [ 760 1727] | [ 723 1765] | [ 764 1764]
 CAPS_LOCK | [ 799 1682] | [ 875 1680] | [ 806 1718] | [ 883 1716]
         ' | [ 255 1684] | [ 296 1680] | [ 254 1718] | [ 296 1715]
         V | [ 577 1637] | [ 617 1637] | [ 578 1673] | [ 619 1673]
         E | [ 674 1727] | [ 714 1726] | [ 677 1765] | [ 719 1764]
         M | [ 429 1638] | [ 470 1638] | [ 429 1674] | [ 470 1673]
         F | [ 603 1683] | [ 644 1681] | [ 607 1719] | [ 647 1717]
         D | [ 655 1682] | [ 694 1680] | [ 660 1718] | [ 699 1716]
         ; | [ 303 1682] | [ 345 1681] | [ 302 1718] | [ 343 1717]
         L | [ 357 1681] | [ 397 1680] | [ 356 1718] | [ 397 1717]
     SHFT2 | [ 174 1641] | [ 274 1636] | [ 173 1674] | [ 275 1671]
         A | [ 751 1681] | [ 790 1681] | [ 755 1718] | [ 795 1718]
         S | [ 709 1681] | [ 748 1680] | [ 712 1718] | [ 753 1717]
         , | [ 380 1639] | [ 421 1637] | [ 381 1674] | [ 421 1672]
         / | [ 284 1639] | [ 325 1637] | [ 282 1673] | [ 324 1671]
    ARROWS | [ 229 1587] | [ 269 1589] | [ 223 1628] | [ 264 1629]
         C | [ 626 1639] | [ 666 1637] | [ 629 1673] | [ 670 1673]
         . | [ 330 1638] | [ 369 1636] | [ 329 1673] | [ 369 1673]
     SHFT1 | [ 767 1639] | [ 864 1637] | [ 774 1674] | [ 873 1673]
      CMD2 | [ 366 1599] | [ 419 1597] | [ 367 1638] | [ 420 1637]
        FN | [ 821 1600] | [ 860 1600] | [ 828 1640] | [ 867 1639]
     SPACE | [ 433 1595] | [ 658 1589] | [ 436 1632] | [ 666 1630]
      ALT2 | [ 321 1594] | [ 362 1594] | [ 319 1634] | [ 359 1634]
         Z | [ 726 1639] | [ 766 1637] | [ 732 1674] | [ 771 1673]
         X | [ 679 1639] | [ 719 1637] | [ 684 1674] | [ 724 1672]
      CTRL | [ 769 1596] | [ 811 1593] | [ 780 1634] | [ 818 1633]
      CMD1 | [ 676 1594] | [ 728 1593] | [ 681 1634] | [ 733 1632]
      ALT1 | [ 731 1594] | [ 770 1593] | [ 737 1634] | [ 776 1632]
