       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 803 1759] | [ 836 1758] | [ 806 1791] | [ 841 1790]
         1 | [ 761 1761] | [ 794 1759] | [ 765 1793] | [ 799 1790]
         2 | [ 718 1762] | [ 752 1760] | [ 722 1794] | [ 756 1792]
         3 | [ 677 1763] | [ 712 1762] | [ 679 1794] | [ 713 1794]
         4 | [ 635 1764] | [ 669 1762] | [ 638 1796] | [ 671 1795]
         5 | [ 593 1766] | [ 627 1763] | [ 595 1797] | [ 629 1796]
         6 | [ 554 1765] | [ 587 1765] | [ 553 1798] | [ 586 1797]
         7 | [ 512 1766] | [ 546 1767] | [ 511 1799] | [ 544 1798]
         8 | [ 471 1767] | [ 504 1767] | [ 468 1799] | [ 503 1799]
         9 | [ 428 1769] | [ 463 1769] | [ 426 1800] | [ 461 1800]
         0 | [ 388 1769] | [ 421 1769] | [ 385 1802] | [ 418 1802]
         - | [ 347 1770] | [ 380 1770] | [ 343 1803] | [ 376 1803]
         = | [ 305 1771] | [ 339 1772] | [ 301 1803] | [ 335 1804]
    DELETE | [ 242 1775] | [ 297 1772] | [ 239 1806] | [ 295 1803]
       TAB | [ 777 1723] | [ 832 1720] | [ 782 1753] | [ 836 1751]
         Q | [ 736 1724] | [ 770 1722] | [ 740 1754] | [ 773 1753]
         W | [ 697 1723] | [ 730 1724] | [ 697 1754] | [ 730 1755]
         R | [ 613 1727] | [ 647 1725] | [ 616 1758] | [ 649 1756]
         T | [ 572 1728] | [ 606 1726] | [ 573 1758] | [ 608 1756]
         Y | [ 532 1728] | [ 565 1727] | [ 533 1760] | [ 566 1758]
         U | [ 491 1729] | [ 525 1728] | [ 492 1761] | [ 525 1759]
         I | [ 450 1731] | [ 485 1730] | [ 450 1762] | [ 484 1759]
         O | [ 409 1732] | [ 443 1730] | [ 409 1763] | [ 443 1760]
         P | [ 368 1734] | [ 403 1731] | [ 368 1764] | [ 402 1761]
         [ | [ 329 1733] | [ 363 1733] | [ 326 1764] | [ 358 1765]
         ] | [ 289 1734] | [ 322 1733] | [ 285 1765] | [ 318 1765]
         \ | [ 249 1735] | [ 282 1735] | [ 244 1766] | [ 277 1766]
         G | [ 562 1691] | [ 595 1689] | [ 563 1721] | [ 598 1719]
         H | [ 521 1693] | [ 555 1690] | [ 522 1722] | [ 556 1720]
         J | [ 484 1691] | [ 515 1691] | [ 481 1722] | [ 514 1722]
         E | [ 655 1727] | [ 689 1726] | [ 658 1759] | [ 690 1758]
         F | [ 601 1692] | [ 635 1688] | [ 605 1720] | [ 638 1717]
         K | [ 443 1690] | [ 477 1690] | [ 442 1721] | [ 476 1719]
 CAPS_LOCK | [ 764 1691] | [ 828 1691] | [ 765 1719] | [ 828 1721]
         D | [ 643 1691] | [ 676 1689] | [ 645 1721] | [ 678 1720]
         B | [ 544 1655] | [ 577 1656] | [ 542 1684] | [ 576 1684]
         N | [ 503 1655] | [ 536 1656] | [ 502 1685] | [ 534 1685]
         V | [ 582 1653] | [ 616 1654] | [ 582 1683] | [ 614 1684]
         A | [ 723 1691] | [ 756 1689] | [ 726 1721] | [ 760 1719]
         S | [ 684 1690] | [ 717 1691] | [ 685 1721] | [ 718 1720]
         L | [ 402 1692] | [ 437 1690] | [ 402 1722] | [ 436 1719]
         ' | [ 323 1690] | [ 356 1689] | [ 320 1721] | [ 352 1721]
         C | [ 622 1654] | [ 653 1653] | [ 622 1684] | [ 654 1684]
         M | [ 462 1656] | [ 494 1652] | [ 464 1684] | [ 496 1680]
         ; | [ 363 1691] | [ 397 1690] | [ 362 1722] | [ 395 1720]
         X | [ 659 1654] | [ 693 1655] | [ 659 1683] | [ 693 1683]
         , | [ 423 1656] | [ 457 1653] | [ 423 1684] | [ 457 1681]
     SPACE | [ 474 1616] | [ 655 1617] | [ 463 1647] | [ 655 1647]
     SHFT1 | [ 741 1654] | [ 823 1653] | [ 741 1683] | [ 825 1682]
      CMD1 | [ 655 1613] | [ 698 1611] | [ 658 1646] | [ 701 1644]
         Z | [ 699 1656] | [ 731 1653] | [ 702 1684] | [ 735 1682]
      CTRL | [ 705 1615] | [ 819 1608] | [ 710 1646] | [ 822 1640]
      ALT1 | [ 704 1613] | [ 737 1610] | [ 709 1645] | [ 741 1643]
      CMD2 | [ 416 1612] | [ 459 1611] | [ 415 1645] | [ 458 1644]
        FN | [ 785 1613] | [ 818 1611] | [ 789 1645] | [ 822 1644]
      ALT2 | [ 380 1612] | [ 412 1612] | [ 377 1645] | [ 409 1645]
    ARROWS | [ 300 1623] | [ 334 1623] | [ 297 1656] | [ 329 1656]
         . | [ 385 1655] | [ 418 1653] | [ 385 1684] | [ 417 1682]
    RETURN | [ 261 1691] | [ 316 1691] | [ 247 1717] | [ 311 1721]
     SHFT2 | [ 258 1654] | [ 339 1653] | [ 259 1683] | [ 335 1683]
         / | [ 345 1655] | [ 378 1653] | [ 344 1684] | [ 377 1681]
