       Key |   Top Left   |   Top Right  |  Bottom Left | Bottom Right
-----------------------------------------------------------------------------
         ` | [ 869 1791] | [ 909 1791] | [ 874 1829] | [ 913 1828]
         1 | [ 821 1790] | [ 860 1790] | [ 826 1829] | [ 864 1828]
         2 | [ 773 1789] | [ 812 1790] | [ 776 1828] | [ 814 1829]
         3 | [ 724 1790] | [ 763 1789] | [ 728 1828] | [ 766 1827]
         4 | [ 677 1788] | [ 716 1790] | [ 677 1826] | [ 716 1828]
         5 | [ 629 1788] | [ 668 1790] | [ 628 1825] | [ 667 1827]
         6 | [ 581 1787] | [ 619 1788] | [ 580 1826] | [ 618 1827]
         7 | [ 532 1787] | [ 571 1788] | [ 531 1825] | [ 570 1826]
         8 | [ 485 1786] | [ 523 1787] | [ 482 1824] | [ 521 1826]
         9 | [ 437 1786] | [ 475 1787] | [ 434 1825] | [ 473 1825]
         0 | [ 389 1785] | [ 427 1787] | [ 385 1824] | [ 423 1825]
         - | [ 341 1785] | [ 379 1786] | [ 336 1823] | [ 375 1825]
         = | [ 292 1785] | [ 331 1786] | [ 288 1823] | [ 327 1824]
    DELETE | [ 220 1785] | [ 282 1784] | [ 217 1824] | [ 279 1823]
       TAB | [ 840 1744] | [ 901 1743] | [ 845 1781] | [ 907 1780]
         Q | [ 793 1743] | [ 831 1743] | [ 797 1780] | [ 835 1779]
         W | [ 745 1743] | [ 784 1743] | [ 749 1780] | [ 786 1780]
         Y | [ 556 1741] | [ 594 1741] | [ 556 1778] | [ 595 1777]
         U | [ 510 1740] | [ 547 1741] | [ 508 1778] | [ 546 1778]
         I | [ 462 1740] | [ 500 1741] | [ 460 1777] | [ 498 1778]
         P | [ 368 1739] | [ 406 1740] | [ 364 1775] | [ 402 1777]
         [ | [ 322 1738] | [ 359 1739] | [ 317 1775] | [ 354 1777]
         ] | [ 273 1739] | [ 312 1739] | [ 269 1775] | [ 307 1776]
         \ | [ 227 1738] | [ 265 1738] | [ 222 1775] | [ 260 1775]
 CAPS_LOCK | [ 824 1699] | [ 896 1698] | [ 828 1734] | [ 901 1734]
         A | [ 777 1699] | [ 815 1698] | [ 781 1734] | [ 818 1734]
         K | [ 453 1695] | [ 490 1696] | [ 450 1730] | [ 487 1732]
         ' | [ 314 1694] | [ 351 1694] | [ 310 1730] | [ 346 1731]
    RETURN | [ 231 1696] | [ 303 1693] | [ 230 1730] | [ 302 1728]
         ; | [ 359 1695] | [ 396 1694] | [ 358 1731] | [ 395 1730]
         R | [ 650 1743] | [ 689 1742] | [ 653 1779] | [ 691 1778]
         T | [ 604 1741] | [ 641 1741] | [ 605 1779] | [ 643 1778]
         F | [ 637 1698] | [ 674 1696] | [ 640 1733] | [ 677 1732]
         J | [ 498 1696] | [ 536 1696] | [ 499 1732] | [ 535 1732]
         H | [ 545 1696] | [ 582 1696] | [ 545 1732] | [ 583 1731]
         N | [ 522 1653] | [ 559 1652] | [ 522 1687] | [ 560 1686]
         E | [ 698 1743] | [ 735 1742] | [ 700 1779] | [ 739 1778]
     SHFT1 | [ 796 1658] | [ 888 1654] | [ 802 1690] | [ 896 1689]
         D | [ 684 1698] | [ 721 1697] | [ 687 1733] | [ 724 1733]
         S | [ 730 1699] | [ 767 1697] | [ 733 1733] | [ 771 1733]
        FN | [ 849 1608] | [ 886 1608] | [ 853 1646] | [ 890 1647]
         Z | [ 751 1655] | [ 789 1655] | [ 754 1689] | [ 791 1689]
      CTRL | [ 804 1607] | [ 840 1607] | [ 808 1646] | [ 845 1646]
         M | [ 477 1652] | [ 513 1652] | [ 476 1687] | [ 513 1687]
         X | [ 705 1655] | [ 742 1654] | [ 708 1689] | [ 744 1689]
         B | [ 568 1654] | [ 605 1653] | [ 569 1688] | [ 606 1687]
         G | [ 592 1696] | [ 628 1696] | [ 593 1733] | [ 630 1731]
      ALT1 | [ 760 1606] | [ 796 1608] | [ 761 1644] | [ 799 1646]
         C | [ 660 1654] | [ 697 1654] | [ 662 1689] | [ 698 1688]
      CMD1 | [ 703 1607] | [ 750 1606] | [ 705 1645] | [ 753 1646]
         V | [ 614 1654] | [ 650 1653] | [ 615 1688] | [ 652 1688]
     SPACE | [ 477 1609] | [ 691 1605] | [ 478 1644] | [ 697 1644]
         , | [ 431 1652] | [ 469 1652] | [ 430 1687] | [ 467 1687]
         O | [ 416 1739] | [ 453 1740] | [ 412 1776] | [ 451 1777]
         / | [ 341 1651] | [ 378 1651] | [ 338 1686] | [ 375 1686]
     SHFT2 | [ 237 1653] | [ 328 1649] | [ 236 1686] | [ 330 1683]
         L | [ 406 1695] | [ 444 1696] | [ 403 1730] | [ 441 1731]
    ARROWS | [ 291 1602] | [ 327 1604] | [ 285 1642] | [ 321 1643]
         . | [ 386 1652] | [ 424 1652] | [ 385 1687] | [ 422 1686]
      CMD2 | [ 434 1606] | [ 468 1606] | [ 437 1646] | [ 466 1646]
      ALT2 | [ 388 1605] | [ 424 1605] | [ 385 1645] | [ 420 1646]
